,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,,,,,,,11978.000,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,,,,,,,,,,11500.000,,,,
AllocatedShareBasedCompensationExpense,28550.000,21747.000,34625.000,21802.000,17538.000,9907.000,1019.000,,,,43500.000,,,,308500.000,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,4545.000,,,,,,,,,,,,436962.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,,73000.000
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,,,,,,,,,,-56049.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,51496.000,,,,43428.000,,,,-134170.000,,,,-576269.000,,,,-917791.000,,,,-560732.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,-785085.000,,-208854.000,-86274.000,340914.000,390661.000,-281013.000,,,,,,,,,,,,
CostOfGoodsAndServicesSold,,313634.000,354635.000,243608.000,261444.000,446166.000,,,,,,,,,,,,,,,,,
CostOfRevenue,98629.000,,,,,,279047.000,129069.000,101583.000,344772.000,99557.000,104339.000,231624.000,239733.000,8117.000,26428.000,66884.000,181324.000,133886.000,175575.000,64651.000,183613.000,243530.000
DebtInstrumentPeriodicPaymentPrincipal,,,,,,,,,,,22500.000,,,,,,,,,,,,
Depreciation,,,,,,,,,,,,,,,1966.000,,,,8127.000,,,,8772.000
DepreciationAndAmortization,62047.000,62519.000,102069.000,94550.000,293742.000,815.000,,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,102069.000,,,,841.000,,,,884.000,,,,,,,,,,,,
DerivativeLossOnDerivative,,,,,,,,,,,,269981.000,80988.000,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,,,,,-678013.000,,218149.000,12671.000,-120906.000,,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,,,,,,,0.000,0.000,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.010,-0.010,-0.010,0.020,0.001,0.000,-0.000,-0.001,-0.000,-0.050,-0.060,-0.040,-0.020,-0.060,-0.770,-3.600,-0.230,-0.330,-0.540,-0.130,-0.130
ExpectedAmortizationExpenseOfEndingPresentValueOfFutureInsuranceProfitsYearFive,,,,,,,,,,,,,,,,,,,,,,,121667.000
ExpectedAmortizationExpenseOfEndingPresentValueOfFutureInsuranceProfitsYearFour,,,,,,,,,,,,,,,,,,,,,,,292000.000
ExpectedAmortizationExpenseOfEndingPresentValueOfFutureInsuranceProfitsYearOne,,,,,,,,,,,,,,,,,,,,,,,292000.000
ExpectedAmortizationExpenseOfEndingPresentValueOfFutureInsuranceProfitsYearThree,,,,,,,,,,,,,,,,,,,,,,,292000.000
ExpectedAmortizationExpenseOfEndingPresentValueOfFutureInsuranceProfitsYearTwo,,,,,,,,,,,,,,,,,,,,,,,292000.000
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,,,,,,,,,,,,24.000,,753798.000
GainLossOnSaleOfPropertyPlantEquipment,-235.000,,-761.000,,-3486.000,,-436.000,,,,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,,,,,11000.000,,,
GeneralAndAdministrativeExpense,540134.000,455909.000,422433.000,445868.000,422221.000,103933.000,,,,,244660.000,97682.000,1043618.000,518833.000,941107.000,2927614.000,1623079.000,3671756.000,1549940.000,2459138.000,3887052.000,1836089.000,1519969.000
GrossProfit,120802.000,279609.000,498446.000,328828.000,297294.000,557972.000,387051.000,173184.000,59663.000,-20032.000,35251.000,20637.000,96439.000,30474.000,7089.000,41174.000,41664.000,99479.000,309564.000,308439.000,81557.000,211177.000,124123.000
HeldToMaturitySecuritiesSoldSecurityRealizedGainLoss,,,,,,,,,,,,-42821.000,,,,,,,,,,,
IncomeLossFromContinuingOperations,,,,,-480626.000,,218149.000,12671.000,-120906.000,-350598.000,,,,,,,,,,,,,
