,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,,,,22000.000,3000.000,,,,,259000.000,226000.000,482000.000
AccountsPayableTradeCurrent,708758.000,660628.000,554856.000,586330.000,539000.000,681000.000,1276000.000,708000.000,844000.000,856000.000,879000.000,978000.000,556000.000,1005000.000,1027000.000,1812000.000,1484000.000
AccountsReceivableNetCurrent,,,,,,,,94000.000,,,,291000.000,,,,0.000,
AccruedLiabilitiesCurrent,,,,591071.000,,,,679000.000,,,,434000.000,,,,622000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,824901.000,,,,97000.000,,,,432000.000,,,,286000.000,
AdditionalPaidInCapital,7211659.000,18425233.000,19216234.000,19915313.000,21720000.000,22486000.000,27646000.000,30761000.000,32943000.000,34074000.000,37718000.000,41769000.000,52603000.000,52916000.000,54077000.000,48413000.000,54945000.000
Assets,2063663.000,9401436.000,6656279.000,4115814.000,5727000.000,3402000.000,6002000.000,3081000.000,3424000.000,2505000.000,3550000.000,5077000.000,10963000.000,9132000.000,6696000.000,3872000.000,5985000.000
AssetsCurrent,739424.000,7807400.000,5162615.000,2929847.000,4620000.000,2362000.000,4728000.000,2056000.000,2449000.000,1611000.000,2721000.000,4287000.000,10248000.000,8060000.000,5555000.000,2936000.000,5085000.000
CashAndCashEquivalentsAtCarryingValue,294897.000,7025282.000,4467829.000,2263395.000,3812000.000,1819000.000,4170000.000,1453000.000,1855000.000,981000.000,1908000.000,2671000.000,8267000.000,6376000.000,3339000.000,1093000.000,2817000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,5.000,,,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,1923636.000,1923636.000,1923636.000,,4897994.000,,,
