,2011-07-31,2011-10-31,2012-01-31,2012-04-30
AccountsPayableCurrent,1180000.000,1261000.000,1233000.000,1734000.000
AccountsReceivableNetCurrent,2087000.000,1583000.000,1363000.000,2493000.000
AccruedIncomeTaxesCurrent,59000.000,57000.000,61000.000,45000.000
AdditionalPaidInCapitalCommonStock,268393000.000,268560000.000,268882000.000,269053000.000
AllowanceForDoubtfulAccountsReceivableCurrent,66000.000,66000.000,66000.000,66000.000
Assets,38505000.000,36070000.000,33629000.000,31962000.000
AssetsCurrent,32974000.000,31124000.000,29292000.000,28012000.000
AvailableForSaleSecuritiesCurrent,2640000.000,3360000.000,2400000.000,2400000.000
AvailableForSaleSecuritiesNoncurrent,100000.000,100000.000,100000.000,100000.000
CashAndCashEquivalentsAtCarryingValue,22834000.000,21147000.000,21287000.000,20442000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,55000000.000,55000000.000,55000000.000
CommonStockSharesIssued,26579000.000,26581000.000,26758000.000,26759000.000
CommonStockSharesOutstanding,26579000.000,26581000.000,26758000.000,26759000.000
CommonStockValue,26000.000,26000.000,26000.000,26000.000
DeferredRevenueCurrent,656000.000,1235000.000,1388000.000,948000.000
FiniteLivedIntangibleAssetsNet,4320000.000,3894000.000,,
InventoryNet,4753000.000,4637000.000,3851000.000,2375000.000
Liabilities,3674000.000,,,4192000.000
LiabilitiesAndStockholdersEquity,38505000.000,36070000.000,33629000.000,31962000.000
LiabilitiesCurrent,3674000.000,4105000.000,4020000.000,4018000.000
OtherAssetsCurrent,660000.000,397000.000,391000.000,302000.000
OtherAssetsNoncurrent,,,3447000.000,2934000.000
OtherIntangibleAssetsNet,121000.000,101000.000,81000.000,61000.000
PreferredStockParOrStatedValuePerShare,,,,0.001
PreferredStockSharesAuthorized,,,,5000000.000
PreferredStockSharesIssued,,,,0.000
PreferredStockSharesOutstanding,,,,0.000
PropertyPlantAndEquipmentNet,990000.000,851000.000,709000.000,855000.000
RetainedEarningsAccumulatedDeficit,-233588000.000,-236621000.000,-239299000.000,-241309000.000
StockholdersEquity,,31965000.000,29609000.000,27770000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,34831000.000,,,27770000.000
