,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,64425000.000,,,,10355000.000,,,,19052000.000,,,,19791000.000,,12897000.000,,,,-6469000.000,,,,13712000.000
AccretionExpense,,,,,8103000.000,,,,1813000.000,,,,2423000.000,,1384000.000,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,81000.000,,,,75000.000,,,,66000.000,,453000.000,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,,,102000.000,652000.000,620000.000,,
AmortizationOfFinancingCosts,,,,,3221000.000,,,,2114000.000,,,,490000.000,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,,,,,,2581000.000,,,,5109000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,9122000.000,,,,-75026000.000,,,,28373000.000,,,,-37027000.000,,-45103000.000,,,,76391000.000,,,,-95158000.000
CommonStockDividendsPerShareDeclared,0.140,,,,0.110,0.090,0.090,0.090,0.090,0.090,0.090,0.290,0.090,0.090,0.480,0.480,0.480,0.480,,0.480,0.480,,0.500
ComprehensiveIncomeNetOfTax,2610000.000,29240000.000,48603000.000,-189794000.000,235721000.000,102447000.000,329818000.000,216264000.000,203552000.000,66508000.000,31830000.000,61663000.000,131028000.000,242938000.000,25868000.000,15487000.000,-17818000.000,-46077000.000,151572000.000,139035000.000,163347000.000,42304000.000,172412000.000
CumulativeEffectOfProspectiveApplicationOfNewAccountingPrinciple,,,,,,,,,,,,,,,-12137000.000,,,,,,,,
DerivativeCostOfHedge,,,,,,,,,,,,,,,,,,,1656000.000,,,,3303000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,,,,,,,,,-9358000.000
