,2011-09-30,2012-03-31
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1102000.000,255000.000
AdvancesFromFederalHomeLoanBanks,5000000.000,5000000.000
Assets,328802000.000,337999000.000
AvailableForSaleSecurities,82601000.000,87957000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,2952000.000,160000.000
BankOwnedLifeInsurance,8372000.000,8519000.000
CashAndCashEquivalentsAtCarryingValue,22293000.000,27380000.000
CashAndDueFromBanks,6894000.000,6528000.000
CommonStockParOrStatedValuePerShare,0.500,0.500
CommonStockSharesAuthorized,10000000.000,10000000.000
CommonStockSharesIssued,2331242.000,2312047.000
CommonStockSharesOutstanding,2331242.000,2312047.000
CommonStockValue,1166000.000,1156000.000
Deposits,271892000.000,279421000.000
FederalFundsSold,13562000.000,18267000.000
InterestBearingDepositLiabilities,234321000.000,234408000.000
InterestBearingDepositsInBanks,1837000.000,2585000.000
InterestPayableCurrentAndNoncurrent,705000.000,520000.000
InterestReceivable,1584000.000,1615000.000
Liabilities,286377000.000,295746000.000
LiabilitiesAndStockholdersEquity,328802000.000,337999000.000
LoansAndLeasesReceivableAllowance,2364000.000,2407000.000
LoansAndLeasesReceivableNetReportedAmount,197461000.000,195649000.000
NoninterestBearingDepositLiabilities,37571000.000,45013000.000
OtherAssets,1765000.000,1875000.000
OtherBorrowings,6265000.000,7017000.000
OtherLiabilities,2515000.000,3788000.000
PreferredStockParOrStatedValuePerShare,0.500,0.500
PreferredStockSharesAuthorized,1000000.000,1000000.000
PreferredStockSharesOutstanding,0.000,0.000
PropertyPlantAndEquipmentNet,6910000.000,6746000.000
RealEstateAcquiredThroughForeclosure,6844000.000,7325000.000
RealEstateOwnedValuationAllowance,111000.000,45000.000
RestrictedInvestments,972000.000,933000.000
RetainedEarningsAccumulatedDeficit,40157000.000,40842000.000
StockholdersEquity,42425000.000,42253000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,42425000.000,42253000.000
