,2012-07-31
AdjustmentOfWarrantsGrantedForServices,1802483.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,537428.000
AmortizationOfDebtDiscountPremium,134357.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-2029930.000
CostOfRevenue,129489.000
Depreciation,37213.000
EarningsPerShareBasicAndDiluted,-0.100
GeneralAndAdministrativeExpense,6176502.000
GrossProfit,-129489.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,-1799724.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,2194633.000
IncomeTaxReconciliationNondeductibleExpense,-394909.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,151238.000
IncreaseDecreaseInAccountsPayableRelatedParties,86004.000
IncreaseDecreaseInPrepaidExpense,26984.000
InterestExpense,166994.000
InterestPaid,32637.000
IssuanceOfStockAndWarrantsForServicesOrClaims,1324780.000
MarketingExpense,532014.000
NetCashProvidedByUsedInFinancingActivities,3591386.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3591386.000
NetCashProvidedByUsedInInvestingActivities,-4046008.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-4046008.000
NetCashProvidedByUsedInOperatingActivities,-1575308.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1575308.000
NetIncomeLoss,-6454802.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,-597990.000
OperatingIncomeLoss,-6305991.000
OtherGeneralAndAdministrativeExpense,847634.000
OtherNonoperatingIncome,18183.000
PaymentsToAcquireBuildings,2048104.000
PaymentsToAcquireFurnitureAndFixtures,170558.000
PaymentsToAcquireMachineryAndEquipment,1521647.000
PaymentsToAcquireMiningAssets,295805.000
ProceedsFromIssuanceOfCommonStock,2044700.000
ProceedsFromRelatedPartyDebt,1396686.000
ProceedsFromWarrantExercises,150000.000
ProfessionalFees,4177433.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,1.740
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,0.750
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExercised,-200000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsGranted,15702800.000
StockIssued1,597990.000
StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,24834780.000
StockIssuedDuringPeriodValueAcquisitions,597990.000
StockIssuedDuringPeriodValueIssuedForServices,1324780.000
StockIssuedDuringPeriodValueOther,2044700.000
StockholdersEquityPeriodIncreaseDecrease,9422370.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,66424837.000
