,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31
AccountsPayableCurrent,20716000.000,18389000.000,22794000.000,17133000.000,13089000.000,11065000.000,13416000.000,5859000.000,6361000.000,3747000.000,1914000.000,2162000.000
AccountsPayableTradeCurrent,,,6890000.000,,,,,,,,,
AccountsReceivableGrossCurrent,,21055000.000,15384000.000,12100000.000,18843000.000,15680000.000,8059000.000,6041000.000,9902000.000,5589000.000,4123000.000,2771000.000
AccountsReceivableNetCurrent,23404000.000,21055000.000,15191000.000,12060000.000,18539000.000,15080000.000,7545000.000,5742000.000,9512000.000,5308000.000,3920000.000,2567000.000
AccruedIncomeTaxes,,115000.000,,,,116000.000,,,,,,
AccruedInvestmentIncomeReceivable,,,300000.000,200000.000,,,,,,,,
AccruedLiabilitiesCurrent,18795000.000,37315000.000,31381000.000,20506000.000,18649000.000,18024000.000,13957000.000,14837000.000,13942000.000,13570000.000,11209000.000,
AccruedProfessionalFeesCurrent,3113000.000,4602000.000,3100000.000,3160000.000,2596000.000,101000.000,512000.000,922000.000,866000.000,1123000.000,1051000.000,1146000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,24363000.000,21256000.000,23670000.000,25901000.000,27636000.000,28908000.000,31029000.000,32532000.000,31824000.000,33547000.000,23004000.000,24503000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-23000.000,115000.000,4000.000,-80000.000,14000.000,248000.000,218000.000,476000.000,455000.000,456000.000,550000.000,549000.000
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities,,,0.000,0.000,0.000,,,,,,,
AdditionalPaidInCapitalCommonStock,437890000.000,456223000.000,463063000.000,470407000.000,476714000.000,482674000.000,488249000.000,494847000.000,498886000.000,505274000.000,509324000.000,512533000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,193000.000,40000.000,304000.000,39000.000,37000.000,36000.000,60000.000,37000.000,36000.000,37000.000
Assets,217318000.000,184663000.000,168088000.000,152146000.000,253245000.000,208235000.000,178089000.000,161243000.000,141344000.000,112847000.000,82645000.000,64210000.000
AssetsCurrent,196789000.000,166241000.000,149469000.000,134504000.000,229085000.000,187566000.000,159020000.000,142678000.000,122538000.000,97458000.000,67513000.000,50205000.000
AssetsFairValueDisclosure,122519000.000,90035000.000,55057000.000,30756000.000,75530000.000,125528000.000,110684000.000,99152000.000,75802000.000,56882000.000,40647000.000,27324000.000
AssetsFairValueDisclosureNonrecurring,0.000,0.000,,,,0.000,,,,,,
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,7000.000,19000.000,2000.000,15000.000,19000.000,14000.000,14000.000,5000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,16000.000,9000.000,26000.000,31000.000,34000.000,32000.000,3000.000,1000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,51743000.000,59095000.000,55046000.000,30756000.000,75539000.000,60473000.000,73768000.000,99168000.000,56287000.000,42076000.000,23990000.000,12286000.000
AvailableForSaleSecurities,51753000.000,59106000.000,39102000.000,23125000.000,40144000.000,60483000.000,73744000.000,66707000.000,56272000.000,42058000.000,24001000.000,
AvailableForSaleSecuritiesAmortizedCost,,,,23125000.000,40153000.000,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,9034000.000,11388000.000,8679000.000,2518000.000,6848000.000,,,2687000.000,,1503000.000,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,9036000.000,11394000.000,8683000.000,2518000.000,6844000.000,,,2688000.000,,1505000.000,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,42709000.000,47707000.000,46367000.000,20607000.000,33305000.000,60473000.000,73768000.000,96481000.000,56287000.000,40573000.000,23990000.000,12286000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,42717000.000,47712000.000,46374000.000,20607000.000,33300000.000,60483000.000,73744000.000,96464000.000,56272000.000,40553000.000,24001000.000,12290000.000
AvailableForSaleSecuritiesDebtSecurities,51753000.000,59106000.000,55057000.000,30756000.000,75530000.000,60483000.000,73744000.000,99152000.000,56272000.000,42058000.000,24001000.000,
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,,,,,,,,,12290000.000
CapitalizedComputerSoftwareNet,,,,,,6086000.000,,,,,,
CapitalizedSoftwareDevelopmentCostsForSoftwareSoldToCustomers,,,,,,0.000,,,,0.000,,
CashAndCashEquivalentsAtCarryingValue,82429000.000,40273000.000,47893000.000,54844000.000,130134000.000,93432000.000,55119000.000,43451000.000,29613000.000,23921000.000,20178000.000,19137000.000
CashAndCashEquivalentsFairValueDisclosure,70766000.000,30929000.000,,,,65045000.000,36940000.000,32445000.000,19530000.000,14824000.000,16646000.000,15034000.000
CashCashEquivalentsAndShortTermInvestments,,,,,,,,,,66000000.000,44200000.000,31400000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,1000000000.000,250000000.000
CommonStockSharesIssued,82475000.000,83057000.000,87747000.000,91435000.000,93118000.000,93872000.000,95998000.000,96999000.000,97919000.000,98641000.000,99648000.000,25165000.000
CommonStockSharesOutstanding,82475000.000,83057000.000,87747000.000,83057000.000,83057000.000,93872000.000,95998000.000,96999000.000,97919000.000,98641000.000,99468000.000,25165000.000
CommonStockValue,8000.000,8000.000,9000.000,9000.000,9000.000,9000.000,9000.000,10000.000,10000.000,10000.000,10000.000,3000.000
ConvertibleDebtNoncurrent,,,,,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,117464000.000,117787000.000,118089000.000
DebtInstrumentFaceAmount,,5165000.000,,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,0.060,,,,,,
DeferredCompensationArrangementWithIndividualDistributionsPaid,,,,3200000.000,,,,,,,,
DeferredFinanceCostsNoncurrentNet,,,,,,4032000.000,3628000.000,3244000.000,2880000.000,,,
DeferredRevenueCurrent,24236000.000,13480000.000,14096000.000,13729000.000,16038000.000,15635000.000,15789000.000,15350000.000,15125000.000,13006000.000,12625000.000,11118000.000
DeferredRevenueNoncurrent,11794000.000,11755000.000,12006000.000,10719000.000,10787000.000,10398000.000,9087000.000,7571000.000,7090000.000,6239000.000,5867000.000,4771000.000
DeferredTaxAssetsGross,,131385000.000,,,,166976000.000,,,,201376000.000,,
DeferredTaxAssetsInventory,,3854000.000,,,,8730000.000,,,,6432000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,,,0.000,,,,0.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,56529000.000,,,,84222000.000,,,,115417000.000,,
