,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30
AllocatedShareBasedCompensationExpense,584000.000,1050000.000,1416000.000,1401000.000,1556000.000,1343000.000,1643000.000,1831000.000,1563000.000
AmortizationOfFinancingCosts,462000.000,,,,,,,,
AmortizationOfIntangibleAssets,,,,,100000.000,100000.000,100000.000,200000.000,100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2010452.000,2071680.000,2076418.000,-4423945.000,2428729.000,,,,2892669.000
CapitalExpendituresIncurredButNotYetPaid,134000.000,,,,304000.000,,,,340000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,86038000.000,,,,-3160000.000,,,,-611000.000
ComprehensiveIncomeNetOfTax,-5799000.000,-2297000.000,-5749000.000,-6285000.000,-8425000.000,-8962000.000,-7558000.000,-9263000.000,-6927000.000
ConversionOfStockAmountConverted1,68410000.000,,,,,,,,
CostOfGoodsSold,1684000.000,1800000.000,1997000.000,2086000.000,2396000.000,2840000.000,3025000.000,3194000.000,2977000.000
CostOfRevenue,3557000.000,4136000.000,4574000.000,4405000.000,5167000.000,5793000.000,5981000.000,6622000.000,7010000.000
CostOfServices,1873000.000,2336000.000,2577000.000,2319000.000,2771000.000,2953000.000,2956000.000,3428000.000,4033000.000
Depreciation,,,,,600000.000,600000.000,700000.000,600000.000,600000.000
DepreciationDepletionAndAmortization,638000.000,700000.000,700000.000,648000.000,724000.000,,,,762000.000
EarningsPerShareBasicAndDiluted,-0.980,-0.090,-0.240,0.300,-0.340,-0.360,-0.290,-0.360,-0.270
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,0.000,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,0.000,,,,0.000,,,,
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToEntitysCountryOfDomicile,13833000.000,,,,,,,,
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToForeignCountries,2216000.000,,,,,,,,
GeneralAndAdministrativeExpense,3854000.000,3782000.000,4008000.000,5064000.000,5188000.000,4974000.000,4389000.000,5186000.000,5164000.000
GrossProfit,12492000.000,15659000.000,14305000.000,15201000.000,14264000.000,15719000.000,16028000.000,17929000.000,17441000.000
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-5744000.000,-2229000.000,-5747000.000,-6238000.000,-8363000.000,-8621000.000,-7265000.000,-8823000.000,-7061000.000
IncomeTaxExpenseBenefit,46000.000,49000.000,39000.000,39000.000,118000.000,286000.000,126000.000,162000.000,-135000.000
IncomeTaxesPaidNet,12000.000,,,,44000.000,,,,92000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,370000.000,,,,-1183000.000,,,,-1159000.000
IncreaseDecreaseInAccountsReceivable,-4575000.000,,,,-5742000.000,,,,-6972000.000
IncreaseDecreaseInDeferredLiabilities,-9000.000,,,,,,,,
IncreaseDecreaseInDeferredRevenue,1793000.000,,,,-1075000.000,,,,-484000.000
IncreaseDecreaseInOtherCurrentLiabilities,-192000.000,,,,815000.000,,,,748000.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,,,228000.000
IncreaseDecreaseInOtherOperatingAssets,61000.000,,,,-36000.000,,,,-155000.000
IncreaseDecreaseInOtherReceivables,-251000.000,,,,30000.000,,,,268000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1264000.000,,,,867000.000,,,,405000.000
IncreaseDecreaseInRestrictedCash,,,,,,,,,-15000.000
InterestAndOtherIncome,13000.000,36000.000,42000.000,37000.000,39000.000,40000.000,37000.000,46000.000,52000.000
InterestExpense,462000.000,2000.000,,,,,,,
LeaseAndRentalExpense,500000.000,600000.000,600000.000,600000.000,700000.000,800000.000,900000.000,800000.000,1000000.000
