,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableCurrent,315415.000,1085749.000,1507968.000,2534598.000,2041317.000,516023.000,1269967.000,587305.000,557827.000,2872616.000,580984.000,306042.000,429879.000,544804.000,741163.000,1378714.000
AccountsReceivableNetCurrent,,,,,,,,,,,,,,3900000.000,6106673.000,3400000.000
AccruedInsuranceCurrentAndNoncurrent,,,,,,,,,53129.000,30623.000,7723.000,0.000,0.000,0.000,0.000,
AccruedLiabilitiesCurrent,258458.000,467156.000,1226242.000,765179.000,907760.000,689641.000,866807.000,1056182.000,1112656.000,1052985.000,1674779.000,840315.000,582326.000,1435714.000,2745986.000,2034424.000
AccruedProfessionalFeesCurrent,,,,,0.000,0.000,0.000,,41250.000,72365.000,54060.000,0.000,0.000,0.000,114747.000,241426.000
AccruedVacationCurrent,,,,,134186.000,195295.000,116690.000,150838.000,140499.000,246091.000,219580.000,288695.000,241309.000,286506.000,311587.000,329335.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,915235.000,977450.000,1190533.000,1091051.000,1143634.000,1190536.000,1235953.000,1220853.000,1265023.000,1322329.000,1380752.000,1437873.000
AdditionalPaidInCapital,142102505.000,142455239.000,143876826.000,144020290.000,144105063.000,144218103.000,145421983.000,145661748.000,146409031.000,156114560.000,156814709.000,157544806.000,158123303.000,169258241.000,169498862.000,170460862.000
AssetRetirementObligation,,,,,,,,,,,1241481.000,1263312.000,1816907.000,1850873.000,2100090.000,2320570.000
AssetRetirementObligationCurrent,,,,,54390.000,39000.000,39000.000,39000.000,39000.000,39000.000,39000.000,39000.000,28590.000,39000.000,39000.000,39000.000
AssetRetirementObligationLegallyRestrictedAssetsFairValue,2019721.000,2020107.000,2043107.000,2043107.000,2043107.000,2043400.000,2068399.000,2068399.000,2068399.000,2068556.000,2081039.000,2081039.000,2081039.000,2081196.000,2081196.000,2100385.000
AssetRetirementObligationsNoncurrent,,200352.000,339564.000,656732.000,769980.000,944102.000,1071843.000,1122996.000,1145893.000,1200701.000,1241481.000,1263312.000,1816907.000,1850873.000,2100090.000,2320570.000
Assets,50005138.000,49489809.000,48648543.000,47941664.000,46245896.000,43139934.000,32846112.000,7213643.000,10432467.000,11918615.000,16948765.000,11687760.000,8153888.000,19634267.000,19058397.000,15211462.000
AssetsCurrent,45367360.000,41931871.000,35565419.000,28546971.000,19860252.000,12798332.000,7869358.000,3501964.000,6798176.000,8892131.000,13305888.000,8042848.000,4533863.000,16068134.000,15585069.000,11727482.000
CapitalizedCostsAssetRetirementCosts,,,,,107744.000,41465.000,188058.000,161776.000,96870.000,31964.000,195558.000,161776.000,96870.000,39431.000,200988.000,165170.000
Cash,44852760.000,41030981.000,34644745.000,27577410.000,19252923.000,11784479.000,7016710.000,2745060.000,5995555.000,7548367.000,11915676.000,6815585.000,2930779.000,9473395.000,6017594.000,4771849.000
ClassOfWarrantOrRightOutstanding,,,,,,,2000000.000,,3600000.000,7875000.000,7875000.000,7750000.000,5750000.000,10550000.000,10550000.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000
CommonStockSharesIssued,76738574.000,76993074.000,77086774.000,77159074.000,77163074.000,77203074.000,77207574.000,77207574.000,77211074.000,85795074.000,85815074.000,86119774.000,86268806.000,95895306.000,95895306.000,95912806.000
CommonStockSharesOutstanding,76738574.000,76993074.000,77086774.000,77159074.000,77163074.000,77203074.000,77207574.000,77207574.000,77211074.000,85795074.000,85815074.000,86119774.000,86268806.000,95895306.000,95895306.000,95912806.000
CommonStockValue,76739.000,76993.000,77087.000,77159.000,77163.000,77203.000,77208.000,77208.000,77211.000,85795.000,85815.000,86120.000,86269.000,95895.000,95895.000,95913.000
ConstructionInProgressGross,,,9754067.000,15882088.000,22780979.000,26763710.000,,,,,,,,,,
ConstructionPayableCurrent,,,,,500266.000,395295.000,223053.000,,,,,,,,,
DebtCurrent,,,,,,,,,6000000.000,6150000.000,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,397681.000,130550.000,,,,,,
DeferredFinanceCostsCurrentNet,,,,,,,,,191333.000,,,,,,,
DeferredTaxAssetsGross,,,,,,,,,,,,,,,54054215.000,
DeferredTaxAssetsNet,,,,,,,0.000,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,15421142.000,,,,18141285.000,,,,19938431.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,30440.000,,,,242699.000,,,,160543.000,
DeferredTaxAssetsTaxDeferredExpenseOther,,,,,,,778166.000,,,,-4551769.000,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,,,,,,,,,,,,,,,735032.000,
DeferredTaxAssetsValuationAllowance,,,,,,,38407940.000,,,,56591390.000,,,,54054215.000,
