,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AcquiredFiniteLivedIntangibleAssetWeightedAverageUsefulLife,1.800,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,-1002000.000,324000.000,,
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,-43000.000,59000.000,178000.000,388000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4783000.000,6344000.000,7355000.000,8282000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,1270000.000,988000.000,2609000.000,953000.000
AllocatedShareBasedCompensationExpense,4783000.000,6344000.000,,
AmortizationOfIntangibleAssets,915000.000,943000.000,1304000.000,1537000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,257094000.000,430489.000,28194.000,79635.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,2.620,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,2.540,
BusinessAcquisitionsProFormaNetIncomeLoss,,,43981000.000,
BusinessAcquisitionsProFormaRevenue,,,658674000.000,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,1002000.000,324000.000,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,5700000.000,4192000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1183000.000,-1538000.000,8796000.000,-10097000.000
CostOfServices,334984000.000,382934000.000,444224000.000,507205000.000
CurrentFederalTaxExpenseBenefit,14712000.000,15388000.000,18178000.000,17382000.000
CurrentIncomeTaxExpenseBenefit,16829000.000,17700000.000,20400000.000,19413000.000
CurrentStateAndLocalTaxExpenseBenefit,2117000.000,2312000.000,2222000.000,2031000.000
DebtInstrumentUnusedBorrowingCapacityFee,124000.000,184000.000,149000.000,
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,,,120000.000
DeferredFederalIncomeTaxExpenseBenefit,1240000.000,1997000.000,4322000.000,3856000.000
DeferredIncomeTaxExpenseBenefit,768000.000,1969000.000,5297000.000,5233000.000
DeferredIncomeTaxesAndTaxCredits,,,,5202000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-472000.000,31000.000,975000.000,1377000.000
DefinedBenefitPlanContributionsByEmployer,6382000.000,7484000.000,8728000.000,9941000.000
DefinedContributionPlanEmployerMatchingContributionPercent,,,,0.500
DefinedContributionPlanMaximumAnnualContributionsPerEmployeePercent,,,,0.070
Depreciation,,,,3844000.000
DepreciationAndAmortization,3192000.000,3911000.000,4681000.000,5381000.000
DepreciationDepletionAndAmortization,3192000.000,3911000.000,4681000.000,5381000.000
EarningsPerShareBasic,1.790,1.970,2.460,2.280
EarningsPerShareDiluted,1.740,1.920,2.390,2.210
EffectiveIncomeTaxRateContinuingOperations,0.376,0.377,0.383,0.387
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,0.001,-0.002,0.001,-0.002
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.002,0.000,0.002,0.004
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.023,0.029,0.031,0.035
EffectiveIncomeTaxRateReconciliationTaxContingencies,,,,0.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,1270000.000,988000.000,2609000.000,953000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,-1002000.000,324000.000,-5733000.000,
