,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,1831000.000,1954000.000,1394000.000,1882000.000,1380000.000,1242000.000,764000.000,608000.000,599000.000,794000.000,1067000.000,2058000.000,3097000.000
AdditionalPaidInCapitalCommonStock,109069000.000,109280000.000,110430000.000,110519000.000,110541000.000,110560000.000,110577000.000,110581000.000,110581000.000,110581000.000,110581000.000,110581000.000,110581000.000
AssetRetirementObligation,,,,,,,,,,,0.000,,
Assets,28325000.000,23971000.000,19860000.000,17158000.000,13872000.000,10545000.000,7841000.000,5714000.000,3979000.000,2242000.000,1793000.000,1487000.000,1353000.000
AssetsCurrent,24631000.000,20450000.000,16502000.000,13953000.000,10807000.000,7950000.000,5274000.000,3316000.000,1777000.000,805000.000,587000.000,757000.000,737000.000
AssetsHeldForSaleCurrent,,,,,,,,,,,,359000.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,283000.000
CashAndCashEquivalentsAtCarryingValue,23841000.000,19652000.000,15554000.000,12958000.000,9347000.000,7036000.000,4259000.000,2478000.000,1050000.000,268000.000,181000.000,49000.000,99000.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,104600000.000,105100000.000,106400000.000,106600000.000,106600000.000,106600000.000,106600000.000,106600000.000,106600000.000,106719602.000,106700000.000,106719602.000,106719602.000
CommonStockSharesOutstanding,104600000.000,105100000.000,106400000.000,106600000.000,106600000.000,106600000.000,106600000.000,106600000.000,106600000.000,106719602.000,106700000.000,106719602.000,106719602.000
CommonStockValue,10000.000,10000.000,11000.000,11000.000,11000.000,11000.000,11000.000,11000.000,11000.000,11000.000,11000.000,11000.000,11000.000
DebtInstrumentFaceAmount,,,,,,,,,,120000.000,605000.000,930000.000,1355000.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,2.000,2.000,3.000,3.000
DeferredIncomeTaxLiabilities,,,,,,,242000.000,,,,243000.000,,
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,3000.000,,,,3000.000,,
DeferredTaxAssetsGross,,,,,,,18703000.000,,,,20869000.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,14160000.000,,,,16199000.000,,
