,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,66208.000,49307.000,60582.000
AccountsPayableCurrent,14468.000,24786.000,22469.000,1314.000,7389.000,10048.000,10139.000,14888.000,19562.000,66767.000,,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,58958.000,105188.000,216050.000,300670.000
AccountsReceivableNetCurrent,163.000,163.000,163.000,163.000,163.000,163.000,163.000,163.000,163.000,163.000,162.000,162.000,162.000
AdditionalPaidInCapital,11888.000,11888.000,11888.000,11888.000,11888.000,11888.000,11888.000,11888.000,11888.000,58687.000,75014.000,75014.000,75014.000
Assets,,,,,,,,,,25160.000,70436.000,35473.000,20856.000
AssetsCurrent,10851.000,10809.000,9437.000,18032.000,8481.000,7884.000,7830.000,5320.000,5802.000,25160.000,57509.000,23226.000,9289.000
AssetsNet,,,,,,,,,,,2575202.000,2575202.000,2575202.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,92593.000,-92593.000,92593.000
Cash,5309.000,4553.000,3717.000,12512.000,2140.000,1894.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,2284.000,,581.000,19962.000,52341.000,17658.000,3721.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,4011600.000,4011600.000,4011600.000,4011600.000,4011600.000,4011600.000,4011600.000,4011600.000,4011600.000,15779800.000,15755060.000,15755060.000,15755060.000
CommonStockSharesOutstanding,4011600.000,4011600.000,4011600.000,4011600.000,4011600.000,4011600.000,4011600.000,4011600.000,4011600.000,15779800.000,15755060.000,15755060.000,15755060.000
CommonStockValue,4012.000,4012.000,4012.000,4012.000,4012.000,4012.000,4012.000,4012.000,4012.000,15780.000,15755.000,15755.000,15755.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,50000.000,50000.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,71641.000,57689.000,41375.000
DeferredTaxAssetsGross,,,,,,,,22100.000,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,22100.000,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,30017.000,61527.000,78082.000,71943.000,83621.000,96897.000,102783.000,114042.000,120834.000,292052.000,,,
DueToOfficersOrStockholdersCurrent,,,,,,,,,,109020.000,,,
DueToRelatedPartiesCurrent,10500.000,31650.000,49150.000,72761.000,68813.000,78833.000,84574.000,88574.000,91174.000,,109020.000,109020.000,117020.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,69504.000,179865.000,274484.000
FreshStartAdjustmentIncreaseDecreaseAdditionalPaidInCapital,,,,,,,,,,,120351.000,120351.000,120351.000
InventoryNet,4379.000,4048.000,3512.000,3312.000,4133.000,3782.000,3338.000,3112.000,3013.000,2990.000,2961.000,2961.000,2961.000
Liabilities,,,,,,,,,,,292912.000,450825.000,571034.000
LiabilitiesAndStockholdersEquity,10851.000,10809.000,9437.000,18032.000,8481.000,7884.000,7830.000,5320.000,5802.000,25160.000,70436.000,35473.000,20856.000
LiabilitiesCurrent,24968.000,56436.000,71619.000,74075.000,76202.000,88881.000,94713.000,103462.000,110736.000,234745.000,292912.000,450825.000,571034.000
NotesPayable,,,,,,,,,,,,,31000.000
NotesPayableRelatedPartiesClassifiedCurrent,,,,,,,,,,,8359.000,22311.000,38625.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,,,
PreferredStockSharesIssued,,,,,,0.000,0.000,0.000,0.000,,,,
PreferredStockSharesOutstanding,,,,,,0.000,0.000,0.000,0.000,,,,
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,,,,8000.000,,,
PrepaidExpenseAndOtherAssetsCurrent,,,,,,2045.000,2045.000,2045.000,2045.000,2045.000,,,
PrepaidExpenseCurrent,1000.000,2045.000,2045.000,2045.000,2045.000,,,,,,2045.000,2445.000,2445.000
PropertyPlantAndEquipmentNet,,,,,,,,,,,12927.000,12247.000,11567.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,-336245.000,-529121.000,-663947.000
SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueOutstanding,,,,,,,,,,,0.000,0.000,0.000
ShortTermBankLoansAndNotesPayable,,,,,,,,,,,,,8000.000
StockholdersEquity,-14117.000,-45627.000,-62182.000,-56043.000,-67721.000,-80997.000,-86883.000,-98142.000,-104934.000,-209585.000,-222476.000,-415352.000,-550178.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,-222476.000,-415352.000,-550178.000
