,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AmortizationOfFinancingCosts,,,,,,0.000,,1727352.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,15148.000,,401296.000,,,,165301.000,,
CostsAndExpenses,3924828.000,952650.000,547327.000,402159.000,3042634.000,366602.000,348466.000,495367.000,789263.000,1817432.000,-1011500.000,496880.000,276327.000,242383.000
DebtInstrumentInterestRateDuringPeriod,,,,,,,,,,,,0.140,,
DerivativeGainLossOnDerivativeNet,,,,,,6461.000,,,,,,2259979.000,6378841.000,-235290.000
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,1300000.000,1300000.000,3972.000,,,,,,,,,
DividendsPreferredStock,,,0.000,642926.000,658964.000,,,,,,,,,
EarningsPerShareBasic,0.190,-0.080,-0.000,-0.000,-0.040,-0.020,-0.010,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,0.010,-0.220,-2.270,,0.050,-0.230,-0.290
EarningsPerShareDiluted,0.020,-0.080,-0.000,0.000,-0.040,-0.020,-0.010,,,,,,,
ExtinguishmentOfDebtGainLossNetOfTax,,,,,,0.000,,,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,,,0.000,,0.000,,
FairValueAssumptionsExpectedVolatilityRate,,,1.670,1.670,1.670,1.670,,1.880,1.880,1.880,-3.760,1.880,,
FairValueAssumptionsRiskFreeInterestRate,,,0.018,0.018,0.018,0.018,,0.017,0.017,0.017,,,,
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,5596259.000,782582.000,389194.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,0.000,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
GeneralAndAdministrativeExpense,3797536.000,919302.000,379407.000,386097.000,3017254.000,357123.000,289545.000,468041.000,789263.000,1786230.000,-1031826.000,491275.000,273827.000,225571.000
ImpairmentOfInvestments,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
IncomeTaxesPaidNet,,,,,,,,0.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,-35750.000,,-3894.000,,,,-50697.000,,
IncreaseDecreaseInDepositsOutstanding,,,,,,0.000,,0.000,,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,,,,0.000,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,0.000,,,,,,,,
InterestExpense,363058.000,245209.000,877722.000,1048453.000,1946363.000,3736878.000,1791030.000,1726795.000,1736913.000,4718857.000,-2951402.000,1531896.000,1145983.000,1311063.000
InterestOnConvertibleDebtNetOfTax,,,0.000,72481.000,75869.000,,,,,,,,,
InterestPaidNet,,,,,,0.000,,0.000,,,,,,
InvestmentIncomeInterest,0.000,0.000,0.000,,,0.000,0.000,,,,,,,
LicensesRevenue,0.000,0.000,0.000,,,0.000,0.000,0.000,1200000.000,1200000.000,-1200000.000,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,267500.000,,900000.000,,,,712500.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,267500.000,,900000.000,,,,712500.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,0.000,,,,,,,,
