,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AdjustmentForAmortization,,,,,,,367000.000,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,212000.000,212000.000,335000.000,338000.000,359000.000,361000.000,367000.000,392000.000,404000.000,409000.000,412000.000,412000.000,410000.000,408000.000,405000.000,404000.000,404000.000,402000.000,404000.000,404000.000,404000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,0.150,0.160,,0.130,0.170,0.160,0.220,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,0.150,0.150,,0.130,0.170,0.160,0.190,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,2360000.000,2527000.000,,2125000.000,2808000.000,2672000.000,3537000.000,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,24830000.000,24615000.000,,26064000.000,27353000.000,28009000.000,29072000.000,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,,-96000.000,,,,0.000,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-3518000.000,,,,2517000.000,,,,2135000.000,,,,-2050000.000,,,,-10514000.000,,
ComprehensiveIncomeNetOfTax,,,1955000.000,2127000.000,2643000.000,3238000.000,1919000.000,2883000.000,2864000.000,3625000.000,2495000.000,3307000.000,2224000.000,3984000.000,1495000.000,4047000.000,2986000.000,1475000.000,-195000.000,5165000.000,5645000.000
ConcentrationRiskPercentage1,,,,,,,,,,,,,,,,,,,1.000,1.000,1.000
CostOfGoodsSold,7571000.000,7463000.000,7838000.000,8231000.000,8183000.000,8309000.000,8697000.000,8538000.000,9197000.000,9724000.000,9583000.000,10283000.000,10291000.000,11542000.000,11296000.000,12660000.000,12133000.000,12814000.000,13571000.000,14298000.000,14856000.000
