,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,3927.000
AccountsPayableCurrent,,5000.000,10159.000,20564.000,16224.000,18668.000,,21623.000,25047.000,25305.000,27592.000,29067.000,,10154.000
AccountsReceivableNetCurrent,,,,,,5831.000,,,,,,,,
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,,,,9869.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-19176.000,-20676.000,-20676.000,-23676.000,-26676.000,-26676.000,,-68979.000,78979.000,83979.000,-83979.000,-88979.000,93979.000,103979.000
AdditionalPaidInCapital,,,219540.000,219540.000,219540.000,219540.000,,219540.000,219540.000,219540.000,243180.000,245740.000,376789.000,2867580.000
AdditionalPaidInCapitalCommonStock,,,49359.000,,,,,,,,,,,
Assets,98639.000,92212.000,90310.000,101378.000,85409.000,87768.000,,42506.000,32419.000,27321.000,31869.000,23982.000,18966.000,181947.000
AssetsCurrent,,,,,,6213.000,,,,,,,,167764.000
AssetsNoncurrent,,,,,,,,,,,,,,14183.000
Cash,7941.000,3014.000,1112.000,15180.000,854.000,382.000,,254.000,167.000,69.000,3019.000,132.000,116.000,130787.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,,32217585.000,32217585.000,32217585.000,32217585.000,,32217585.000,32217585.000,32217585.000,32577585.000,32617585.000,32617585.000,50215585.000
CommonStockSharesOutstanding,,,31719000.000,32217585.000,32217585.000,32217585.000,,32217585.000,32217585.000,32217585.000,32577585.000,32617585.000,32617585.000,
CommonStockValue,227758.000,227758.000,32218.000,32218.000,32218.000,32218.000,,32218.000,32218.000,32218.000,32578.000,32618.000,32618.000,50216.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,131049.000,68000.000
DeferredIncomeTaxLiabilities,,,,,,,,,,,17000.000,,,
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,,,,,90000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,237000.000,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,,,,,266000.000,,,434000.000
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,-90000.000,,,
DepositsAssetsCurrent,,,,,,,,,,,,,,2000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,184119.000,205546.000,,,,,,,,,,,,
DueToOfficersOrStockholdersCurrent,55000.000,65000.000,65000.000,80000.000,90000.000,98100.000,,87100.000,83599.000,103647.000,87039.000,85202.000,,
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,,,,,,1024.000
InterestPayableCurrent,,,,,,,,,,,,,,3927.000
InventoryFinishedGoods,,,,,,,,,,,,,,0.000
InventoryNet,,,,,,,,,,,,,,26144.000
InventoryRawMaterials,,,,,,,,,,,,,,26144.000
InventoryWorkInProcess,,,,,,,,,,,,,,0.000
Liabilities,,,,,,,,,,,114631.000,114269.000,131049.000,91950.000
LiabilitiesAndStockholdersEquity,98639.000,92212.000,90310.000,101378.000,85409.000,87768.000,,42506.000,32419.000,27321.000,31869.000,23982.000,18966.000,181947.000
LiabilitiesCurrent,,,,,,,,,,,,,131049.000,91950.000
OperatingLossCarryforwards,,,72000.000,,,,,,,,,,,148000.000
OperatingLossCarryforwardsValuationAllowance,,,-72000.000,,,,,,,,,,,-148000.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,,,,,,,,0.001,0.001,0.001,
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,,,,,,,,10000000.000,10000000.000,10000000.000,
PreferredStockSharesIssued,,,,,,,,,,,0.000,0.000,0.000,
PreferredStockSharesOutstanding,,,,,,,,,,,0.000,0.000,0.000,
PrepaidExpenseCurrent,,,,,,,,,,,,,,8833.000
PropertyPlantAndEquipmentGross,109874.000,109874.000,109874.000,109874.000,111231.000,111231.000,,111221.000,111231.000,111231.000,112829.000,112829.000,112829.000,117138.000
PropertyPlantAndEquipmentNet,90698.000,89198.000,89198.000,86198.000,84555.000,81555.000,,42252.000,32252.000,27252.000,28850.000,23850.000,18850.000,13159.000
RelatedPartyTransactionDueFromToRelatedParty,,,,,,,,,,,,,131049.000,
RetainedEarningsAccumulatedDeficit,184000.000,206000.000,-236607.000,-250944.000,-272573.000,-280758.000,,-317975.000,-327985.000,-353389.000,-358520.000,-368645.000,-521490.000,-3296799.000
StockholdersEquity,43639.000,22212.000,15151.000,814.000,-20815.000,-29000.000,,-66217.000,-76227.000,-101631.000,-82762.000,-90287.000,-112083.000,89997.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,-82762.000,-90287.000,-112083.000,89997.000
