,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,1800.000,,,,,
AccountsPayableCurrent,,,,,,20074.000,45937.000,35104.000,63330.000,52939.000
AccountsPayableRelatedPartiesCurrent,,,,,,28000.000,44583.000,44583.000,43383.000,43383.000
AccruedLiabilitiesCurrent,,1500.000,,,,,,,,
AccruedSalariesCurrent,,,,,,30978.000,8415.000,50466.000,63859.000,
AdditionalPaidInCapital,,,,,-32600.000,200150.000,200150.000,200150.000,200150.000,225150.000
AdditionalPaidInCapitalCommonStock,,,23560.000,23560.000,,,,,,
AdditionalPaidInCapitalPreferredStock,,23560.000,,,,,,,,
Assets,3130.000,19320.000,4039.000,52.000,55.000,182709.000,47959.000,14762.000,8841.000,7959.000
AssetsCurrent,,,,,55.000,181474.000,46724.000,13630.000,7812.000,7033.000
CashAndCashEquivalentsAtCarryingValue,130.000,14520.000,4039.000,52.000,55.000,175747.000,40997.000,1027.000,2811.000,3907.000
CommonStockParOrStatedValuePerShare,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,5000000.000,6240000.000,6240000.000,6240000.000,62400000.000,29650000.000,29650000.000,29650000.000,29650000.000,
CommonStockSharesOutstanding,5000000.000,6240000.000,6240000.000,6240000.000,62400000.000,29650000.000,29650000.000,29650000.000,29650000.000,29650000.000
CommonStockValue,5000.000,6240.000,6240.000,6240.000,62400.000,29650.000,29650.000,29650.000,29650.000,29650.000
ConvertibleNotesPayableCurrent,,,,,,,,,,3141.000
DeferredTaxAssetsNet,,,,,,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,95000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,95000.000,,,
DepositsAssetsCurrent,,,,,,5727.000,5727.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,40315.000,,,,,
DueToRelatedPartiesCurrent,,,,,8770.000,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,8770.000,,,,,
DueToRelatedPartiesNoncurrent,6770.000,6770.000,6770.000,6770.000,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,,,,,,69279.000
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,,926.000
Liabilities,6770.000,8270.000,6770.000,6770.000,,,,,,
LiabilitiesAndStockholdersEquity,3130.000,19320.000,4039.000,52.000,55.000,182709.000,47959.000,14762.000,8841.000,7959.000
LiabilitiesCurrent,,,,,10570.000,79052.000,98935.000,130153.000,170572.000,168742.000
OtherLongTermInvestments,,4800.000,,,,,,,,
PreferredStockParOrStatedValuePerShare,,,,,0.001,,,,,
PrepaidExpenseCurrent,,,,,,,,,,3126.000
PropertyPlantAndEquipmentGross,3000.000,,,0.000,,,,,,
PropertyPlantAndEquipmentNet,,,,,,1235.000,1235.000,1132.000,1029.000,
RetainedEarningsAccumulatedDeficit,-8640.000,-18750.000,-32531.000,-36518.000,,-126143.000,-280776.000,-345191.000,-391531.000,-415583.000
SharesIssuedPricePerShare,,,,,,,0.800,,,
StockholdersEquity,,,,,-10515.000,103657.000,-50976.000,-115391.000,-161731.000,-160783.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-3640.000,11050.000,-2731.000,-6718.000,,,,,,
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,5000000.000,5284139.000,0.000,0.000,,,,,,
