,2012-11-30
AccretionAmortizationOfDiscountsAndPremiumsInvestments,3238.000
CashPeriodIncreaseDecrease,75723.000
FloorBrokerageExchangeAndClearanceFees,1818.000
GainLossOnInvestments,-438694.000
IncreaseDecreaseInAccountsPayableRelatedParties,87857.000
IncreaseDecreaseInAccountsReceivableRelatedParties,-58494.000
IncreaseDecreaseInBrokerageReceivables,630160.000
IncreaseDecreaseInOtherOperatingAssets,-2493.000
IncreaseDecreaseInOtherOperatingLiabilities,32621.000
InvestmentIncomeInterest,3509.000
InvestmentIncomeNet,-32167.000
NetCashProvidedByUsedInFinancingActivities,1116104.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1116104.000
NetCashProvidedByUsedInOperatingActivities,-1040381.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1040381.000
NetIncomeLoss,-470861.000
OperatingExpenses,35676.000
OtherExpenses,7112.000
PaymentsToAcquireMarketableSecurities,17296512.000
ProceedsFromIssuanceOfCommonStock,1116104.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,16199939.000
ProfessionalFees,63003.000
RealizedInvestmentGainsLosses,540288.000
ReimbursementRevenue,63766.000
StockIssuedDuringPeriodValueNewIssues,1116104.000
UnrealizedGainLossOnInvestments,-978982.000
