,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,631.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,12681.000,,
DepreciationAndAmortization,,,5855.000,,
DepreciationDepletionAndAmortization,9462.000,4733.000,5855.000,8685.000,14570.000
DerivativeGainLossOnDerivativeNet,,,,-350.000,-20000.000
DerivativeInstrumentsLossRecognizedInIncome,,,,350.000,20000.000
EarningsPerShareBasic,,0.000,,,0.000
EarningsPerShareBasicAndDiluted,-0.030,,0.000,0.000,
EarningsPerShareDiluted,,0.000,,,0.000
EmbeddedDerivativeNoLongerBifurcatedAmountReclassifiedToStockholdersEquity,,,,,0.000
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3,,,,0.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3,,,,0.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,-350.000,-20000.000
GainsLossesOnSalesOfAssets,3000.000,,,,
GeneralAndAdministrativeExpense,171273.000,144748.000,652785.000,170467.000,209969.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2881326.000,370273.000,-668936.000,-320850.000,-341623.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,,0.000
IncomeTaxesPaid,,,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,143545.000,,
IncreaseDecreaseInDepositsOutstanding,,,0.000,,
InterestExpense,247289.000,22889.000,3967.000,65901.000,90487.000
InterestPaid,,,0.000,,
NetCashProvidedByUsedInFinancingActivities,,,46500.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,46500.000,,
NetCashProvidedByUsedInInvestingActivities,,,-9096.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-9096.000,,
NetCashProvidedByUsedInOperatingActivities,,,-24723.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-24723.000,,
NetIncomeLoss,-2881326.000,370273.000,-668936.000,-320850.000,-341623.000
NonoperatingIncomeExpense,-2641134.000,556215.000,-1689.000,-65551.000,-70487.000
OperatingExpenses,240192.000,185942.000,667247.000,255299.000,271136.000
OperatingIncomeLoss,-240192.000,-185942.000,-667247.000,-255299.000,-271136.000
PaymentsToAcquireIntangibleAssets,,,9096.000,,
ProceedsFromIssuanceOfCommonStock,,,48000.000,,
ProceedsFromRelatedPartyDebt,,,-1500.000,,
ProfessionalFees,-7247.000,22990.000,8607.000,67231.000,45463.000
ResearchAndDevelopmentExpense,66704.000,13471.000,,8916.000,1134.000
Revenues,,,,,0.000
SalesRevenueNet,,,,,0.000
ShareBasedCompensation,,,529745.000,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,20000.000,,
StockIssuedDuringPeriodValueNewIssues,,,28000.000,,
StockIssuedDuringPeriodValueShareBasedCompensation,,,529745.000,,
UnrealizedGainLossOnDerivatives,-2802732.000,606826.000,2278.000,350.000,20000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,225846823.000,,,176188139.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,176193631.000,
WeightedAverageNumberOfSharesOutstandingBasic,,126378388.000,,,176188139.000
