,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,778900.000,,,,,,,,,10000.000
AmortizationOfDebtDiscountPremium,,,,,,46486.000,,,,68125.000
AmortizationOfFinancingCosts,,,,,,,,,,93030.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,-141295.000,,,,6980.000
CashPeriodIncreaseDecrease,,-38634.000,,,,,,,,
CostOfGoodsSold,,715851.000,469489.000,39235.000,,,,28217.000,,192753.000
CostOfRevenue,,,,,,75270.000,58626.000,62047.000,85545.000,233647.000
CostOfServices,,,,,,,,33830.000,,40894.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,-3290893.000
DerivativeGainOnDerivative,,,,,,40807.000,14693.000,1915.000,,3799841.000
EarningsPerShareBasic,,,,,,,,,,0.120
EarningsPerShareBasicAndDiluted,-0.080,0.000,0.000,-0.010,-0.080,-0.010,-0.010,-0.010,-0.260,
EarningsPerShareDiluted,,,,,,,,,,-0.000
EmbeddedDerivativeNoLongerBifurcatedAmountReclassifiedToStockholdersEquity,,,,,,5438.000,,,,
GeneralAndAdministrativeExpense,,,,,,93670.000,50946.000,31850.000,45096.000,31550.000
GrossProfit,,68691.000,87859.000,55992.000,-110591.000,32351.000,5182.000,24083.000,-16213.000,30706.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,-17741.000,-86605.000,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,-18058.000,,,,49604.000
IncreaseDecreaseInAccountsReceivable,,-23591.000,,,,14758.000,,,,104527.000
IncreaseDecreaseInAccruedLiabilities,,11016.000,,,,1333.000,,,,-1284.000
IncreaseDecreaseInCustomerAdvances,,,,,,,,,,-58357.000
IncreaseDecreaseInInventories,,,,,,,,,,34934.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,,,-2753.000
IncreaseDecreaseInPrepaidSupplies,,,,,,80935.000,,,,-79867.000
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,,,,,,,19485281.000
InterestExpense,,,,,,58108.000,87525.000,90646.000,167835.000,174024.000
InterestOnConvertibleDebtNetOfTax,,,,,,,,,,3659.000
InterestPaid,,,,,,11623.000,,,,9210.000
LaborAndRelatedExpense,,,,,,1000.000,32000.000,15000.000,200000.000,18500.000
LeaseAndRentalExpense,,,,,,22157.000,13059.000,7753.000,5962.000,1368.000
NetCashProvidedByUsedInFinancingActivities,,5000.000,,,,135427.000,,,,154824.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,5000.000,,,,135427.000,,,,154824.000
NetCashProvidedByUsedInOperatingActivities,,-43634.000,,,,-276722.000,,,,-147844.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-43634.000,,,,-276722.000,,,,-147844.000
NetIncomeLoss,-829007.000,-43420.000,-17741.000,-86605.000,-1249329.000,-246959.000,-261617.000,-190370.000,-5904293.000,3547720.000
NetIncomeLossFromContinuingOperationsAvailableToCommonShareholdersBasic,,,,,,,,,,3547720.000
NonoperatingIncomeExpense,,,,,,-17301.000,-72832.000,-88731.000,-5587314.000,3625817.000
OperatingExpenses,844530.000,112111.000,105600.000,142597.000,245055.000,262009.000,193967.000,125722.000,300766.000,108803.000
OperatingIncomeLoss,-829007.000,-43420.000,-17741.000,-86605.000,-355646.000,-229658.000,-188785.000,-101639.000,-316979.000,-78097.000
OtherIncome,,,,,,,,,,26387.000
OtherNoncashExpense,,,,,,,,,,158000.000
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,,,,17783.000,,,,,,
ProceedsFromConvertibleDebt,,,,,,,,,,158000.000
ProceedsFromIssuanceOfCommonStock,,5000.000,,,,200000.000,,,,
ProceedsFromRelatedPartyDebt,,,,,,,,,,47280.000
ProceedsFromSubordinatedShortTermDebt,,,,,,,,,,25000.000
ProfessionalFees,,,,,,65416.000,33388.000,47821.000,37937.000,47385.000
RepaymentsOfConvertibleDebt,,,,,,38573.000,,,,
RepaymentsOfRelatedPartyDebt,,,,,,26000.000,,,,47500.000
RepaymentsOfSubordinatedShortTermDebt,,,,,,,,,,27956.000
Revenues,15523.000,784542.000,557348.000,95227.000,-27037.000,107621.000,63808.000,86130.000,69332.000,264353.000
SalesRevenueGoodsNet,,784542.000,557348.000,95227.000,,,,35422.000,,237966.000
SalesRevenueNet,15523.000,784542.000,557348.000,95227.000,-27037.000,107621.000,63808.000,86130.000,69332.000,237966.000
SalesRevenueServicesNet,,,,,,,,50708.000,,
SellingGeneralAndAdministrativeExpense,65630.000,99750.000,105600.000,142597.000,,,,,,
ShareBasedCompensation,,12361.000,,,,76976.000,,,,10000.000
StockIssued1,,,,,,280000.000,,,,
StockIssuedDuringPeriodValueShareBasedCompensation,,12361.000,,43803.000,,,,,,
TechnologyServicesCosts,,,,,,79766.000,64574.000,23298.000,11771.000,10000.000
TechnologyServicesRevenue,15523.000,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,,,,48763912.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,10228056.000,15274303.000,15648808.000,15966260.000,-30787628.000,22237625.000,22733853.000,22830441.000,-45110347.000,
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,,,,29278631.000
