,2011-07-31,2011-10-30,2012-01-29,2012-04-29,2012-07-29,2012-10-28,2013-02-03,2013-05-05,2013-08-04,2013-11-03,2014-02-02,2014-05-04,2014-08-03,2014-11-02,2015-02-01,2015-05-03,2015-08-02,2015-11-01,2016-01-31,2016-05-01
AccountsPayableCurrent,11860000.000,11154000.000,10494000.000,11170000.000,11901000.000,12047000.000,12198000.000,13439000.000,14197000.000,14427000.000,16788000.000,16765000.000,16049000.000,17801000.000,17095000.000,17450000.000,18929000.000,20734000.000,19760000.000,22695000.000
AccountsPayableFairValueDisclosure,,,,,11901000.000,12047000.000,12198000.000,13439000.000,14197000.000,14427000.000,16788000.000,,,,,,,,,
AccountsReceivableFairValueDisclosure,,,,,22376000.000,23436000.000,25627000.000,26166000.000,26002000.000,28111000.000,25268000.000,,,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,2107000.000,,,,2043000.000,,,,2541000.000,,,,2240000.000,
AccruedLiabilitiesCurrent,27278000.000,29647000.000,28800000.000,23990000.000,25833000.000,28280000.000,32330000.000,27985000.000,29927000.000,29781000.000,29276000.000,26392000.000,28671000.000,27641000.000,32530000.000,29801000.000,32214000.000,32118000.000,29633000.000,29332000.000
AccruedProfessionalFeesCurrent,,,,,,,641000.000,,,,145000.000,,,,,,,,,
AccruedVacationCurrent,,,,,,,5542000.000,,,,5530000.000,,,,5732000.000,,,,6074000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,71576000.000,,,,78023000.000,,,,85093000.000,,,,93712000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-230000.000,-278000.000,-336000.000,-335000.000,-345000.000,-345000.000,-338000.000,-332000.000,0.000,0.000,0.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,161000.000,294000.000,615000.000,706000.000,447000.000,537000.000,241000.000,225000.000,525000.000,354000.000,495000.000,364000.000,394000.000,296000.000,284000.000,346000.000
AllowanceForNotesAndLoansReceivableCurrent,,,,,68000.000,62000.000,62000.000,62000.000,145000.000,57000.000,54000.000,51000.000,,,,,,,,
Assets,181981000.000,188708000.000,334948000.000,329521000.000,322500000.000,331880000.000,341938000.000,347477000.000,334973000.000,342196000.000,338546000.000,328642000.000,332824000.000,341478000.000,352713000.000,357228000.000,342049000.000,337493000.000,342875000.000,319014000.000
AssetsCurrent,77130000.000,81871000.000,97240000.000,103649000.000,104880000.000,115466000.000,134784000.000,145102000.000,132801000.000,139773000.000,127487000.000,119734000.000,113274000.000,121687000.000,127847000.000,137757000.000,123646000.000,117198000.000,99142000.000,81993000.000
AssetsHeldForSaleCurrent,,,,,,,742000.000,,,,0.000,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,,,2817000.000
CapitalLeaseObligations,,,,,,,,,,,,1946000.000,5591000.000,8639000.000,,,,,,
CapitalLeaseObligationsCurrent,,,,,,,,,,,,313000.000,328000.000,336000.000,,,,,,
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,1633000.000,5263000.000,8303000.000,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,5394000.000,,,,5896000.000,,,,9672000.000,,,,8926000.000,
