,2011-09-30,2012-03-31,2012-09-30
AdjustmentForAmortization,,89565.000,
CashPeriodIncreaseDecrease,,472532.000,
CostOfGoodsSold,1516617.000,1206099.000,
Depreciation,,101690.000,
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,,,-11768686.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,-815889.000
EarningsPerShareBasicAndDiluted,-0.020,-0.010,-0.220
EffectOfExchangeRateOnCashAndCashEquivalents,,-152865.000,
GeneralAndAdministrativeExpense,649888.000,690060.000,966061.000
GrossProfit,165238.000,352347.000,
ImpairmentOfIntangibleAssetsFinitelived,,,2350634.000
IncomeLossAttributableToNoncontrollingInterest,6280.000,-16264.000,
IncomeLossAttributableToParent,-500082.000,-216748.000,-15857930.000
IncomeLossFromContinuingOperations,,,-3319153.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-485709.000,-199135.000,-3319153.000
IncomeLossFromDiscontinuedOperationsNetOfTax,,,-12584575.000
IncomeTaxExpenseBenefit,-20653.000,-1349.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-284591.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,,-67115.000,
IncreaseDecreaseInDeferredRevenue,,839355.000,
IncreaseDecreaseInDueFromRelatedParties,,-114477.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,156246.000,
IncreaseDecreaseInRestrictedCash,,-170579.000,
InterestExpense,,,-2458.000
InterestIncomeExpenseNet,-1851.000,-877.000,
NetCashProvidedByUsedInFinancingActivities,,186283.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,186283.000,
NetCashProvidedByUsedInInvestingActivities,,-69287.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-69287.000,
NetCashProvidedByUsedInOperatingActivities,,508401.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,508401.000,
NetIncomeLoss,-506362.000,-200484.000,-15903728.000
NetIncomeLossAttributableToNoncontrollingInterest,,,45798.000
OperatingExpenses,649515.000,690060.000,3316695.000
OperatingIncomeLoss,-484277.000,-337713.000,-3316695.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,51854.000,24253.000,
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent,,,99.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-448228.000,-192495.000,-15903629.000
OtherExpenses,,,-2458.000
OtherIncome,107.000,1372.000,
ProceedsFromIssuanceOfPrivatePlacement,,200000.000,
PropertyPlantAndEquipmentGrossPeriodIncreaseDecrease,,-69287.000,
Revenues,1681855.000,1558446.000,
SalesRevenueNet,1681748.000,1557074.000,
SellingExpense,-373.000,,
StockIssuedDuringPeriodValuePurchaseOfAssets,,35250.000,
WeightedAverageNumberOfSharesIssuedBasic,24762672.000,28475200.000,
WeightedAverageNumberOfSharesOutstandingBasic,,,73211082.000
