,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,-1078000.000,,,,-769000.000,,,,-647000.000,,,,,,,,,,,,
AccretionExpense,,,,,,,,,,,,,591000.000,,1600000.000,,,,,,,,
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,,,,,17000.000,,,,648000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,92000.000,,,,97000.000,,,,605000.000,,,,528000.000,,,,619000.000,,,,692000.000
AffordableHousingProgramAssessments,,,,,,,,,,,162000.000,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,1867000.000,2383000.000,,4251000.000,1741000.000,663000.000,,,,,,,,,,
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,,14716000.000,7223000.000,,-3024000.000,,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesProvisionForLossNet,,,,13392000.000,-5903000.000,,,,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,,1324000.000,-1320000.000,,-714000.000,,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,,,,,3490000.000,4610000.000,,1604000.000,2547000.000,1418000.000,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,35000.000,,38000.000,41000.000,46000.000,,56000.000,62000.000,67000.000,,
AmortizationOfIntangibleAssets,190000.000,161000.000,71000.000,45000.000,41000.000,41000.000,41000.000,41000.000,41000.000,41000.000,41000.000,,33000.000,,95000.000,,,,,,,,
AmortizationOfMortgageServicingRightsMSRs,,,205000.000,,,,329000.000,,,,,,,,,,,,,,,,
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,,,,,,,,,,,,,0.000,,,,,,,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,,,-1000000.000,3800000.000,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,1381000.000,10000.000,,9000.000,303000.000,611000.000,116000.000,1421000.000,364000.000,67000.000,159000.000,2184000.000,1912000.000,2048000.000,,0.000,0.000,46000.000,0.000,269000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,1431000.000,10000.000,,9000.000,304000.000,619000.000,670000.000,1421000.000,365000.000,67000.000,159000.000,2194000.000,2067000.000,2048000.000,467000.000,0.000,0.000,396000.000,0.000,269000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,-50000.000,,,,1000.000,8000.000,,,1000.000,,,10000.000,155000.000,0.000,0.000,0.000,0.000,350000.000,0.000,0.000
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,,,,,,,,,,,,,,,2184000.000,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGainLoss1,,,,,,,,,,,5300000.000,3700000.000,2800000.000,,,,,,,,,,
BankOwnedLifeInsuranceIncome,233000.000,237000.000,399000.000,238000.000,235000.000,238000.000,230000.000,233000.000,230000.000,478000.000,223000.000,224000.000,225000.000,207000.000,253000.000,,,,,,,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,,,,,,,6593000.000,,,,0.000,,,,,,
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,,3415000.000,,1611000.000,136000.000,0.000,224000.000,0.000,0.000,0.000,312000.000,-31000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-41441000.000,,,,-122748000.000,,,,25027000.000,,,,23734000.000,,,,-26900000.000,,,,-8643000.000
ComprehensiveIncomeNetOfTax,,,8018000.000,,,,9787000.000,,,,14906000.000,14401000.000,10349000.000,19948000.000,16790000.000,8208000.000,15694000.000,12353000.000,20483000.000,17905000.000,11555000.000,4467000.000,14574000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,8018000.000,54728000.000,15489000.000,14033000.000,9787000.000,6058000.000,4147000.000,,,,,,,,,,,,,,
ContractuallySpecifiedServicingFeesAmount,,,,,,,,,,,,,,,,,,,1200000.000,1200000.000,1200000.000,,1200000.000
ConversionOfStockAmountConverted1,,,,,,,,,,,2000.000,,,,,,,,,,,,
CostOfReimbursableExpense,,,,,,,,,,,,,,,392000.000,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,400000.000,400000.000,,,,,,,,,,
DepreciationNonproduction,,,554000.000,,,,504000.000,,,,394000.000,,,,5441000.000,,,,3982000.000,,,,3885000.000
