,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,8441000.000,,,,8919000.000,,,,9405000.000,,,,9427000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,3143000.000,185000.000,-153000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,-1178000.000,-992000.000,-904000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2612000.000,2364000.000,1965000.000,-807000.000,-1057000.000,-1838000.000,-734000.000,389000.000,391000.000,522000.000,861000.000,268000.000,449000.000,310000.000,767000.000
AdditionalPaidInCapitalCommonStock,21398000.000,46532000.000,47372000.000,47442000.000,47574000.000,44495000.000,43478000.000,42864000.000,41332000.000,40609000.000,40164000.000,39905000.000,39838000.000,40120000.000,40421000.000
AdvancesFromFederalHomeLoanBanks,,49011000.000,,,,86800000.000,,,,84919000.000,,,,55000000.000,
Assets,485138000.000,492755000.000,484248000.000,486221000.000,499639000.000,526881000.000,525606000.000,535162000.000,510597000.000,518616000.000,527189000.000,521183000.000,544692000.000,543191000.000,528924000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,153276000.000,137691000.000,132104000.000,122446000.000,120509000.000,119208000.000
AvailableForSaleSecurities,121682000.000,125620000.000,139097000.000,152739000.000,167709000.000,164272000.000,173918000.000,159728000.000,157831000.000,155223000.000,140600000.000,133746000.000,124857000.000,122243000.000,122241000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,-3460000.000,-2578000.000,2906000.000,2635000.000,3306000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,-551000.000,-936000.000,495000.000,901000.000,273000.000
AvailableForSaleSecuritiesAmortizedCost,115531000.000,120054000.000,134335000.000,152459000.000,167940000.000,165876000.000,174033000.000,158292000.000,156527000.000,153276000.000,137691000.000,132104000.000,122446000.000,120509000.000,119208000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,500000.000,692000.000,445000.000,,237000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,551000.000,936000.000,495000.000,,273000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,10343000.000,16504000.000,30509000.000,81450000.000,83407000.000,97429000.000,89662000.000,65998000.000,74390000.000,71457000.000,44663000.000,54105000.000,33707000.000,54094000.000,22514000.000
