,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,,,,,,,,,,-246000.000,-825000.000,,,,,,,
AdjustmentForAmortization,,,1896528.000,,,,1795000.000,,,,1625000.000,,,,9811000.000,,,,8815000.000,,,,1963000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,,,,,,,,,,,,,,,,,,612000.000,,,,1493000.000
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,,,612000.000,1335000.000,1257000.000,1932000.000,1493000.000
AmortizationOfFinancingCosts,,,286410.000,,,,264000.000,,,,214000.000,,,,539000.000,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,,,,,,532000.000,,,,175000.000
AssetImpairmentCharges,,,,,2506545.000,,,492000.000,0.000,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,,,,,0.320,0.260,-0.410,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,,,,6237000.000,6634000.000,-5571000.000,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,,505795000.000,508251000.000,432450000.000,,,,,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,0.000,0.000,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3870926.000,,,,27217000.000,,,,6845000.000,,,,9724000.000,,,,10447000.000,,,,10620000.000
ComprehensiveIncomeNetOfTax,,,3320632.000,,,,,5621000.000,3680000.000,,6023000.000,9314000.000,-7293000.000,4894000.000,942000.000,12641000.000,-11861000.000,73905000.000,730000.000,-2295000.000,-2123000.000,78884000.000,-3101000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,-93000.000,-551000.000,266000.000,-1590000.000,351000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,1082953.000,1553303.000,,6518000.000,,,,,,,,,,,,637000.000,-2846000.000,-1857000.000,77294000.000,-2750000.000
CostOfServices,,,,,,,,,,,,,,,443868000.000,450058000.000,390878000.000,259561000.000,386488000.000,405050000.000,378729000.000,282487000.000,369410000.000
DeferredIncomeTaxExpenseBenefit,,,-440631.000,,,,-21000.000,,,,-1333000.000,,,,-1512000.000,,,,-3954000.000,,,,-2795000.000
Depreciation,,,1729227.000,,,,1934000.000,,,,2103000.000,,,,5089000.000,,,,5521000.000,,,,4306000.000
DepreciationAndAmortization,3328498.000,3401914.000,3625755.000,3609911.000,4017901.000,3769402.000,3729000.000,3734000.000,3725000.000,3684000.000,3728000.000,5143000.000,8034000.000,12583000.000,14900000.000,14957000.000,13370000.000,10242000.000,14336000.000,14814000.000,6670000.000,-9216000.000,6269000.000
DepreciationAndAmortizationDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,5359000.000,,
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,,,,,,,,499000.000,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,,,,,,,,,,,-3243000.000,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,,,,,,,,,,,,-681000.000,,
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,,,,,,8968000.000,,
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,,,,,,,,,,,,,,,,,,,2772000.000,,
