,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2016-04-30
AccountsPayable,0.000,0.000,2000.000,200.000,0.000,200.000,0.000,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,5057.000,,,,,,,
AccountsPayableCurrent,,,,,,,,400.000,,25178.000,400.000,11655.000,14241.000,10285.000,17193.000,15348.000
AccruedLiabilitiesCurrent,,,,,,,,,,575.000,8542.000,50026.000,68021.000,118267.000,152102.000,
AdditionalPaidInCapital,0.000,8580.000,20280.000,20280.000,20280.000,20280.000,20280.000,20280.000,-592200.000,-191200.000,-191200.000,-55414.000,314219.000,314219.000,714156.000,1649733.000
Assets,251.000,9019.000,20885.000,7583.000,5008.000,2483.000,40.000,,,278000.000,185117.000,186466.000,182846.000,102903.000,29883.000,27000.000
AssetsCurrent,251.000,9019.000,20885.000,7583.000,5008.000,2483.000,40.000,0.000,0.000,,,184466.000,180846.000,100903.000,27883.000,
AssetsNoncurrent,,,,,,,,,,,,2000.000,2000.000,2000.000,2000.000,
CapitalizedComputerSoftwareNet,,,,,,,,,,,,2000.000,2000.000,2000.000,2000.000,
Cash,251.000,9019.000,10885.000,83.000,8.000,-17.000,40.000,0.000,0.000,78000.000,10117.000,59466.000,80846.000,100903.000,27883.000,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,0.000,,,,,
CashEquivalentsAtCarryingValue,251.000,9019.000,10885.000,83.000,8.000,-17.000,40.000,0.000,0.000,78000.000,10117.000,59466.000,80847.000,100903.000,27883.000,
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,,70707071.000,70707071.000,70707071.000,
CommonStockParOrStatedValuePerShare,,,,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.000,0.000,0.000
CommonStockSharesAuthorized,,,,,,,,75000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000
CommonStockSharesIssued,,,,,,,,520000.000,616000000.000,215000000.000,215000000.000,215000000.000,215000000.000,215000000.000,632528649.000,23794446.000
CommonStockSharesOutstanding,,,,,,,,,616000000.000,215000000.000,215000000.000,215000000.000,215000000.000,215000000.000,632528649.000,23794446.000
CommonStockValue,3000.000,3220.000,3520.000,3520.000,3520.000,3520.000,3520.000,3520.000,616000.000,215000.000,215000.000,215000.000,215000.000,215000.000,63253.000,2013.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,108333.000,,,,,
DerivativeLiabilitiesCurrent,,,,,,,,,,1023.000,15249.000,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-3573.000,-3605.000,-5739.000,-21341.000,-29466.000,-47391.000,-52037.000,54187.000,61044.000,108763.000,220062.000,457622.000,973046.000,1194491.000,1466567.000,
DueToRelatedParties,,,,4924.000,10674.000,25874.000,28277.000,,,,,,,,,
DueToRelatedPartiesCurrent,824.000,824.000,824.000,,,,,,,,,,,,,
Liabilities,824.000,824.000,2824.000,5124.000,10674.000,26074.000,28277.000,,,362963.000,381379.000,484502.000,626674.000,768175.000,,
