,2014-12-31,2015-12-31,2016-12-31
AdvertisingExpense,4774.000,18175.000,6405.000
AllowanceForDoubtfulAccountsReceivableRecoveries,,,46073.000
AmortizationOfIntangibleAssets,18163.000,14692.000,-301829.000
AssetImpairmentCharges,,,159977.000
CapitalLeaseObligationsIncurred,179620.000,,
CashAcquiredFromAcquisition,,,100000.000
CashAcquiredInExcessOfPaymentsToAcquireBusiness,,54537.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,51195.000,235723.000,252.000
ConversionOfStockAmountConverted1,,13000.000,
CostOfGoodsSold,934251.000,1319169.000,
CostOfRevenue,,,3911868.000
CostsAndExpensesRelatedParty,,203607.000,
CurrentFederalTaxExpenseBenefit,29895.000,,37544.000
CurrentIncomeTaxExpenseBenefit,32242.000,,41061.000
CurrentStateAndLocalTaxExpenseBenefit,2347.000,,3517.000
DebtInstrumentIncreaseAccruedInterest,,1512753.000,
DeferredFederalIncomeTaxExpenseBenefit,45163.000,-32150.000,27285.000
DeferredIncomeTaxExpenseBenefit,48709.000,-32150.000,27285.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,3546.000,,
Depreciation,104086.000,251008.000,764314.000
DepreciationAndAmortization,122249.000,271311.000,1066143.000
DividendsPreferredStock,,,-199999.000
EarningsPerShareBasic,0.003,-0.001,-0.011
EarningsPerShareDiluted,0.003,-0.001,-0.011
EffectiveIncomeTaxRateContinuingOperations,0.376,0.376,0.376
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.036,0.036,0.036
GainLossOnDispositionOfAssets1,,,-11845.000
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,,,-159977.000
GoodwillImpairmentLoss,,,159977.000
GoodwillPurchaseAccountingAdjustments,,,2317965.000
GrossProfit,734103.000,1180673.000,2433456.000
ImpairmentChargeOnReclassifiedAssets,,,-159977.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,238090.000,-94558.000,-696862.000
IncomeTaxExpenseBenefit,80951.000,-32150.000,68346.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-13279.000,12994.000,271731.000
IncreaseDecreaseInAccountsReceivable,7768.000,160581.000,-9298.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,32242.000,,
IncreaseDecreaseInDeferredLiabilities,48709.000,,
IncreaseDecreaseInDeposits,-8662.000,8662.000,8750.000
IncreaseDecreaseInDueFromRelatedParties,,,8354.000
IncreaseDecreaseInDueToRelatedParties,-28528.000,6304.000,
IncreaseDecreaseInOtherAccruedLiabilities,,,200000.000
IncreaseDecreaseInOtherCurrentAssets,1025.000,-10599.000,156278.000
InterestExpense,10610.000,29970.000,266183.000
InterestExpenseRelatedParty,,6304.000,
InterestPaid,10610.000,23666.000,66003.000
LoansReceivableBasisSpreadOnVariableRateDuringPeriod,,,0.000
NetCashProvidedByUsedInFinancingActivities,-212113.000,76101.000,-395503.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-212113.000,76101.000,-395503.000
NetCashProvidedByUsedInInvestingActivities,-38531.000,-546938.000,-663264.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-38531.000,-546938.000,-663264.000
NetCashProvidedByUsedInOperatingActivities,301839.000,706560.000,1059019.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,301839.000,706560.000,1059019.000
NetIncomeLoss,157139.000,-62408.000,-765208.000
NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,,,209725.000
NonoperatingIncomeExpense,-10610.000,-334777.000,-528978.000
OperatingIncomeLoss,248700.000,240219.000,-167884.000
OtherNoncashExpense,,384511.000,101426.000
OtherNonoperatingExpense,,4807.000,
PaymentsToAcquireBusinessesGross,,,230000.000
PaymentsToAcquireIntangibleAssets,,24272.000,
PaymentsToAcquireLoansReceivable,,,8400.000
PaymentsToAcquirePropertyPlantAndEquipment,30131.000,577203.000,456264.000
PaymentsToAcquireShortTermInvestments,,,100000.000
PaymentsToFundLongtermLoansToRelatedParties,8400.000,,
PreferredStockDividendRatePercentage,,0.100,0.100
ProceedsFromIssuanceOfLongTermDebt,,448809.000,
ProceedsFromSaleOfProductiveAssets,,,23000.000
ProvisionForDoubtfulAccounts,762.000,-32682.000,46073.000
RelatedPartyTransactionAmountsOfTransaction,,,8400.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,16754.000
RepaymentsOfDebtAndCapitalLeaseObligations,30332.000,21228.000,28781.000
RepaymentsOfLongTermDebt,181781.000,99690.000,186722.000
RepaymentsOfRelatedPartyDebt,,450000.000,80000.000
Revenues,1668354.000,2499842.000,6345324.000
SalesRevenueNet,1668354.000,2499842.000,6345324.000
SellingGeneralAndAdministrativeExpense,485403.000,940454.000,2601340.000
StockIssued1,,,3150000.000
StockIssuedDuringPeriodValueAcquisitions,,5150000.000,109725.000
StockIssuedDuringPeriodValueConversionOfUnits,,,2000000.000
StockIssuedDuringPeriodValueIssuedForServices,,61200.000,26300.000
StockIssuedDuringPeriodValueOther,,958311.000,
StockIssuedDuringPeriodValueRestrictedStockAwardGross,,20000.000,
TangibleAssetImpairmentCharges,,,159977.000
WeightedAverageNumberOfDilutedSharesOutstanding,56778493.000,60426837.000,66827371.000
WeightedAverageNumberOfSharesOutstandingBasic,56778493.000,60426837.000,66827371.000
