,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,119006.000,263647.000,313155.000,367761.000,357749.000,1067160.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,212738.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1190.000,965.000,1097.000,988.000,4618.000,-1342.000
AdditionalPaidInCapitalCommonStock,17258619.000,17289158.000,17752176.000,21212313.000,21273494.000,22577541.000
AssetRetirementObligation,,,,,,2347920.000
AssetRetirementObligationsNoncurrent,,,,,,2347920.000
Assets,3330163.000,3357571.000,3404651.000,3433517.000,5042164.000,7821221.000
AssetsCurrent,89491.000,46951.000,49082.000,25371.000,2061882.000,1318576.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,5347553.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,850051.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,,,,,,311895.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,641584.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,674488.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,2976988.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,2370565.000
Cash,75561.000,29196.000,31020.000,12866.000,1550937.000,330567.000
CashAndCashEquivalentsAtCarryingValue,,,,,1550937.000,330567.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,0.200,,,,0.200,
ClassOfWarrantOrRightOutstanding,11000000.000,,,,11000000.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,45731482.000,45731482.000,49981482.000,49981482.000,50281482.000,56243904.000
CommonStockSharesOutstanding,45731482.000,45731482.000,49981482.000,49981482.000,50281482.000,56243904.000
CommonStockSharesSubscribedButUnissued,3500000.000,250000.000,,,4525000.000,
CommonStockSharesSubscriptions,350000.000,375000.000,,,905000.000,
CommonStockValue,457.000,457.000,500.000,500.000,503.000,562.000
DebtInstrumentInterestRateStatedPercentage,,,,,0.100,0.100
DeferredTaxAssetsGross,4028625.000,,,,5388079.000,
DeferredTaxAssetsNet,0.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,3834274.000,,,,4010057.000,
DeferredTaxAssetsOther,377.000,,,,377.000,
DeferredTaxAssetsPropertyPlantAndEquipment,125566.000,,,,125566.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,68408.000,,,,1252079.000,
DeferredTaxAssetsValuationAllowance,4028625.000,,,,5388079.000,
DepositAssets,500000.000,500000.000,500000.000,500000.000,,
DepositsWithClearingOrganizationsAndOthersSecurities,,,,,500000.000,
DueToOfficersOrStockholdersCurrent,,,17500.000,52500.000,1376500.000,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,25130.000,25130.000,40540.000,13806.000,12382.000,59960.000
Liabilities,119006.000,263647.000,330655.000,420261.000,1256749.000,1866160.000
LiabilitiesAndStockholdersEquity,3330163.000,3357571.000,3404651.000,3433517.000,5042164.000,7821221.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,535980.000,
LoansPayable,,,,,899000.000,799000.000
NotesAndLoansReceivableNetNoncurrent,39490.000,41063.000,40203.000,40919.000,40453.000,41089.000
NotesReceivableRelatedParties,,41063.000,40203.000,40919.000,,
OilAndGasPropertyFullCostMethodDepletion,,,,,,-125754.000
OilAndGasPropertyFullCostMethodGross,,,,,,6456150.000
OilAndGasPropertyFullCostMethodNet,2701182.000,2769557.000,2815366.000,2867227.000,2939829.000,6330396.000
OperatingLossCarryforwards,11277278.000,,,,11794287.000,
PrepaidExpenseCurrent,13347.000,17612.000,17968.000,12409.000,10924.000,415864.000
ReceivablesNetCurrent,583.000,143.000,94.000,96.000,21.000,572145.000
RestrictedCash,,,,,,131160.000
RetainedEarningsAccumulatedDeficit,-14399109.000,-14571656.000,-14679777.000,-18200545.000,-18398200.000,-18969620.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,,,,,,16395000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,0.000,0.000,0.000,0.000,173450.000,91350.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,2250000.000,2150000.000,2315000.000,2265000.000,1265000.000,2615000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,0.170,0.170,0.160,0.160,0.140,0.160
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,2125000.000,2025000.000,2190000.000,2140000.000,1165000.000,2565000.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,2250000.000,2150000.000,2315000.000,2265000.000,1265000.000,2615000.000
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsNonvestedWeightedAverageGrantDateFairValue,0.140,0.140,0.130,0.140,0.110,0.150
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,0.160,0.160,0.160,0.170,0.130,0.160
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeOutstandingOptionsWeightedAverageExercisePriceBeginningBalance1,0.160,0.170,0.160,0.160,0.140,0.160
StockholdersEquity,3211157.000,3093924.000,3073996.000,3013256.000,3785415.000,3607141.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3211157.000,3093924.000,3073996.000,3013256.000,3785415.000,5955061.000
