,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,8638000.000,,,,14718000.000
AdministrativeServicesRevenue,,,,,,,,,7369000.000,,0.000
AllocatedShareBasedCompensationExpense,57801000.000,7520000.000,,,,,9173000.000,,,,15089000.000
AmortizationOfIntangibleAssets,,,10900000.000,10600000.000,,,,,,,
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,,,25468000.000,,,,,,,,
CommonStockDividendsPerShareDeclared,,,0.240,0.250,0.260,0.130,0.200,0.150,,,0.280
ComprehensiveIncomeNetOfTax,18460000.000,,,,,,,,42452000.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,187628000.000,,,,-40956000.000,,-16336000.000,79812000.000,115543000.000,,
DebtIssuanceCosts,,,,,,,0.000,,,,
DistributedEarnings,,,237000.000,,,,,,,,
DistributionsPerLimitedPartnershipUnitOutstanding,,,,,,,,,0.280,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,14564000.000,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,5551000.000,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,45492000.000,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,43213000.000,,,,,,,,,,
FeesAndCommissionsOther,6017000.000,,,,,,,,,,
GainLossOnSaleOfInvestments,-1403000.000,,,,,,,,,,
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,,31000.000
GoodwillImpairmentLoss,,,0.000,,,,,,,,0.000
ImpairmentOfIntangibleAssetsExcludingGoodwill,1000000.000,1300000.000,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,191489000.000,-76885000.000,406565000.000,252765000.000,-32085000.000,-545761000.000,-8974000.000,83006000.000,125425000.000,98463000.000,-190588000.000
IncomeTaxExpenseBenefit,5267000.000,2399000.000,5892000.000,7387000.000,5579000.000,206000.000,4665000.000,-4434000.000,7641000.000,3147000.000,-34264000.000
IncreaseDecreaseInOperatingCapital,,,,,,,,,,,135303000.000
InterestAndOtherIncome,3877000.000,,,,,,,,,,
InterestExpense,2037000.000,,,,,,,,,,
InvestmentAdvisoryManagementAndAdministrativeFees,,,,,,,136015000.000,369535000.000,335460000.000,,
InvestmentIncomeNet,318973000.000,-48709000.000,463699000.000,293767000.000,-39553000.000,-681831000.000,,,,,
LaborAndRelatedExpense,150970000.000,,,,,,,,,,
ManagementFeesRevenue,114426000.000,,,,,,,,,,
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,,,,,67094000.000,,,,81842000.000
NetCashProvidedByUsedInFinancingActivities,,,32878000.000,,,,17382000.000,,,,60781000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,32878000.000,,,,17382000.000,,,,60781000.000
