,2011-06-30,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,798.000,,,936.000,,,,5692.000,,,,6131.000,,,,988.000,,,,1651.000
AllocatedShareBasedCompensationExpense,,,,,,,,,5692.000,5632.000,5584.000,5681.000,6131.000,5719.000,2646.000,975.000,988.000,7242.000,449.000,44630.000,1651.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,,,2341.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,1978959.000,1434959.000,,1201836.000,,,,,,,,,,,,,,,175411.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-2111.000,,,4221.000,,,,-7192.000,,,,-13937.000,,,,-3589.000,,,,11090.000
CostOfGoodsAndServicesSold,46014.000,39010.000,29604.000,32859.000,32935.000,23073.000,27817.000,25891.000,27214.000,22503.000,24563.000,24724.000,21493.000,21401.000,24622.000,20414.000,20444.000,19138.000,19353.000,19068.000,12875.000
DefinedBenefitPlanContributionsByEmployer,,,910.000,750.000,761.000,851.000,,,,,,,,,,,,,,,
Depreciation,,,8376.000,7213.000,6606.000,5841.000,,,,,,,7799.000,,5539.000,,6694.000,6547.000,6302.000,6287.000,4969.000
DepreciationAndAmortization,14069.000,8931.000,8716.000,7424.000,6606.000,5841.000,6969.000,9671.000,7915.000,10915.000,10597.000,10738.000,8199.000,10990.000,,,7093.000,6946.000,6701.000,7790.000,7310.000
DividendsPreferredStock,,,,,,,,,,,-15131.000,,-13449.000,-13450.000,-13449.000,94146.000,-11768.000,-11768.000,-11768.000,-11769.000,-6724.000
EarningsPerShareBasic,0.000,,-0.010,-0.000,-0.010,0.040,-0.010,-0.000,,0.000,-0.010,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,-0.010,,,,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,-0.010,0.000
EarningsPerShareDiluted,0.000,,-0.010,-0.000,-0.010,0.030,-0.010,0.000,,0.000,-0.010,,,,,,,,,,
EmployeeBenefitsAndShareBasedCompensation,,,,,,,23759.000,,,,,,,,,,,,,,
EntityWideRevenueMajorCustomerPercentage,,,,,,0.090,,,,,,,,,,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,,,,,,0.000,,,,,,,,0.000
