,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsNotesAndLoansReceivableNetCurrent,32716000.000,40867000.000,48321000.000,48246000.000,47931000.000,45135000.000,49704000.000,50094000.000,49971000.000,58274000.000,63854000.000,62866000.000,63601000.000,80321000.000,74234000.000,83606000.000,91836000.000,72009000.000,73924000.000
AccountsPayableAndAccruedLiabilitiesCurrent,,111285000.000,104823000.000,104127000.000,98567000.000,101705000.000,92683000.000,98134000.000,151873000.000,176757000.000,171300000.000,171323000.000,,,,187680000.000,228718000.000,244908000.000,244213000.000
AccountsPayableCurrent,22239000.000,33337000.000,27427000.000,24008000.000,24703000.000,21593000.000,17787000.000,22272000.000,27377000.000,38981000.000,21920000.000,21199000.000,25497000.000,35984000.000,16925000.000,35851000.000,27396000.000,25850000.000,27117000.000
AccruedLiabilitiesCurrent,61691000.000,77948000.000,77396000.000,80119000.000,73864000.000,80112000.000,74896000.000,75862000.000,124496000.000,137776000.000,149380000.000,150124000.000,130826000.000,179966000.000,151633000.000,151829000.000,201322000.000,219058000.000,217096000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,171104000.000,,,,224177000.000,,,,361233000.000,,,,337301000.000,,,,360722000.000,376050000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,-56767000.000,-63139000.000,-80012000.000,-85006000.000,-80451000.000,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,-27135000.000,-25241000.000,-26833000.000,-24430000.000,-24634000.000,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-82637000.000,-83902000.000,-88380000.000,-106845000.000,-109436000.000,-105085000.000,-103422000.000,-86371000.000,-80313000.000,-72954000.000,-71028000.000,-69165000.000,-69576000.000,-83007000.000,-99077000.000,-69406000.000,-90025000.000,-88126000.000,-104083000.000
AcquiredFiniteLivedIntangibleAssetAmount,,46000000.000,,,,13707000.000,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,231111000.000,234716000.000,238320000.000,242856000.000,248367000.000,252956000.000,260334000.000,269973000.000,281775000.000,330862000.000,335118000.000,339842000.000,345037000.000,352166000.000,357190000.000,362741000.000,368292000.000,374564000.000,377564000.000
AllowanceForDoubtfulAccountsReceivableCurrent,229000.000,251000.000,419000.000,530000.000,667000.000,476000.000,564000.000,442000.000,449000.000,571000.000,608000.000,807000.000,817000.000,1082000.000,1133000.000,1628000.000,1752000.000,2079000.000,2401000.000
AssetRetirementObligation,32456000.000,34517000.000,37502000.000,40178000.000,43036000.000,44696000.000,39211000.000,39466000.000,59502000.000,63831000.000,65226000.000,68083000.000,61748000.000,55136000.000,54654000.000,57729000.000,58047000.000,54727000.000,55022000.000
AssetRetirementObligationCurrent,,,,,,,,,,3166000.000,3177000.000,3202000.000,3150000.000,3097000.000,3049000.000,3107000.000,3067000.000,3042000.000,3013000.000
AssetRetirementObligationsNoncurrent,,,,,,,,,,60665000.000,62049000.000,64881000.000,58598000.000,52039000.000,51605000.000,54622000.000,54980000.000,51685000.000,52009000.000
