,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,5596000.000,4354000.000,4348000.000,2955000.000,3236000.000,5589000.000,4567000.000,6835000.000,4925000.000,7953000.000,3900000.000,7445000.000,4189000.000,5829000.000,5024000.000
AccountsReceivableNetCurrent,21177000.000,23668000.000,18291000.000,21367000.000,17962000.000,21311000.000,16670000.000,20322000.000,20738000.000,27616000.000,31066000.000,28440000.000,27538000.000,28340000.000,23898000.000
AccountsReceivableRelatedParties,,,,,,,2184000.000,1603000.000,1996000.000,2082000.000,2216000.000,2862000.000,3527000.000,4626000.000,3393000.000
AccruedEmployeeBenefitsCurrent,15737000.000,14183000.000,16404000.000,19083000.000,18265000.000,17374000.000,19312000.000,19242000.000,20820000.000,20684000.000,15380000.000,17488000.000,17224000.000,17347000.000,10754000.000
AccruedLiabilitiesCurrent,3219000.000,3911000.000,3023000.000,4152000.000,5784000.000,9171000.000,6679000.000,7332000.000,9302000.000,10449000.000,12188000.000,10269000.000,14403000.000,10867000.000,10133000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,36474000.000,,,,45188000.000,47904000.000,50706000.000,53550000.000,56405000.000,,,,67606000.000,
AdditionalPaidInCapital,213756000.000,214487000.000,215715000.000,219067000.000,221385000.000,223409000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,299952000.000,302798000.000,307088000.000,310304000.000,314998000.000,320877000.000,325829000.000,335059000.000,342292000.000
AllowanceForDoubtfulAccountsReceivableCurrent,131000.000,10000.000,10000.000,10000.000,15000.000,10000.000,10000.000,10000.000,10000.000,32000.000,10000.000,10000.000,311000.000,691000.000,705000.000
Assets,127785000.000,139611000.000,132042000.000,141010000.000,131695000.000,140018000.000,189739000.000,174204000.000,172355000.000,182119000.000,135971000.000,164757000.000,153359000.000,180410000.000,172036000.000
AssetsCurrent,108344000.000,106803000.000,98029000.000,98353000.000,83560000.000,81762000.000,131442000.000,116205000.000,114267000.000,123945000.000,78107000.000,105447000.000,91985000.000,96275000.000,90800000.000
AssetsFairValueDisclosureRecurring,83521000.000,65443000.000,48204000.000,53712000.000,53699000.000,50695000.000,68230000.000,39038000.000,42011000.000,46905000.000,19796000.000,53626000.000,46859000.000,51285000.000,51356000.000
BusinessCombinationContingentConsiderationLiability,310000.000,,,,,,,,,,,,,,
CapitalLeaseObligations,,,,,,,,,,,,,,20720000.000,
CapitalLeaseObligationsCurrent,1170000.000,2587000.000,,,4010000.000,4197000.000,4215000.000,4142000.000,4383000.000,3648000.000,3641000.000,2885000.000,2017000.000,2604000.000,3154000.000
CapitalLeaseObligationsNoncurrent,604000.000,14263000.000,15126000.000,21597000.000,25210000.000,32240000.000,31911000.000,31257000.000,31224000.000,31183000.000,31812000.000,33095000.000,33038000.000,57934000.000,57137000.000
CapitalLeasedAssetsGross,,8463000.000,,,,8569000.000,,,,9131000.000,,,,35761000.000,
CapitalLeasesFutureMinimumPaymentsDue,,5689000.000,,,,4944000.000,,,,2804000.000,,,,56069000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,2728000.000,,,,2621000.000,,,,2126000.000,,,,4935000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,0.000,,,,0.000,,,,2941000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,23000.000,,,,2000.000,,,,0.000,,,,3397000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,1156000.000,,,,323000.000,,,,178000.000,,,,4981000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,1782000.000,,,,1998000.000,,,,500000.000,,,,5089000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,0.000,,,,0.000,,,,34726000.000,
CapitalLeasesFutureMinimumPaymentsExecutoryCosts,,,,,,,,,,,,,,5938000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,235000.000,,,,204000.000,,,,62000.000,,,,23258000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,2867000.000,,,,2263000.000,,,,671000.000,,,,25026000.000,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,2033000.000,,,,1521000.000,,,,3126000.000,,,,5194000.000,
CapitalizedComputerSoftwareNet,4415000.000,4101000.000,3909000.000,3644000.000,3455000.000,4134000.000,4002000.000,3838000.000,3695000.000,4049000.000,4907000.000,5715000.000,6082000.000,6435000.000,6831000.000
CashAndCashEquivalentsAtCarryingValue,84672000.000,65645000.000,48824000.000,55225000.000,53776000.000,51074000.000,68611000.000,40424000.000,42992000.000,48074000.000,22253000.000,56929000.000,50800000.000,56853000.000,57671000.000
ClassOfWarrantOrRightOutstanding,,500000.000,,,,,,,,580813.000,580813.000,580813.000,580813.000,580813.000,580813.000
CommitmentsAndContingencies,,,,,,,,,,,,,,0.000,
CommonStockCapitalSharesReservedForFutureIssuance,,6234809.000,,,,5069853.000,5557826.000,5330056.000,5058920.000,4824488.000,4787753.000,4574415.000,4489964.000,3734242.000,3376731.000
CommonStockParOrStatedValuePerShare,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
