,2012-06-30
AdvertisingExpense,325929.000
CashAndCashEquivalentsPeriodIncreaseDecrease,548499.000
CostOfServices,4007843.000
DeferredFederalIncomeTaxExpenseBenefit,2181550.000
DeferredIncomeTaxExpenseBenefit,2855086.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,673536.000
DefinedContributionPlanEmployersMatchingContributionAnnualVestingPercentage,1.000
Depreciation,406227.000
EarningsPerShareBasicAndDiluted,0.040
EffectiveIncomeTaxRateContinuingOperations,0.403
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,-0.009
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.062
FairValueOfAssetsAcquired,917966.000
GrossProfit,13546932.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,7089856.000
IncomeTaxExpenseBenefit,2855086.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,-64162.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,2481450.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,437798.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,2135394.000
IncreaseDecreaseInAccountsReceivable,10032860.000
IncreaseDecreaseInDeferredIncomeTaxes,-2855086.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,46448.000
IncreaseDecreaseInSecurityDeposits,-1717598.000
InterestExpense,433919.000
InterestPaid,375475.000
LeaseAndRentalExpense,37336.000
NetCashProvidedByUsedInFinancingActivities,3474974.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,3474974.000
NetCashProvidedByUsedInInvestingActivities,-761046.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-761046.000
NetCashProvidedByUsedInOperatingActivities,-2165429.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-2165429.000
NetIncomeLoss,4234770.000
OperatingExpenses,6457076.000
OtherCostAndExpenseOperating,-2306.000
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,1161415.000
PaymentsOfFinancingCosts,255000.000
PaymentsToAcquireInvestments,75000.000
PaymentsToAcquirePropertyPlantAndEquipment,686046.000
ProceedsFromIssuanceOfSeniorLongTermDebt,1985000.000
ProceedsFromNotesPayable,55000.000
ProceedsFromRepaymentsOfDebt,-1125253.000
ProceedsFromRepaymentsOfOtherDebt,2815227.000
SalesCommissionsAndFees,1031691.000
SalesRevenueServicesGross,18586466.000
SalesRevenueServicesNet,17554775.000
SellingGeneralAndAdministrativeExpense,6025463.000
StockIssued1,247500.000
StockIssuedDuringPeriodValueShareBasedCompensation,247500.000
StockIssuedDuringPeriodValueTreasuryStockReissued,33333.000
TreasuryStockValueAcquiredCostMethod,-33333.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,117239334.000
