,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,812000.000,,,,967000.000,,,,1198000.000,,
AmortizationOfDebtDiscountPremium,,,,,,,-36000.000,,,,-39000.000,,
AmortizationOfFinancingCosts,,,195000.000,,,,227000.000,,,,243000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,796000.000,,,0.000,,,,,,,,
AssetImpairmentCharges,,,,,,,,,,,0.000,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,7674000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-18690000.000,,,,-30200000.000,,,,-28484000.000,,
CashDivestedFromDeconsolidation,,,,,,,,,,,612000.000,,
CostOfRevenue,65243000.000,68361000.000,59946000.000,74952000.000,73962000.000,115602000.000,77574000.000,118494000.000,118149000.000,132115000.000,110169000.000,134071000.000,145352000.000
DeferredIncomeTaxExpenseBenefit,,,1660000.000,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,,,,,,,1043000.000,,,,2117000.000,,
Depreciation,,,588000.000,,,,709000.000,,,,617000.000,,
DividendsPreferredStock,700000.000,18980000.000,,,0.000,,,,,,,,
EarningsPerShareBasic,0.450,-0.710,0.060,0.170,0.120,0.480,0.220,0.380,0.390,0.360,0.250,0.360,0.330
EarningsPerShareDiluted,0.450,-0.710,0.060,0.170,0.120,0.470,0.210,0.370,0.380,0.380,0.250,0.350,0.330
EffectiveIncomeTaxRateContinuingOperations,,,0.529,0.407,0.352,-0.884,0.139,0.387,0.382,-0.542,0.373,0.372,0.365
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,-291000.000,-477000.000,,,,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationRevenue,858000.000,438000.000,,,,,,,,,,,
FacilityMembershipAndOperationsCosts,6196000.000,5713000.000,6816000.000,6079000.000,5570000.000,6912000.000,7142000.000,6827000.000,6052000.000,7692000.000,6739000.000,5991000.000,5336000.000
FacilityMembershipAndOperationsRevenue,5614000.000,4192000.000,7322000.000,5542000.000,4393000.000,6379000.000,7889000.000,6038000.000,4681000.000,6914000.000,6752000.000,5055000.000,4502000.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,,1316000.000,2545000.000,1804000.000,,965000.000,5614000.000,5691000.000,,3590000.000,5058000.000,4554000.000
GainLossOnSaleOfProperties,,,,,,,,,400000.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,,,-31000.000,,
GainsLossesOnExtinguishmentOfDebt,,-5105000.000,,,0.000,,,,,,-202000.000,,
GrossProfit,18094000.000,17157000.000,13834000.000,18007000.000,15698000.000,35002000.000,20128000.000,32216000.000,32039000.000,32901000.000,28138000.000,33332000.000,40872000.000
HomeBuildingCosts,36973000.000,42992000.000,34548000.000,43869000.000,45937000.000,85437000.000,48548000.000,84676000.000,88049000.000,101513000.000,82227000.000,99338000.000,115520000.000
HomeBuildingRevenue,53761000.000,60802000.000,47995000.000,60918000.000,62381000.000,121491000.000,67047000.000,115565000.000,120509000.000,134835000.000,109828000.000,131969000.000,156617000.000
IncomeLossFromContinuingOperations,8906000.000,1958000.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,-94000.000,-340000.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,8812000.000,1618000.000,3379000.000,7213000.000,4580000.000,20864000.000,6873000.000,15904000.000,16213000.000,16664000.000,10619000.000,14968000.000,13772000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,8812000.000,1618000.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,0.450,-0.710,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,0.450,-0.710,,,,,,,,,,,
IncomeLossFromEquityMethodInvestments,19000.000,,,,,,,,,,253000.000,,
IncomeTaxExpenseBenefit,,,1660000.000,2974000.000,1703000.000,8315000.000,916000.000,6187000.000,6289000.000,7035000.000,3957000.000,5574000.000,5020000.000
IncreaseDecreaseInAccountsAndNotesReceivable,,,-1986000.000,,,,-32000.000,,,,-883000.000,,
