,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,0.000,34866.000,28586.000,36986.000,40861.000,7134.000,14326.000,15688.000,19741.000,19874.000,19874.000,33027.000,49760.000,47750.000,49996.000,54317.000,54486.000,7332.000
AdditionalPaidInCapital,250897.000,283694.000,283694.000,283694.000,283694.000,283694.000,283694.000,283694.000,283694.000,283694.000,283694.000,283694.000,283694.000,283694.000,283694.000,283694.000,283694.000,2311385.000
Assets,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,,,,,,1.000,,,,
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,28930000.000,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000,,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000
CommonStockSharesOutstanding,28930000.000,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000,,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000,22930000.000
CommonStockValue,28930.000,2293.000,2293.000,2293.000,2293.000,2293.000,2293.000,2293.000,2293.000,2293.000,2293.000,2293.000,2293.000,2293.000,2293.000,2293.000,2293.000,2293.000
DueToRelatedPartiesCurrent,10502.000,,,,,53310.000,1015.000,5831.000,6947.000,9920.000,,,,,,,,25985.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,29738.000,30029.000,,,,,,,,,,,,,
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,,,,,1.000,,,,
InterestAndDividendsPayableCurrent,30025.000,50343.000,80593.000,110843.000,141093.000,170443.000,200468.000,203493.000,260518.000,290543.000,320157.000,350593.000,380618.000,410643.000,440257.000,470693.000,500718.000,
Liabilities,1241527.000,1298128.000,1331038.000,1378567.000,1412983.000,1443806.000,1482038.000,1518241.000,1553435.000,1585936.000,1615550.000,1664525.000,1712542.000,1750556.000,1788416.000,1823173.000,1856178.000,
LiabilitiesAndStockholdersEquity,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,0.000,0.000,0.000,
LiabilitiesCurrent,1241527.000,1298128.000,1331038.000,1378567.000,1412983.000,1443806.000,1482038.000,1518241.000,1553435.000,1585936.000,1615550.000,1664525.000,1712542.000,1750556.000,1788416.000,1823173.000,1856178.000,33317.000
LoansPayableCurrent,,11919.000,20859.000,29738.000,30029.000,65229.000,66244.000,71060.000,72176.000,74519.000,74519.000,79906.000,81163.000,91163.000,97163.000,97163.000,99974.000,
NotesPayableCurrent,1201000.000,,,,,,,,,,,,,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,,1201000.000,1201000.000,1201000.000,1201000.000,1201000.000,1201000.000,1201000.000,1201000.000,1201000.000,1201000.000,1201000.000,1201000.000,1201000.000,1201000.000,1201000.000,1201000.000,
PreferredStockParOrStatedValuePerShare,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-1521354.000,-1584115.000,-1617025.000,-1664554.000,-1698970.000,-1729793.000,-1768025.000,-1804228.000,-1839422.000,-1871923.000,-1901537.000,-1950512.000,-1998529.000,-2036543.000,-2074403.000,-2109160.000,-2142165.000,-2346995.000
SharesOutstanding,,0.000,,,,,,,,,,,,,,,,
StockholdersEquity,,,,,,,,,,,,,,-1750556.000,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1241527.000,-1298128.000,-1331038.000,-1378567.000,-1412983.000,-1443806.000,-1482038.000,-1518241.000,-1553435.000,-1585936.000,-1615550.000,-1664525.000,-1712542.000,-1750556.000,-1788416.000,-1823173.000,-1856178.000,-33317.000
