,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30
AccountsNotesAndLoansReceivableNetCurrent,,,,,2686.000,4479.000
AccountsPayableAndAccruedLiabilitiesCurrent,2244.000,2994.000,,,,
AccruedLiabilitiesCurrent,500.000,550.000,2000.000,,,1850.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,128.000,
AdditionalPaidInCapital,,,3544.000,5544.000,5544.000,5544.000
AssetReportingCurrencyDenominatedValue,,,,,,188.000
Assets,0.000,0.000,0.000,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockSharesOutstanding,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
CommonStockValue,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000
Liabilities,2994.000,3554.000,2000.000,,2686.000,6329.000
LiabilitiesAndStockholdersEquity,0.000,0.000,0.000,,,
LiabilitiesCurrent,2994.000,3544.000,2000.000,,2686.000,6329.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,0.000,0.000,,,,
RetainedEarningsAccumulatedDeficit,-4994.000,-5544.000,-7544.000,-7544.000,-10358.000,-14061.000
StockholdersEquity,-2994.000,-3544.000,-2000.000,,-2686.000,-6329.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-2994.000,-3554.000,-2000.000,,,
