,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,16518.000,,,,24462.000,
CashPeriodIncreaseDecrease,,,222.000,,,,53.000,
CostsAndExpenses,,,19090.000,,,,27411.000,
DebtInstrumentConvertibleNumberOfEquityInstruments,,,2579600.000,,,,,
DebtInstrumentIncreaseAccruedInterest,,,257960.000,,,,274996.000,
DebtInstrumentIncreaseAdditionalBorrowings,,,24837.000,,,,,
EarningsPerShareBasicAndDiluted,-0.001,-0.001,-0.002,-0.002,-0.000,-0.003,-0.000,-0.000
GeneralAndAdministrativeExpense,5266.000,6445.000,8547.000,9076.000,7207.000,8606.000,7190.000,13620.000
IncomeLossFromContinuingOperations,,-22859.000,-8547.000,-9076.000,-7207.000,-8606.000,-7190.000,-13620.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,-6445.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,444.000,
IncreaseDecreaseInAccruedLiabilities,,,-2482.000,,,,,
IncreaseDecreaseInDueToAffiliates,,,,,,,17967.000,
IncreaseDecreaseInDueToRelatedParties,,,3663.000,,,,6051.000,
InterestExpense,-15741.000,,,,,,,
InterestExpenseDebt,,,3663.000,27879.000,,,6051.000,
InterestExpenseRelatedParty,,-16414.000,17249.000,17954.000,18245.000,20111.000,22519.000,23084.000
LegalFees,,,6100.000,,,,5700.000,
NetCashProvidedByUsedInFinancingActivities,,,9500.000,,,,5300.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,9500.000,,,,5300.000,
NetCashProvidedByUsedInOperatingActivities,,,-9278.000,,,,-5247.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-9278.000,,,,-5247.000,
NetIncomeLoss,-21007.000,,-25796.000,-27030.000,-25452.000,-28717.000,-29709.000,-36704.000
OperatingIncomeLoss,-5266.000,,-25796.000,,,,-29709.000,
OtherExpenses,,-16414.000,,,,,,
OtherNonoperatingIncomeExpense,,,-9990.000,,,,-12711.000,
ProFormaWeightedAverageSharesOutstandingDiluted,,16168733.000,,,,,,
ProceedsFromIssuanceOfDebt,,,,,,,23267.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,,5300.000,
ProfessionalFees,,,3000.000,,,,9000.000,
StockholdersEquityOther,,,750140.000,,,,859948.000,
WeightedAverageNumberOfDilutedSharesOutstanding,16168733.000,,16168733.000,16168733.000,16168733.000,-32337466.000,16168733.000,16168733.000
WeightedAverageNumberOfSharesOutstandingBasic,16168733.000,16168733.000,16168733.000,16168733.000,16168733.000,-32337466.000,16168733.000,16168733.000
