,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsPayableAndAccruedLiabilitiesCurrent,17796.000,21507.000,17522.000,18338.000,23923.000,,28234.000,26276.000,28193.000,31248.000,30768.000
AdditionalPaidInCapital,1775.000,1775.000,1775.000,1775.000,1775.000,,1775.000,1775.000,1775.000,1775.000,1775.000
AssetsCurrent,,10099.000,3751.000,5.000,31.000,,202.000,869.000,1894.000,367.000,22.000
Cash,244.000,99.000,,,31.000,202.000,202.000,869.000,1894.000,367.000,22.000
CashAndCashEquivalentsAtCarryingValue,,,,5.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,2044500.000,2044500.000,2044500.000,2044500.000,2044500.000,2044500.000,2044500.000,2044500.000,2044500.000,2044500.000,2044500.000
CommonStockSharesOutstanding,2044500.000,2044500.000,2044500.000,2044500.000,2044500.000,2044500.000,2044500.000,2044500.000,2044500.000,2044500.000,2044500.000
CommonStockValue,205.000,205.000,205.000,205.000,205.000,,205.000,205.000,205.000,205.000,205.000
DeferredTaxAssetsNet,,,,,,36000.000,,,,46000.000,47000.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,81914.000,83923.000,90117.000,95044.000,101253.000,,113028.000,118922.000,124359.000,131101.000,136488.000
DueToRelatedPartiesCurrent,,,,,,,,,,98240.000,
EscrowDeposit,,10000.000,3751.000,,,,,,,,
InterestPayableCurrent,,,,,,,,,8642.000,,
Liabilities,,,,,,,,,,129488.000,134530.000
LiabilitiesAndStockholdersEquity,244.000,10099.000,3751.000,5.000,31.000,,202.000,869.000,1894.000,367.000,22.000
LiabilitiesCurrent,80178.000,92042.000,91888.000,93069.000,99304.000,,111250.000,117811.000,124273.000,129488.000,134530.000
OperatingLossCarryforwards,,,,,,103000.000,,,,131000.000,136000.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
StockholdersEquity,-79934.000,-81943.000,-88137.000,-93064.000,-99273.000,-106696.000,-111048.000,-116942.000,-122379.000,-129121.000,-134508.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,-129121.000,-134508.000
UnsecuredDebtCurrent,62382.000,70535.000,74366.000,74731.000,75381.000,,83016.000,91535.000,96080.000,,103762.000
