,2015-01-31,2015-04-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,27817.000,,,,3153.000
AmortizationOfIntangibleAssets,,,3521.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,432174.000,,-404633.000,,,,438257.000
ConcentrationRiskPercentage1,,,0.110,0.280,,,0.120
CostOfRevenue,,,236057.000,292872.000,250258.000,267128.000,156563.000
CostOfServices,,2325.000,225739.000,276476.000,239751.000,255435.000,144479.000
CostOfServicesAmortization,,,694911.000,,,,
Depreciation,1020.000,1668.000,7899.000,,,,7122.000
DepreciationAndAmortization,,,39506.000,,,,41677.000
DepreciationDepletionAndAmortization,,,39506.000,35316.000,-55409.000,147791.000,41677.000
EarningsPerShareBasicAndDiluted,-0.000,-0.010,-0.000,-0.000,0.000,0.000,-0.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,17704.000,,,,2316.000
EffectiveIncomeTaxRateContinuingOperations,0.000,,0.500,,,,0.500
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.150,,,,,,
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.200,,,,,,
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.050,,,,,,
GeneralAndAdministrativeExpense,113955.000,194476.000,,,,,
GoodwillPeriodIncreaseDecrease,,,70413.000,,,,
GrossProfit,33000.000,27171.000,215606.000,460375.000,285458.000,768681.000,618760.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-227595.000,123.000,-107501.000,131258.000,-98950.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-80955.000,-167305.000,-227595.000,,,,-98950.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-233184.000,,,,
IncomeTaxExpenseBenefit,,,5589.000,9157.000,17928.000,-25215.000,12846.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,-139598.000,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,3361.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,20892.000,,,,
IncreaseDecreaseInAccountsReceivable,,,-19108.000,,,,53235.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,5546.000,,,,7914.000
IncreaseDecreaseInAccruedLiabilities,-3426.000,,,,,,
IncreaseDecreaseInCustomerAdvancesAndDeposits,,,-40114.000,,,,
IncreaseDecreaseInDeposits,-765254.000,,,,,,
IncreaseDecreaseInDueToRelatedParties,1300000.000,,,,,,
IncreaseDecreaseInLifeInsuranceLiabilities,,,-16381.000,,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,,,,-35866.000
IncreaseDecreaseInOtherOperatingLiabilities,,,-238249.000,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,114329.000
InterestExpenseOther,,,-26385.000,-19301.000,-13668.000,-8044.000,6962.000
InterestPaid,,,26385.000,,,,6962.000
LeaseAndRentalExpense,27770.000,,71165.000,,,,150807.000
NetCashProvidedByUsedInFinancingActivities,,,-129994.000,,,,905033.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-129994.000,,,,905033.000
NetCashProvidedByUsedInInvestingActivities,-19211.000,,11690.000,,,,-206003.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-19211.000,,11690.000,,,,-206003.000
NetCashProvidedByUsedInOperatingActivities,451385.000,,-304033.000,,,,-263089.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,451385.000,,-304033.000,,,,-263089.000
NetIncomeLoss,-80955.000,-167305.000,-233184.000,-7390.000,-127312.000,145563.000,-108488.000
NetIncomeLossAttributableToNoncontrollingInterest,,,2079.000,1644.000,-1883.000,-12989.000,-3308.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,-235263.000,-7390.000,-127312.000,147642.000,-111796.000
OperatingExpenses,,,3789.000,,,,3203.000
OperatingIncomeLoss,,,-201210.000,19424.000,-93833.000,136245.000,-91988.000
OperatingLeasesIncomeStatementLeaseRevenue,,,,,,,29156.000
OperatingLeasesRentExpenseMinimumRentals,9257.000,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,46510.000,-13827.000,-11834.000,-49244.000,6431.000
OtherComprehensiveIncomeLossTax,,,-188753.000,-21217.000,-139146.000,155188.000,114919.000
PaymentsToAcquireLifeInsurancePolicies,,,-15502.000,,,,
PaymentsToAcquireLongtermInvestments,,,,,,,201500.000
PaymentsToAcquirePropertyPlantAndEquipment,19211.000,,3812.000,,,,4503.000
ProceedsFromContributionsFromAffiliates,,,-107311.000,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,,916183.000
ProfitLoss,,,,-9034.000,-125429.000,,-111796.000
RentalIncomeNonoperating,,,23255.000,,,,29156.000
RepaymentsOfBankDebt,,,3665.000,,,,3317.000
RepaymentsOfDebt,,,19018.000,,,,3157.000
RepaymentsOfRelatedPartyDebt,,,,,,,4676.000
RevenueFromRelatedParties,,,45103.000,111345.000,11228.000,54817.000,77771.000
Revenues,33000.000,29496.000,451663.000,753247.000,535716.000,1035809.000,775323.000
SalesRevenueNet,33000.000,29496.000,451663.000,753247.000,535716.000,1035809.000,775323.000
SalesRevenueServicesNet,,,60000.000,298106.000,,,91032.000
SellingGeneralAndAdministrativeExpense,,,416816.000,440951.000,379291.000,632436.000,710748.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,22422800.000,22422800.000,51963755.000,52079771.000,52221255.000,-104139773.000,52629889.000
