,2011-06-30,2012-03-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-12-31,2017-03-31
AdvertisingExpense,,,2720.000,2005.000,2078.000,2291.000,-4253.000,1841.000,853.000,2222.000,-3929.000,530.000,200.000,868.000,1835.000
AmortizationOfDebtDiscountPremium,,,,,,,,3057.000,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,,,100000.000,,,,5433.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,1084.000,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,21807.000,,,,-1464.000,,,,,,217335.000,
CostOfRevenue,105287.000,205673.000,65970.000,23057.000,30215.000,21637.000,17440.000,37510.000,12685.000,38252.000,49526.000,65665.000,44484.000,37522.000,53672.000
Depreciation,3165.000,2402.000,,,,,,,,100000.000,,35167.000,35167.000,249792.000,28380.000
DerivativeGainLossOnDerivativeNet,,16520.000,,,,,,,,,,,,,
DividendsPreferredStock,,,,,,,,,,,,,,4394.000,11175.000
DividendsPreferredStockStock,,,,,,,,,,,,,,,11175.000
EarningsPerShareBasic,,-0.001,,,-0.000,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.002,-0.001,-0.000,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.001,-0.001,-0.000,-0.000,0.000,-0.000
GainLossOnSaleOfDebtInvestments,,,,,,,,,,,,,-5000.000,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,-489758.000,,,,,,
GeneralAndAdministrativeExpense,283722.000,138416.000,315702.000,114469.000,69402.000,51435.000,67483.000,76295.000,76452.000,75270.000,45478.000,99509.000,62919.000,118730.000,192370.000
GrossProfit,79180.000,55172.000,24567.000,30394.000,36582.000,17105.000,30994.000,34566.000,18660.000,67932.000,87387.000,122733.000,129447.000,62478.000,33483.000
IncreaseDecreaseInAccountsPayable,,,,-84422.000,,,,3840.000,,,,,,1893.000,
