,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-55000.000,351000.000,453000.000,455000.000,457000.000
AdditionalPaidInCapitalCommonStock,25902000.000,25889000.000,25873000.000,25861000.000,25852000.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,2887000.000,651000.000,2306000.000,2297000.000,3101000.000
Assets,673938000.000,666568000.000,666291000.000,651604000.000,654051000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,84103000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,7526000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,6765000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,761000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,4941000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,4926000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,10445000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,10652000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,2957000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,2958000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,37574000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,19231000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,19055000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,,,,,46529000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,,,,,47204000.000
AvailableForSaleSecuritiesDebtSecurities,76769000.000,74389000.000,81164000.000,81701000.000,84795000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,292000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,239000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,292000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,53000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,984000.000
BankOwnedLifeInsurance,14626000.000,14760000.000,14894000.000,15026000.000,15160000.000
Capital,,,,,59752000.000
CapitalRequiredForCapitalAdequacy,,,,,33833000.000
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,,,,,0.080
CapitalRequiredToBeWellCapitalized,,,,,42292000.000
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,,,,,0.100
CapitalToRiskWeightedAssets,,,,,0.141
CashAndCashEquivalentsAtCarryingValue,28599000.000,33496000.000,57841000.000,58625000.000,60236000.000
CashAndDueFromBanks,10095000.000,13490000.000,8550000.000,9467000.000,1368000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010
