,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedIncomeTaxes,13600000.000,,,96000000.000,,,,19000000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,155000000.000,,,170400000.000,,,,190000000.000,,,,268000000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,28095000.000,33164000.000,34289000.000,3226000.000,3000000.000,-7000000.000,-11000000.000,-33000000.000,-13000000.000,5000000.000,4000000.000,-6000000.000,-2000000.000
AccumulatedOtherComprehensiveIncomeLossOtherThanTemporaryImpairmentNotCreditLossNetOfTaxAvailableforsaleDebtSecurities,,,0.000,0.000,0.000,0.000,0.000,1000000.000,1000000.000,,,,
AdditionalPaidInCapitalCommonStock,524087000.000,525669000.000,528177000.000,529569000.000,530000000.000,1522000000.000,1524000000.000,1533000000.000,1537000000.000,1543000000.000,1545000000.000,1548000000.000,1550000000.000
Assets,15402686000.000,14522365000.000,11262818000.000,11057864000.000,12407000000.000,13308000000.000,13284000000.000,21056000000.000,19055000000.000,18544000000.000,18353000000.000,18123000000.000,17973000000.000
AssumedLiabilityForUnpaidClaimsAndClaimsAdjustmentExpense,61817000.000,,,58440000.000,,,,346000000.000,,,,333000000.000,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,513043000.000,541125000.000,552173000.000,577356000.000,637000000.000,575000000.000,550000000.000,1712000000.000,1699000000.000,1549000000.000,1602000000.000,1631000000.000,1616000000.000
AvailableForSaleSecurities,529840000.000,564905000.000,577323000.000,604624000.000,663000000.000,586000000.000,564000000.000,1729000000.000,1742000000.000,1614000000.000,1675000000.000,1664000000.000,1656000000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,18000000.000,7000000.000,4000000.000,5000000.000,18000000.000,34000000.000,39000000.000,10000000.000,14000000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,1000000.000,4000000.000,7000000.000,27000000.000,15000000.000,5000000.000,2000000.000,12000000.000,9000000.000
AvailableForSaleSecuritiesAmortizedCost,523131000.000,550438000.000,561492000.000,586498000.000,646000000.000,583000000.000,567000000.000,1751000000.000,1739000000.000,1585000000.000,1638000000.000,1666000000.000,1651000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,0.000,0.000,0.000,1000000.000,1000000.000,2000000.000,1000000.000,2000000.000,2000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,1000000.000,4000000.000,7000000.000,27000000.000,15000000.000,5000000.000,2000000.000,12000000.000,9000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,181140000.000,104767000.000,147277000.000,150008000.000,152000000.000,232000000.000,255000000.000,1297000000.000,558000000.000,236000000.000,236000000.000,829000000.000,665000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,1000000.000,4000000.000,7000000.000,26000000.000,14000000.000,3000000.000,1000000.000,10000000.000,7000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,169368000.000,96630000.000,114272000.000,140156000.000,136000000.000,222000000.000,223000000.000,1277000000.000,538000000.000,195000000.000,217000000.000,800000000.000,607000000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,11772000.000,8137000.000,33005000.000,9852000.000,16000000.000,10000000.000,32000000.000,20000000.000,20000000.000,41000000.000,19000000.000,29000000.000,58000000.000
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis,13507000.000,11371000.000,29267000.000,33718000.000,39000000.000,45000000.000,72000000.000,170000000.000,169000000.000,128000000.000,152000000.000,154000000.000,198000000.000
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,13507000.000,11396000.000,29862000.000,34177000.000,39000000.000,45000000.000,72000000.000,170000000.000,169000000.000,128000000.000,152000000.000,154000000.000,198000000.000
