,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,,,,,,,,,12721.000,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,185936.000,449124.000,631419.000,669105.000,370554.000,167047.000,84062.000,180379.000,125487.000,139065.000,181172.000,157908.000,83409.000,89197.000,64383.000,128881.000,44181.000,161538.000,242257.000,272511.000,90758.000,501747.000,293922.000,170986.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,2370.000,4882.000,2181.000,,1442.000,,6000.000,,,,46849.000,91233.000
AccountsReceivableNetCurrent,73276.000,118361.000,288201.000,389277.000,367266.000,185257.000,74056.000,341799.000,128606.000,67188.000,38791.000,20442.000,233810.000,129484.000,30170.000,1456.000,18260.000,3971.000,83288.000,469933.000,479850.000,2210.000,394000.000,157850.000
AccruedRoyaltiesCurrentAndNoncurrent,,,,,,,,10243.000,10000.000,,,,,,,,,,,,,,,
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,,,,,96874.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,172331.000,178881.000,188016.000,165015.000,171906.000,19350.000,19462.000,1154.000,1298.000,1442.000,1586.000,1767.000,5104.000,5582.000,7040.000,9006.000,12200.000,17849.000,26995.000,35122.000,43567.000,52127.000,60784.000,69556.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,-107072.000,-170125.000,-9295.000,-96521.000,-316530.000,-399936.000,-455985.000,,,,,,,,,,,,
AdditionalPaidInCapital,,,,,,,,,,,,,,,,,,,15385523.000,16103314.000,17786291.000,20402586.000,21089301.000,21722910.000
AdditionalPaidInCapitalCommonStock,9714005.000,9960642.000,10059029.000,11334238.000,13242622.000,13226705.000,13230111.000,13241670.000,13232497.000,13298362.000,19922670.000,19946750.000,-110215.000,3587048.000,3699108.000,4006754.000,7304528.000,9440020.000,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,0.000,,0.000,0.000,0.000,,,,0.000,,,,0.000,
Assets,1868338.000,2302873.000,2399490.000,2585297.000,2205434.000,1743035.000,1898881.000,1919481.000,1786537.000,1492609.000,1221872.000,998266.000,2348695.000,2477872.000,1720071.000,1156737.000,1616337.000,2279066.000,4613536.000,4106595.000,3468125.000,5655057.000,4498022.000,3612849.000
AssetsCurrent,433520.000,785553.000,801721.000,982430.000,601817.000,1037445.000,1252590.000,1056035.000,996165.000,923093.000,777596.000,610923.000,2075282.000,2208174.000,1489639.000,916935.000,1348485.000,539230.000,2917441.000,2412986.000,1802152.000,4067328.000,2989713.000,2185637.000
AvailableForSaleSecurities,,,,,,,,,,,371402.000,,0.000,0.000,0.000,,,,,,,,,
CapitalizedComputerSoftwareNet,,,,,,,293000.000,,,,,,,,,,,,,,,,,
Cash,212682.000,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,212682.000,395961.000,273132.000,324628.000,99196.000,314811.000,659204.000,702632.000,821240.000,757986.000,706211.000,572041.000,1728110.000,1897489.000,1369896.000,793627.000,1112412.000,235472.000,2659734.000,1741943.000,1112336.000,3619470.000,2015214.000,1454482.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,5.170,5.170,,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,,,,64098685.000,,,,64098685.000,,,,485007.000,485007.000,,,12125.000,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,200000000.000,200000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,104320509.000,112518423.000,122386894.000,144686945.000,174952780.000,178467855.000,179831987.000,184663869.000,185683100.000,188644731.000,190764586.000,198219132.000,15780700.000,30928114.000,37078114.000,45708114.000,66131014.000,2493776.000,5125585.000,5461553.000,6911553.000,8807220.000,8682220.000,8682220.000
CommonStockSharesOutstanding,104320509.000,112518423.000,122386894.000,144686945.000,174952780.000,178467855.000,179831987.000,184663869.000,185683100.000,188644731.000,190764586.000,198219132.000,15780700.000,30928114.000,37078114.000,45708114.000,66131014.000,2493776.000,5125585.000,5461553.000,6911553.000,8807220.000,8682220.000,8682220.000
