,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AdjustmentForAmortization,,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000,1250.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-32687.000,,,,-23715.000,,,,216.000,
CostOfGoodsSold,,,,,,,71148.000,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.000,-0.000,0.000,0.000,0.000,-0.000,0.000,-0.000,-0.000
GeneralAndAdministrativeExpense,76528.000,,,,,,,,,,
GrossProfit,,,,,,,131617.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-77778.000,-38962.000,-28996.000,-119577.000,291042.000,-252583.000,-44596.000,-27402.000,-62572.000,-36850.000,-24955.000
IncomeTaxExpenseBenefit,0.000,0.000,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,37031.000,,,,33465.000,,,,11673.000,
IncreaseDecreaseInDueFromRelatedParties,,,,,,25000.000,,,,,
IncreaseDecreaseInDueToRelatedParties,,,,,,143007.000,,,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,0.000,,,,,,,,,
IncreaseDecreaseInNotesPayableRelatedParties,,,,,,,,,,47493.000,
IncreaseDecreaseInOtherCurrentAssets,,,,,,-26146.000,,,,,
IncreaseDecreaseInPrepaidExpense,,1375.000,,,,,,,,-23350.000,
NetCashProvidedByUsedInFinancingActivities,,0.000,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,0.000,,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,-33381.000,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-33381.000,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,694.000,,,,-23715.000,,,,216.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,694.000,,,,-23715.000,,,,216.000,
NetIncomeLoss,,-38962.000,-28996.000,-119577.000,291042.000,-252583.000,-44596.000,-27402.000,-62572.000,-36850.000,-24955.000
OperatingExpenses,77778.000,38962.000,28996.000,119577.000,225257.000,252583.000,176213.000,27402.000,21390.000,36850.000,24955.000
OperatingLeasesRentExpenseMinimumRentals,,,,,,5000.000,,,,,
PaymentsToDevelopSoftware,,0.000,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,0.000,,,,,,,,,
ProceedsFromRelatedPartyDebt,,0.000,,,,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,-18668.000,,,,,
ProfitLoss,-77778.000,-38962.000,,,,,,,,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,,,,165533.000,,,,,
RepaymentsOfRelatedPartyDebt,,-33381.000,,,,,,,,,
Revenues,0.000,0.000,,,,,202765.000,,,,
SalesRevenueNet,0.000,0.000,,,,,202765.000,,,,
SellingGeneralAndAdministrativeExpense,,37712.000,27746.000,118327.000,224007.000,251333.000,174963.000,26152.000,20140.000,35600.000,23705.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,199500000.000,199500000.000,,199500000.000,199500000.000,199500000.000,-399000000.000,199500000.000,199500000.000
WeightedAverageNumberOfSharesOutstandingBasic,199500000.000,,,,,,,,,,
