,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,4078000.000,,,,8310000.000,,,,,,,
CashPeriodIncreaseDecrease,,,,,,,,,,,-3498000.000,,-2511000.000,
CostOfGoodsAndServicesSold,,,,,,,,,,,,,,103000.000
CostOfGoodsSold,,,147000.000,196000.000,209000.000,289000.000,280000.000,353000.000,321000.000,293000.000,248000.000,234000.000,149000.000,
CostOfRevenue,193000.000,84000.000,,,,,,,,,,,,
CostOfServices,,,64000.000,56000.000,31000.000,-35000.000,68000.000,34000.000,23000.000,17000.000,,,,
CostsAndExpenses,,,,,,,,,,,,,1693000.000,1360000.000
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,,,,,,,,,,,,1900000.000,,
DepreciationDepletionAndAmortization,,,77000.000,,,,61000.000,,,,33000.000,,29000.000,
EarningsPerShareBasicAndDiluted,-0.250,-0.250,-0.380,-0.320,-0.340,-0.140,-0.210,-0.180,-0.130,-0.060,-0.080,-0.070,-0.040,-0.270
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,53000.000,,,,,,,
GeneralAndAdministrativeExpense,,,,,,,1821000.000,2269000.000,1648000.000,1392000.000,1190000.000,1323000.000,869000.000,920000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,1803000.000,,,,565000.000,,,,-156000.000,,-422000.000,
IncreaseDecreaseInAccountsReceivable,,,90000.000,,,,-96000.000,,,,104000.000,,-42000.000,
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,,,-75000.000,,,,-66000.000,,,,36000.000,,32000.000,
IncreaseDecreaseInInventories,,,316000.000,,,,-37000.000,,,,-86000.000,,-120000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,269000.000,,,,258000.000,,,,332000.000,,101000.000,
IncreaseDecreaseInRestrictedCash,,,-4000.000,,,,-68000.000,,,,,,,
InterestExpense,16000.000,,153000.000,324000.000,302000.000,304000.000,289000.000,295000.000,309000.000,275000.000,233000.000,165000.000,92000.000,4000.000
InterestPaid,,,62000.000,,,,226000.000,,,,163000.000,,60000.000,
InvestmentIncomeInterest,24000.000,10000.000,,8000.000,9000.000,,4000.000,6000.000,3000.000,2000.000,2000.000,,,
LineOfCreditFacilityInterestRateDuringPeriod,,,,0.080,0.080,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,9882000.000,,,,12465000.000,,,,-1119000.000,,-1120000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,9882000.000,,,,12465000.000,,,,-1119000.000,,-1120000.000,
NetCashProvidedByUsedInInvestingActivities,,,-82000.000,,,,80000.000,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-82000.000,,,,80000.000,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-5722000.000,,,,-4235000.000,,,,-2379000.000,,-1391000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-5722000.000,,,,-4235000.000,,,,-2379000.000,,-1391000.000,
NetIncomeLoss,-4836000.000,-4881000.000,-7663000.000,-6393000.000,-6814000.000,-2899000.000,,,,,-2179000.000,-2397000.000,-1348000.000,-1023000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,,,,,,-2627000.000
OperatingExpenses,5062000.000,,,,,,,,,,,,,
OperatingIncomeLoss,-4841000.000,-4913000.000,-7500000.000,-6087000.000,-6536000.000,-2605000.000,-4801000.000,-4549000.000,-3363000.000,-1661000.000,-1947000.000,-2233000.000,-1256000.000,-1026000.000
OtherNoncashIncomeExpense,,,,,,,-329000.000,,,,,,,
OtherNonoperatingExpense,3000.000,-22000.000,,,,,,,,,,,,
OtherNonoperatingIncome,,,,,,,,1000.000,4000.000,,,1000.000,,31000.000
OtherNonoperatingIncomeExpense,,,-10000.000,10000.000,15000.000,5000.000,3000.000,,,,-1000.000,,,7000.000
PaidInKindInterest,,,,,,,43000.000,,,,61000.000,,32000.000,
PaymentsOfDebtIssuanceCosts,,,256000.000,,,,,,,,,,,
PaymentsOfStockIssuanceCosts,,,,,,,287000.000,,,,,,,
PaymentsToAcquireProductiveAssets,,,82000.000,,,,,,,,,,,
PreferredStockDividendsIncomeStatementImpact,,,,,,,,,,,,,,1507000.000
ProceedsFromIssuanceOfCommonStock,,,,,,,13058000.000,,,,,,,
ProceedsFromIssuanceOfLongTermDebt,,,10000000.000,,,,,,,,,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,80000.000,,,,,,,
ProceedsFromStockOptionsExercised,,,138000.000,,,,27000.000,,,,1000.000,,,
ProfitLoss,-4836000.000,-4881000.000,-7663000.000,-6393000.000,-6814000.000,-2899000.000,-5412000.000,-4837000.000,-3665000.000,,,,,
RedeemablePreferredStockDividends,,,,,,,,,,,,,,41000.000
RepaymentsOfLongTermDebt,,,,,,,333000.000,,,,1120000.000,,1120000.000,
ResearchAndDevelopmentExpense,2361000.000,1936000.000,2980000.000,2133000.000,2549000.000,-80000.000,1376000.000,1117000.000,1048000.000,194000.000,560000.000,724000.000,483000.000,333000.000
Revenues,221000.000,179000.000,480000.000,622000.000,641000.000,1072000.000,888000.000,1006000.000,1030000.000,1149000.000,739000.000,695000.000,,334000.000
RoyaltyRevenue,,,,,,,,,,,,,,60000.000
SalesRevenueGoodsNet,,,416000.000,566000.000,610000.000,978000.000,820000.000,972000.000,1007000.000,884000.000,739000.000,695000.000,437000.000,274000.000
SalesRevenueNet,221000.000,179000.000,480000.000,622000.000,641000.000,1072000.000,888000.000,1006000.000,1030000.000,1149000.000,739000.000,695000.000,,334000.000
SalesRevenueServicesNet,,,64000.000,56000.000,31000.000,94000.000,68000.000,34000.000,23000.000,265000.000,,,,
SellingAndMarketingExpense,,,,,,,2144000.000,1782000.000,1353000.000,914000.000,688000.000,647000.000,192000.000,4000.000
SellingGeneralAndAdministrativeExpense,2508000.000,3072000.000,4789000.000,4324000.000,4388000.000,,,,,,,,,
SeveranceCosts1,,,,,,,,,,,,404000.000,50000.000,
ShareBasedCompensation,,,777000.000,,,,355000.000,,,,176000.000,,225000.000,
TemporaryEquityAccretionToRedemptionValueAdjustment,,,,,,,,,,,,,,56000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,20056269.000,20320190.000,,25318606.000,27649879.000,27918883.000,-53674531.000,27936530.000,34417249.000,34559173.000,9862802.000
