,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,1499053.000,1578510.000,2360181.000,2111743.000,2150209.000,2049750.000,1969228.000,1151655.000,1423707.000
AccountsReceivableNetCurrent,514587.000,387803.000,390252.000,268585.000,140006.000,322604.000,279801.000,516560.000,320885.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,1177303.000,1278896.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,179806.000,188411.000,195278.000,199495.000,202265.000,203743.000,204789.000,191229.000,95322.000
AdditionalPaidInCapitalCommonStock,35287488.000,45147563.000,46413402.000,49033153.000,50779079.000,51360380.000,54425023.000,56819911.000,56819911.000
AllowanceForDoubtfulAccountsReceivableCurrent,192332.000,0.000,,,,0.000,,,
AssetRetirementObligation,,,,,,442075.000,391867.000,366199.000,384845.000
AssetRetirementObligationCurrent,,,,,,48000.000,0.000,0.000,0.000
AssetRetirementObligationsNoncurrent,349826.000,482157.000,449015.000,459375.000,461788.000,394075.000,391867.000,366199.000,384845.000
Assets,15436278.000,21960034.000,22344008.000,22481270.000,23913450.000,22637383.000,22478786.000,22540143.000,24255220.000
AssetsCurrent,1112288.000,1064566.000,609100.000,440472.000,1934832.000,613822.000,707774.000,721265.000,452068.000
AssetsNoncurrent,0.000,0.000,,,,,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,,,,5280.000,5280.000
CapitalLeaseObligations,27929.000,15748.000,6370.000,,,135311.000,79197.000,27564.000,96230.000
CapitalLeaseObligationsCurrent,27929.000,15748.000,6370.000,0.000,0.000,135311.000,79197.000,,
CapitalLeaseObligationsNoncurrent,0.000,0.000,,,,,,,
CapitalLeasedAssetsGross,154155.000,154155.000,154155.000,,,333951.000,333951.000,264143.000,267796.000
CapitalLeasesFutureMinimumPaymentsDue,,15748.000,,,,135311.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,3200.000,15748.000,,,,135311.000,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,0.000,,,,0.000,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,100934.000,106440.000,111946.000,,,139165.000,151092.000,99859.000,110340.000
