,2011-06-26,2011-09-25,2012-03-25,2012-06-24,2012-09-23,2013-03-31,2013-06-30,2013-09-29,2013-12-29,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2015-12-27,2016-03-27,2016-06-26,2016-09-25,2016-12-25,2017-03-26,2017-06-25
AdjustmentForAmortization,,,679000.000,,,1237000.000,,,,1133000.000,,,,1218000.000,,,,2997000.000,,,,,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,5312000.000,5232000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,,,,1676000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset1,,,,,,,,,,,,,,,,,,1106000.000,,,,-170000.000,
CapitalExpendituresIncurredButNotYetPaid,,,6339000.000,,,-1725000.000,,,,4642000.000,,,,-2311000.000,,,,3326000.000,,,,8055000.000,
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,,,,,,1490000.000,,,,1631000.000,
ComprehensiveIncomeNetOfTax,,,18380000.000,11349000.000,11368000.000,15922000.000,16574000.000,17785000.000,20402000.000,27822000.000,24161000.000,21224000.000,19787000.000,28168000.000,21729000.000,18531000.000,24643000.000,33020000.000,23836000.000,22582000.000,15523000.000,21617000.000,8784000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,,,,-78000.000,-67000.000,-69000.000,21000.000,-95000.000,-157000.000,-147000.000,-133000.000,-162000.000,-133000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,28090000.000,21662000.000,18462000.000,24664000.000,32925000.000,23679000.000,22435000.000,15390000.000,21455000.000,8651000.000
CostOfGoodsSoldDirectLabor,51309000.000,54783000.000,,,,,,,,,,,,,,,,,,,,,
CostOfGoodsSoldDirectMaterials,45735000.000,51655000.000,72151000.000,69799000.000,71263000.000,93091000.000,86630000.000,88689000.000,95345000.000,97487000.000,96837000.000,101886000.000,117680000.000,125677000.000,117843000.000,126878000.000,137414000.000,143823000.000,138480000.000,136185000.000,146199000.000,160001000.000,152714000.000
CostsAndExpenses,168056000.000,181730000.000,224299000.000,221076000.000,232105000.000,282435000.000,280970000.000,290517000.000,311936000.000,325181000.000,330946000.000,343468000.000,380904000.000,397078000.000,394732000.000,426698000.000,455727000.000,461654000.000,454726000.000,461321000.000,472392000.000,500982000.000,490595000.000
DeferredIncomeTaxExpenseBenefit,,,-711000.000,,,-1481000.000,,,,-6892000.000,,,,-5508000.000,,,,858000.000,,,,-2902000.000,
Depreciation,,,14852000.000,,,18906000.000,,,,21699000.000,,,,26851000.000,,,,34552000.000,,,,33565000.000,32871000.000
DepreciationAndAmortization,11931000.000,12748000.000,15531000.000,16090000.000,16818000.000,20143000.000,21084000.000,21587000.000,22164000.000,22832000.000,23746000.000,24776000.000,27100000.000,28069000.000,29208000.000,33610000.000,36616000.000,37549000.000,37953000.000,38345000.000,38293000.000,38877000.000,38103000.000
DepreciationDepletionAndAmortization,,,,,,,,,,,,,,,,,,,,,,38877000.000,
EarningsPerShareBasic,0.580,0.610,0.980,0.630,0.580,0.870,0.880,0.950,1.110,1.500,1.250,1.150,1.080,1.530,1.130,1.010,1.330,1.730,1.270,1.240,0.900,1.260,0.550
