,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableCurrent,2197490.000,2256969.000,2289648.000,2433491.000,2364676.000,980851.000,837966.000,847740.000,811047.000,809843.000,1189494.000,1019867.000,1385677.000,1191070.000,1073795.000,1290207.000,1569173.000,2060447.000,2138078.000,2035684.000,1783191.000,2018702.000
AccountsReceivableNet,,,,,,19268.000,,52265.000,79250.000,,,,,,,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,,4453755.000,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,,,,,,,,,2917683.000,6601774.000,5587138.000,5289346.000,4963420.000
AccruedLiabilitiesCurrent,,,,414226.000,438722.000,410890.000,484742.000,270814.000,312933.000,598231.000,409232.000,1115803.000,462462.000,407207.000,384135.000,443557.000,767589.000,2720893.000,379985.000,358820.000,337064.000,354609.000
AccruedSalesCommissionCurrent,6159776.000,4652496.000,4351420.000,4115804.000,4147512.000,4321573.000,4155155.000,4111148.000,4023365.000,3929510.000,3884774.000,3841597.000,3841023.000,3771835.000,3785004.000,3695168.000,3689964.000,3684459.000,3682236.000,3672071.000,3667391.000,3671474.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-6323028.000,-6573085.000,6842993.000,7159535.000,7131487.000,7127192.000,1031198.000,1081306.000,,,,1107429.000,,,,1008369.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1165618.000,1231231.000,708431.000,920059.000,747905.000,213010.000,1107442.000,721449.000,902694.000,871931.000,680052.000,700806.000,818256.000,-25475.000,-19178.000,-29066.000,-76994.000,-98063.000,-86495.000,-58866.000,113361.000,-93396.000
AdditionalPaidInCapitalCommonStock,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000,52854891.000
Assets,51328466.000,49092384.000,47705881.000,53264342.000,52958061.000,43361006.000,25490224.000,23636372.000,22006343.000,21218932.000,9959647.000,9780843.000,9810713.000,8215905.000,6909846.000,5603075.000,4324568.000,18620611.000,16897721.000,14463408.000,13260898.000,11961686.000
