,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AcceleratedShareRepurchasesSettlementPaymentOrReceipt,,,,,,,,,,,,,,8000000000.000,
AccountsPayableAndAccruedLiabilitiesCurrent,,2343200000.000,2323800000.000,2443100000.000,3937500000.000,4170600000.000,5820100000.000,5945000000.000,4513500000.000,4349500000.000,4701100000.000,4490100000.000,5425400000.000,5019000000.000,4795400000.000
AccountsPayableTradeCurrent,,493300000.000,594700000.000,588800000.000,717300000.000,644600000.000,770300000.000,971100000.000,565900000.000,369400000.000,450000000.000,436700000.000,296500000.000,224900000.000,292200000.000
AccountsReceivableNetCurrent,,1404900000.000,1508700000.000,1567700000.000,2229300000.000,2372300000.000,3992800000.000,4420100000.000,2143200000.000,2401600000.000,2652800000.000,2490500000.000,2398500000.000,2531000000.000,2542000000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,43700000.000,37100000.000,24400000.000,27700000.000,19400000.000,169800000.000,205800000.000,120100000.000,100300000.000,102800000.000,77000000.000,47200000.000,55000000.000,70700000.000
AccruedIncomeTaxes,,,,,,951600000.000,1221500000.000,1221500000.000,1200000000.000,2165600000.000,,,,1396300000.000,
AccruedIncomeTaxesCurrent,,96600000.000,138900000.000,82200000.000,11300000.000,50400000.000,101600000.000,70400000.000,84700000.000,54200000.000,68500000.000,92600000.000,784600000.000,57800000.000,69800000.000
AccruedLiabilitiesCurrent,,1849900000.000,1729100000.000,1854300000.000,3220200000.000,3526000000.000,5049800000.000,4973900000.000,3947600000.000,3980100000.000,4251100000.000,4053400000.000,5128900000.000,4794100000.000,4503200000.000
AccruedMarketingCostsCurrent,,38100000.000,46600000.000,31000000.000,8200000.000,24200000.000,112900000.000,113900000.000,111600000.000,127200000.000,98300000.000,64200000.000,29600000.000,95900000.000,50500000.000
AccruedProfessionalFeesCurrent,,22600000.000,43200000.000,40100000.000,31100000.000,44100000.000,39300000.000,25600000.000,39100000.000,25400000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,912100000.000,,,,1020000000.000,,,,1088400000.000,,,,407400000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,90500000.000,83700000.000,90300000.000,-220300000.000,-465400000.000,-783300000.000,-10400000.000,-45300000.000,-494100000.000,28400000.000,-317100000.000,599300000.000,-1038400000.000,721700000.000
AdditionalPaidInCapital,,,,,,,,,,,,,66184200000.000,53958900000.000,54107100000.000
AdditionalPaidInCapitalCommonStock,10.000,8012600000.000,8072600000.000,8011900000.000,28826000000.000,28994700000.000,67969300000.000,68103100000.000,68241400000.000,68508300000.000,68658300000.000,68769000000.000,,,
Assets,54101.000,22725900000.000,22403900000.000,25789400000.000,53467400000.000,52529100000.000,139460700000.000,138411100000.000,142816300000.000,135840700000.000,136073700000.000,132619100000.000,143607700000.000,128986300000.000,126836900000.000
AssetsCurrent,54101.000,4434700000.000,4540700000.000,8272900000.000,6252300000.000,6881700000.000,11017200000.000,10486900000.000,16658700000.000,8615400000.000,10091500000.000,8755200000.000,31723900000.000,17857900000.000,13700700000.000
AssetsFairValueDisclosureRecurring,,2800000.000,2500000.000,2500000.000,1800000.000,3300000.000,306200000.000,262400000.000,242400000.000,253800000.000,278900000.000,291500000.000,26359500000.000,12947200000.000,8792100000.000
