,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,53285.000,,,,255000.000,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,-100857.000,,,,,,,,,,,,,,,,
AdvertisingExpense,1572000.000,3878000.000,4676000.000,4725000.000,5986000.000,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,53300.000,34000.000,86000.000,55700.000,255000.000,240000.000,270000.000,1246000.000,1439000.000,2752000.000,3247000.000,5573000.000,5107000.000,6404000.000,5670000.000,2606000.000,3500000.000
AmortizationOfIntangibleAssets,,,,,,,,,96000.000,,,,1000000.000,1000000.000,1000000.000,800000.000,900000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,150066392.000,,,,31869192.000,41467588.000,40229049.000,-73579718.000,41591020.000,45668076.000,44992171.000,90080611.000,227088744.000,227416092.000,232188474.000,-461484753.000,433258531.000
AssetImpairmentCharges,,,,,,,,,0.000,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,,,,,,,,,1000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,,,,,27000.000,,,,4000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,,,,,27000.000,,,,3000.000
AvailableForSaleSecuritiesGrossRealizedGains,,,,,,,,,,,0.000,,0.000,6000.000,,,12000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,100000.000,63000000.000,65000.000,-62965000.000,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,321000.000,,,,478000.000,,,,88000.000
CapitalizedComputerSoftwareAdditions,,,,,,,,,1215000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,15018079.000,,,,-5364000.000,,,,-12225000.000,,,,-25334000.000,,,,6198000.000
ComprehensiveIncomeNetOfTax,,,,,,,,,,,-3839000.000,,-17273000.000,-35597000.000,-17470000.000,-48265000.000,-24016000.000
CostOfServices,,,,,,,,,6852000.000,,,,,,,,
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,,,,,,,,,0.330,,,,,,,,
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,,,,,,,,,0.058,,,,,,,,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,,,,,,,,400000.000,400000.000,500000.000,600000.000,,,,,
Depreciation,,,,,,,,,1850000.000,1363000.000,1309000.000,,,,,,
DepreciationAndAmortization,206374.000,208000.000,228000.000,318626.000,363000.000,380000.000,462000.000,892000.000,1850000.000,,,,2971000.000,,,,3443000.000
EarningsPerShareBasic,,,,,,,,,,-0.560,,,,,,,
EarningsPerShareBasicAndDiluted,-0.080,-0.240,-0.720,-3.100,-0.320,0.000,-1.310,-0.340,-0.690,,-0.340,,-0.290,-0.560,-0.270,-0.730,-0.350
EarningsPerShareDiluted,,,,,,,,,,-0.560,,,,,,,
FairValueAdjustmentOfWarrants,,,,,,,,,,,,,,,,,4790000.000
FairValueInputsDiscountRate,0.099,,,,,,,,,,,,,,,,
FairValueInputsPrepaymentRate,0.015,,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,287993.000,,,,,,,,,,,,,,,,
FairValueOptionCreditRiskGainsLossesOnAssets,,,,,,,,,,-900000.000,-1300000.000,,-2300000.000,300000.000,-400000.000,0.000,-1800000.000
FeesAndCommissions,1571108.000,3342000.000,4409000.000,7148892.000,8701000.000,16448000.000,22233000.000,20847000.000,25342000.000,39800000.000,46842000.000,49724000.000,41824000.000,19276000.000,14086000.000,19944000.000,26869000.000
FinancialServicesCosts,482459.000,500000.000,508000.000,565541.000,525000.000,767000.000,1408000.000,,,,,,,,,,
FinancialServicesRevenue,1703489.000,3405000.000,4542000.000,7740511.000,9876000.000,17285000.000,25129000.000,25546000.000,30909000.000,48701000.000,57986000.000,63188000.000,55532000.000,27081000.000,22899000.000,27403000.000,30118000.000
GainLossOnSaleOfLoansAndLeases,,,,,356000.000,-200000.000,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,-1195.000,,,,,,,,,,,,,,,,
GainLossOnSalesOfConsumerLoans,,,,,,,,,,,,,3971000.000,,,,2764000.000
GainLossOnSalesOfLoansNet,,,,,,,,,1900000.000,3700000.000,4263000.000,4288000.000,3791000.000,-687000.000,,,-318000.000
GeneralAndAdministrativeExpense,,,,,,,,,13502000.000,21832000.000,22236000.000,28910000.000,30645000.000,28499000.000,24740000.000,18851000.000,20717000.000
GoodwillImpairmentLoss,,,,,,,,,,,,,0.000,,,,0.000
GrossProfit,1093951.000,2855000.000,4092000.000,7176049.000,9289000.000,16464000.000,,,,,,,,,,,
ImpairmentOfInvestments,,,,,,,,,,,0.000,,0.000,,,,0.000
ImpairmentOfLeasehold,,,,,,,,,,,,,,,400000.000,,
ImpairmentOfLongLivedAssetsHeldForUse,1195.000,61000.000,0.000,-195.000,215000.000,0.000,0.000,107000.000,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,-3808000.000,,-17299000.000,-35523000.000,-17343000.000,-48030000.000,-23857000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-4199450.000,-15653000.000,-4963000.000,-2365550.000,-2166000.000,-5000.000,,,-7203000.000,-6025000.000,,,,,,,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,73000.000,176000.000,35000.000,56000.000,165000.000,105000.000,74000.000,202000.000,164000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-1179756.000,,,,1442000.000,,,,2204000.000,,,,-7414000.000,,,,-5670000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,,,,,,,,,,,-4305000.000,,,,-2246000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,313179.000,,,,445000.000,,,,850000.000,,,,677000.000,,,,4270000.000
IncreaseDecreaseInReceivables,303639.000,,,,-36000.000,,,,-2031000.000,,,,218000.000,,,,125000.000
IncreaseDecreaseInRestrictedCash,-139393.000,,,,1189000.000,,,,-1859000.000,,,,-1014000.000,,,,-4146000.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,,,,,,,19922000.000,,,,-2118000.000,,,,-26440000.000
InterestAndFeeIncomeLoansAndLeases,-7325438.000,,,,,,,,,,,,,,,,
InterestAndFeeIncomeLoansConsumer,7732209.000,8578000.000,9039000.000,10176791.000,10109000.000,10701000.000,10705000.000,10572000.000,10476000.000,10165000.000,10280000.000,10685000.000,10783000.000,11192000.000,11735000.000,10939000.000,11499000.000
InterestExpense,7325000.000,8128000.000,8435000.000,9184000.000,9269000.000,9494000.000,9850000.000,,,,,,,,,,
InterestExpenseDebt,,,,,,,,,9563000.000,9448000.000,9550000.000,9613000.000,9722000.000,10098000.000,10636000.000,10731000.000,10678000.000
InterestExpenseRelatedParty,,,,,,,,,49000.000,53000.000,55000.000,58000.000,55000.000,70000.000,72000.000,62000.000,103000.000
InterestIncomeExpenseNet,,450000.000,604000.000,,840000.000,1207000.000,855000.000,451000.000,913000.000,717000.000,730000.000,1072000.000,1061000.000,1094000.000,1099000.000,208000.000,821000.000
InterestIncomeOperating,81950.000,,,,84000.000,1082000.000,164000.000,-1157000.000,,,,,,,,,
InterestPaid,,,,,,,,,10444000.000,,,,9879000.000,,,,11100000.000
InvestmentIncomeInterest,125.000,0.000,1000.000,1875.000,1000.000,1000.000,,,,,,,,,,,
LaborAndRelatedExpense,2505217.000,3270000.000,3224000.000,4079783.000,3901000.000,5277000.000,6260000.000,,,,,,,,,,
LitigationSettlementAmount,,,,,,,,,10000000.000,,,,10000000.000,,,,
LitigationSettlementExpense,,10000000.000,0.000,,,0.000,0.000,,,,,,,,,,
LitigationSettlementGross,,,,,10000000.000,,,,,,,,,,,,
LoansAndLeasesReceivableCommitmentsToPurchaseOrSell,,,,,,,,,,,,,,,,,26600000.000
MarketingAndAdvertisingExpense,1571965.000,3878000.000,4676000.000,4725035.000,5986000.000,9040000.000,10717000.000,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,29783945.000,,,,11409000.000,,,,14009000.000,,,,12834000.000,,,,5175000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,29783945.000,,,,11409000.000,,,,14009000.000,,,,12834000.000,,,,5175000.000
NetCashProvidedByUsedInInvestingActivities,-9092956.000,,,,-12950000.000,,,,-32330000.000,,,,-13224000.000,,,,21200000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-9092956.000,,,,-12950000.000,,,,-32330000.000,,,,-13224000.000,,,,21200000.000
NetCashProvidedByUsedInOperatingActivities,-5672910.000,,,,-3823000.000,,,,6096000.000,,,,-24944000.000,,,,-20177000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-5672910.000,,,,-3823000.000,,,,6096000.000,,,,-24944000.000,,,,-20177000.000
NetIncomeLoss,-4199450.000,-15653000.000,-4963000.000,-2365550.000,-2166000.000,-5000.000,2724000.000,-3222000.000,-7276000.000,-6201000.000,-3843000.000,-8648000.000,-17464000.000,-35628000.000,-17417000.000,-48232000.000,-24021000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,-12168000.000,,-7276000.000,-6201000.000,-3843000.000,-8648000.000,-17464000.000,-35628000.000,-17417000.000,-48232000.000,-24021000.000
NoncashOrPartNoncashAcquisitionPayablesAssumed1,,,,,,,,,840000.000,,,,,,,,
NonoperatingIncomeExpense,317180.000,522000.000,412000.000,779820.000,299000.000,92000.000,,,,,,,,,,,
OperatingExpenses,5610581.000,19030000.000,9467000.000,10321419.000,11754000.000,16561000.000,23319000.000,32352000.000,38924000.000,55538000.000,62437000.000,73004000.000,73814000.000,63696000.000,41294000.000,75396000.000,54702000.000
OperatingIncomeLoss,-4516630.000,-16175000.000,-5375000.000,-3145370.000,-2465000.000,-97000.000,,,,,,,,,,,
OperatingLeasesRentExpenseNet,135000.000,201000.000,165000.000,132000.000,136000.000,200000.000,700000.000,964000.000,800000.000,900000.000,1000000.000,1400000.000,1800000.000,1900000.000,1600000.000,1600000.000,1300000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentBeforeTaxPortionAttributableToParent,,,,,,,,,,,4000.000,,191000.000,25000.000,-54000.000,-14000.000,17000.000
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,,,,,,,,,,,4000.000,,191000.000,31000.000,-53000.000,-33000.000,5000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,,,,,,4000.000,,191000.000,31000.000,-53000.000,-33000.000,5000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,,,,,,,,,,,,,,-6000.000,-1000.000,,12000.000
OtherComprehensiveIncomeLossTaxPortionAttributableToParent1,,,,,,,,,,,,,,,0.000,,0.000
OtherGeneralAndAdministrativeExpense,327133.000,499000.000,410000.000,496867.000,668000.000,879000.000,2449000.000,,,,,,,,,,
OtherGeneralExpense,,,,,,,,,,,,,,,,,6101000.000
OtherNoncashIncomeExpense,,,,,,,,,,,,,30000.000,,,,-416000.000
OtherNonoperatingIncome,142417.000,271000.000,320000.000,417583.000,,,,,,,,,,,,,
OtherRestructuringCosts,,,,,,,,,,,,,,,200000.000,,
PaymentOfFinancingAndStockIssuanceCosts,100857.000,,,,0.000,,,,,,,,,,,,
PaymentsForRestructuring,,,,,,,,,,,,,,4295000.000,4494000.000,,3310000.000
PaymentsToAcquireAvailableForSaleSecurities,,,,,,,,,,,,,11725000.000,,,,0.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,,,,,,19000000.000,,,,,,,,
PaymentsToAcquireHeldToMaturitySecurities,0.000,,,,,,,,,,,,,,,,
PaymentsToAcquireLoansHeldForInvestment,,,,,28858000.000,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,498072.000,,,,692000.000,,,,3537000.000,,,,5976000.000,,,,1596000.000
PaymentsToAcquireShortTermInvestments,,,,,,,,,1275000.000,,,,1277000.000,,,,1280000.000
PaymentsToPurchaseLoansHeldForSale,,,,,,,,,540924000.000,,,,931420000.000,,,,523997000.000
PreferredStockDividendsAndOtherAdjustments,,,,,,,14892000.000,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,73222.000,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfConvertiblePreferredStock,20000000.000,,,,0.000,,,,,,,,,,,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments,999895.000,,,,0.000,,,,1274000.000,,,,1278000.000,,,,1282000.000
ProceedsFromPrincipalRepaymentsOnLoansAndLeasesHeldForInvestment,30562.000,,,,100000.000,,,,,,,,,,,,
ProceedsFromSaleAndCollectionOfLoansHeldforsale,,,,,,,,,547673000.000,,,,931422000.000,,,,524515000.000
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,,,,,,,,,,,,17034000.000,,,,8600000.000
ProceedsFromSaleOfAvailableForSaleSecurities,,,,,,,,,,,,,,9193000.000,,,
ProceedsFromSaleOfLoansAndLeasesHeldForInvestment,,,,,28602000.000,,,,,,,,,,,,
ProceedsFromSaleOfLoansHeldForInvestment,154442.000,,,,95000.000,,,,,,,,,,,,
ProceedsFromSaleOfLoansReceivable,,,,,121864000.000,,,,,,,,,,,,
ProceedsFromStockOptionsExercised,,,,,4000.000,,,,522000.000,,,,,,,,
ProceedsFromWarrantExercises,,,,,,,,,111000.000,,,,,,,,
ProfessionalFees,687987.000,694000.000,399000.000,198013.000,176000.000,364000.000,582000.000,,,,,,,,,,
