,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,82139.000,154016.000,174044.000,139162.000,194151.000,273387.000,248304.000,354693.000,372546.000,634161.000,340793.000,396784.000
AccountsPayableCurrent,8750.000,7697.000,10061.000,,478.000,3389.000,8208.000,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,16053.000,19702.000,27186.000,38386.000,41610.000,40893.000,46091.000,48896.000,52616.000,,43056.000,45336.000,49761.000,43717.000,50362.000,49702.000,56201.000,379481.000,288720.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,10481.000,0.000
AccountsPayableRelatedPartiesNoncurrent,,,,,,,,,,56155.000,43056.000,45336.000,,,,,,,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,60000.000,170000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,562.000,773.000,,,,,,,,,,
AdditionalPaidInCapital,,,2829.000,2822.000,4165.000,7038.000,11505.000,600043.000,890554.000,1087320.000,1263625.000,1414032.000,1866706.000,2033383.000,2246311.000,4917728.000,5413120.000,5757205.000,7526256.000
Assets,0.000,26000.000,31506.000,28363.000,43370.000,62861.000,82883.000,30164.000,39090.000,60275.000,126901.000,122062.000,85247.000,71830.000,81072.000,1651958.000,1308860.000,758228.000,371644.000
AssetsCurrent,,26000.000,31506.000,28363.000,43370.000,62861.000,82883.000,26512.000,35648.000,34228.000,97598.000,93917.000,58262.000,46004.000,56406.000,1628451.000,1286512.000,737041.000,348754.000
CashAndCashEquivalentsAtCarryingValue,,,3150.000,,1500.000,100.000,2100.000,12980.000,2474.000,900.000,25753.000,4604.000,26847.000,41951.000,13582.000,12249.000,1058.000,13995.000,22085.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,0.350,0.800,,,,,1.000,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,-58000.000,,,,,,,,,,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,350000000.000,350000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,400000000.000,400000000.000
CommonStockSharesIssued,10000000.000,10000000.000,10315000.000,10315000.000,10465000.000,10000000.000,10000000.000,15603000.000,15603000.000,16421000.000,16881000.000,16881000.000,17890277.000,18170538.000,18697770.000,19377770.000,20642393.000,51435307.000,70187632.000
CommonStockSharesOutstanding,10000000.000,10000000.000,10315000.000,10315000.000,10465000.000,10000000.000,10000000.000,15603000.000,15603000.000,16421000.000,16881000.000,16881000.000,17890277.000,18170538.000,18697770.000,19377770.000,20642393.000,51435307.000,70187632.000
CommonStockSharesSubscriptions,,,,,,,,,,,,,,,10000.000,,,,
CommonStockValue,10000.000,10000.000,10315.000,10315.000,10465.000,10000.000,10000.000,15603.000,15603.000,16421.000,16881.000,16881.000,17890.000,18171.000,18698.000,19378.000,20642.000,51435.000,70187.000
ConvertibleDebtCurrent,,,,,,,,,,,,,,309945.000,261727.000,180419.000,269000.000,247710.000,626112.000
ConvertibleDebtNoncurrent,,,,,,,,,,178433.000,187159.000,431880.000,123161.000,,,,,,
ConvertibleNotesPayableCurrent,,,,,,,,130000.000,130000.000,,,,,,,,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,0.350,,,,0.350,,,,0.050,0.004
DebtInstrumentFaceAmount,,,,,,,,,,213337.000,213337.000,,,,,,,172931.000,165000.000
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,1.500,,,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080
DebtInstrumentUnamortizedDiscount,,,,,,,,,,34904.000,26178.000,,,,,,,,
DeferredTaxAssetsGross,,,,,,22312.000,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,22312.000,,,,314000.000,,,,436300.000,,,,1490500.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,-1100.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,,,,,115200.000,,,,237000.000,,,,329000.000,
DeferredTaxAssetsTaxDeferredExpenseOther,,,,,,,,,,31500.000,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,,,,,,2300.000,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,22312.000,,,,462700.000,,,,673100.000,,,,1818400.000,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,,,,,,,,,2802.000,2802.000,782944.000,156760.000,8473265.000,1806428.000
DerivativeLiabilities,,,,,,,,,,,,,,2802.000,2802.000,,,8473265.000,1806428.000
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,,2802.000,2802.000,782944.000,156760.000,8473265.000,1806428.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,51523.000,55218.000,63749.000,74601.000,1218517.000,,,,,,,,,,,
DueFromOfficersOrStockholders,,,,,,,,,,7054.000,,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,,302.000,683.000,7054.000,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,44429.000,
EmployeeRelatedLiabilitiesCurrent,,,,,,,,372000.000,219500.000,329000.000,414000.000,503000.000,593000.000,677000.000,767000.000,850408.000,940408.000,940000.000,964000.000
EscrowDeposit,,,,,,,,,,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,100000.000,
ExcessStockSharesOutstanding,,,,,,10678500.000,,,,,,,,,,,,,
FairValueAssumptionsExercisePrice,,,,,,,,,,,,,,0.800,0.800,,0.017,0.017,
FairValueNetAssetLiability,,,,,,,,,,,,,,2802.000,2802.000,782944.000,156760.000,8473265.000,1806428.000
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,,22816.000,22077.000,21339.000,20600.000,19862.000,19123.000,18385.000,17647.000,16908.000,16170.000
InterestPayableCurrent,,,,,,,,,,,,118.000,,22922.000,,,,,
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,447.000,447.000,447.000,447.000,,,,,1143.000
Liabilities,,,,,,,,633035.000,646132.000,857813.000,1064553.000,1343387.000,1282765.000,1476463.000,1687858.000,2524071.000,2455126.000,10755729.000,4530237.000
LiabilitiesAndStockholdersEquity,0.000,26000.000,31506.000,28363.000,43370.000,62861.000,82883.000,30164.000,39090.000,60275.000,126901.000,122062.000,85247.000,71830.000,81072.000,1651958.000,1308860.000,758228.000,371644.000
LiabilitiesCurrent,24803.000,27399.000,65603.000,66749.000,83958.000,44282.000,54299.000,633035.000,646132.000,679380.000,877394.000,911507.000,1159604.000,1476463.000,1687858.000,2524071.000,2455126.000,10755729.000,4530237.000
OperatingLossCarryforwards,,,,,,63749.000,,,,897000.000,,,,,,,,4259000.000,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,,,,,,,13230.000,32491.000,26274.000,71845.000,89313.000,31415.000,4053.000,42824.000,1616202.000,1285454.000,723046.000,326669.000
PrepaidExpenseCurrentAndNoncurrent,,,,,,,,,,,17874.000,,,1000.000,,,,,
ProductLiabilityContingencyAccrualPresentValue,,,,,,,,,90000.000,90000.000,90000.000,90000.000,90000.000,90000.000,90000.000,90000.000,90000.000,90000.000,90000.000
PropertyPlantAndEquipmentGross,,,,,,,,4214.000,4215.000,,,,,,,,,,
PropertyPlantAndEquipmentNet,,,,,,,,3652.000,3442.000,3231.000,7226.000,6806.000,6385.000,5964.000,5543.000,5122.000,4701.000,4279.000,6720.000
RestrictedCashAndCashEquivalents,,26000.000,28356.000,28363.000,41870.000,62761.000,80783.000,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-34803.000,-37399.000,-47241.000,,,,,,-1571199.000,-1901279.000,-2218158.000,-2652238.000,-3082114.000,-3456187.000,-3881795.000,-5809219.000,-6580028.000,-15916881.000,-11755036.000
SecuredDemandNotes,,,,,,,,,,,1200000.000,,,,,,,,
SecurityDeposit,,,,,,,,8937.000,8937.000,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,,,,,,,,,,,2850000.000,3100000.000,3100000.000,20250000.000,5958333.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,,,,,,,,,,,0.800,0.820,0.820,0.270,0.510
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,,,,,,,,,2850000.000,3100000.000,3100000.000,20250000.000,20250000.000
