,2011-11-30,2012-05-31,2012-08-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-33640.000,
CostOfGoodsSold,,,881.000
CostsAndExpenses,3600.000,75910.000,30074.000
DepreciationAndAmortization,,2767.000,
EarningsPerShareBasicAndDiluted,,-0.000,-0.010
GeneralAndAdministrativeExpense,3000.000,8166.000,3658.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-3600.000,-75910.000,-27498.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.000,,
IncomeLossFromExtraordinaryItemsNetOfTaxPerBasicAndDilutedShare,-0.000,,
IncomeTaxExpenseBenefit,0.000,0.000,0.000
IncreaseDecreaseInOtherCurrentLiabilities,,-10497.000,
InterestExpense,600.000,,
NetCashProvidedByUsedInFinancingActivities,,50000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,50000.000,
NetCashProvidedByUsedInOperatingActivities,,-83640.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-83640.000,
NetIncomeLoss,-3600.000,-75910.000,-27498.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,50000.000,
ProfessionalFees,,67744.000,25535.000
Revenues,0.000,0.000,2576.000
SalesRevenueNet,0.000,0.000,2576.000
WeightedAverageNumberOfSharesOutstandingBasic,6101049.000,26432511.000,26432511.000
