,2016-12-31,2017-03-31
AmortizationOfDebtDiscountPremium,63900.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-32549.000,
DerivativeGainLossOnDerivativeNet,-135113.000,
EarningsPerShareBasicAndDiluted,-0.010,-0.040
GainLossOnDerivativeInstrumentsNetPretax,231561.000,
GeneralAndAdministrativeExpense,48287.000,25840.000
IncomeLossFromContinuingOperations,184796.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-674576.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,15946.000,
IncreaseDecreaseInAccruedInterestReceivableNet,-5339.000,
IncreaseDecreaseInDeferredCompensation,32520.000,22000.000
IncreaseDecreaseInDerivativeLiabilities,-135113.000,63112.000
IncreaseDecreaseInPrepaidExpense,36500.000,
InterestExpense,69238.000,99043.000
LeaseAndRentalExpense,1000.000,
NetCashProvidedByUsedInFinancingActivities,150000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,150000.000,
NetCashProvidedByUsedInOperatingActivities,-182549.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-182549.000,
NetIncomeLoss,-157586.000,-674576.000
NonoperatingIncomeExpense,,-363151.000
OperatingExpenses,184796.000,311425.000
OperatingIncomeLoss,-157586.000,-311425.000
OperatingLeasesRentExpenseNet,3000.000,
OtherNonoperatingIncomeExpense,-27210.000,
ProceedsFromNotesPayable,150000.000,
ProductionAndDistributionCosts,58056.000,
ProfessionalFees,45933.000,263585.000
ShareBasedCompensation,22800.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,16529852.000,17734428.000
