,2011-06-30,2011-09-30,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,856288.000,864427.000,783761.000,508940.000,560990.000,586255.000,607853.000,628970.000,629128.000,1034734.000,719030.000,837156.000,850623.000
AccountsPayableTradeCurrent,,,,,,,,,,,500117.000,594747.000,584608.000
AccountsReceivableNetCurrent,228956.000,243985.000,607609.000,200040.000,199928.000,182859.000,222007.000,41.000,50946.000,185342.000,298618.000,334263.000,343087.000
AccruedBonusesCurrent,,,,,,,,,,,,,560000.000
AccruedLiabilitiesCurrent,,,,,,,,,,,199009.000,209628.000,220236.000
AccruedPayrollTaxesCurrent,,,,,,,,,,,2359204.000,2373702.000,2396014.000
AccruedSalariesCurrent,,,,,,,,,,,,,969879.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,69943.000
AdditionalPaidInCapital,7722445.000,8127391.000,11109110.000,15930510.000,16085585.000,16483587.000,15682954.000,14949524.000,10398216.000,5714716.000,5714716.000,5714716.000,5714716.000
AllowanceForDoubtfulAccountsReceivable,,,,,604735.000,604735.000,604735.000,0.000,,66000.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,,66000.000
Assets,316436.000,400260.000,2384565.000,746807.000,723947.000,703387.000,690335.000,634114.000,565460.000,776602.000,859944.000,1274700.000,1267871.000
AssetsCurrent,266670.000,365788.000,767262.000,631906.000,622842.000,615957.000,616100.000,573074.000,522208.000,580775.000,662658.000,530978.000,527121.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,0.000,,,
BankOverdrafts,16003.000,,11721.000,6028.000,12219.000,53404.000,37705.000,1889.000,13727.000,5725.000,3443.000,4124.000,568.000
BusinessAcquisitionContingentConsiderationAtFairValue,,,1104973.000,1104973.000,1083867.000,,,,,,,,
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,0.000,,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireePercentage,,,,,,0.510,0.510,,,,,,
Cash,592.000,8345.000,37908.000,0.000,192.000,1744.000,368.000,241.000,4207.000,16334.000,1180.000,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,4053.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,480000000.000,480000000.000,950000000.000,5900000000.000,5900000000.000,5900000000.000,5900000000.000,5900000000.000,13000000000.000,24400000000.000,24400000000.000,24400000000.000,24400000000.000
CommonStockSharesIssued,168864567.000,197076989.000,558549281.000,7198321.000,9034549.000,77620637.000,1337028459.000,2221746925.000,7187249482.000,12409117011.000,12409117071.000,12409117071.000,12409117071.000
CommonStockSharesOutstanding,168864567.000,197076989.000,558549281.000,7198321.000,9034549.000,77620637.000,1337028459.000,2221746925.000,7187249482.000,12409117011.000,12409117071.000,12409117071.000,12409117071.000
CommonStockValue,168865.000,197077.000,558549.000,7198.000,9035.000,77621.000,1337028.000,2221747.000,7187249.000,12409117.000,12409117.000,12409117.000,12409117.000
CommonStockholdersEquity,-3617079.000,-3520780.000,,,,,,,,,,,
ConvertibleNotesPayable,,,,,,,,,,354693.000,,,
DeferredRevenue,,,,,,,,,98333.000,,78329.000,,
DeferredRevenueCurrent,,,,,,,,,,83330.000,,73328.000,68327.000
DeferredTaxAssetsInProcessResearchAndDevelopment,18546.000,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,0.000,,,,0.000,,0.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,6693900.000,,,,7043090.000,,7123830.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,19687933.000,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,-6693900.000,,,,-7043090.000,,7123830.000,,,
DepositsAssets,17213.000,,,,,,,,,,,,
DerivativeLiabilities,,,,158822.000,146572.000,142275.000,65275.000,65275.000,65275.000,1575.000,1575.000,1575.000,1575.000
DueToOfficersOrStockholdersCurrent,,,,,,,,,,,500000.000,530000.000,
DueToRelatedPartiesCurrent,,,,64673.000,15930.000,7216.000,24687.000,10120.000,0.000,0.000,,368617.000,325094.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,811.000,811.000
EmployeeRelatedLiabilitiesCurrent,1584194.000,1622228.000,1707254.000,1938279.000,2066661.000,2255073.000,2342175.000,2371656.000,2495077.000,2919505.000,3627833.000,3782331.000,3925893.000
EmployeeRelatedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,3782331.000,
EscrowDeposit,,8127.000,3462.000,0.000,,,,,,,,,
FurnitureAndFixturesGross,,,,,,,,,,,,,23135.000
Goodwill,,,742107.000,,,,,,,,,,
IntangibleAssetsNetExcludingGoodwill,,,701250.000,,,,,,,150000.000,150000.000,700000.000,700000.000
IntangibleAssetsNetIncludingGoodwill,,,,,,,,,,,,,700000.000
InterestPayableCurrent,,,,,,,,,,,19904.000,32781.000,45779.000
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,,12504.000,38379.000
InventoryNet,37122.000,37093.000,35003.000,108777.000,105195.000,103839.000,63424.000,251576.000,251200.000,250643.000,184038.000,183038.000,178413.000
Liabilities,3933515.000,3921040.000,3674048.000,3473706.000,3814976.000,4112482.000,4190086.000,4378243.000,4438419.000,5625665.000,6294768.000,7052780.000,7371518.000
LiabilitiesAndStockholdersEquity,316436.000,400260.000,2384565.000,746807.000,723947.000,703387.000,690335.000,634114.000,565460.000,776602.000,859944.000,1274700.000,1267871.000
LiabilitiesCurrent,,3921040.000,3669074.000,3473706.000,3814976.000,4112482.000,4190086.000,4305894.000,4364847.000,5625665.000,6294768.000,7052780.000,7371518.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,0.000,,,
LoansPayable,727577.000,815891.000,542596.000,,,,,,,,,1248387.000,
LoansPayableCurrent,,,,,,,,,,,,1248387.000,1453583.000
LongTermNotesPayable,,,4974.000,0.000,,,0.000,72349.000,,0.000,,,
MachineryAndEquipmentGross,,,,,,,,,,,,,67558.000
MinorityInterest,-248271.000,-257272.000,-273395.000,-358615.000,-364636.000,-371864.000,-376323.000,-382779.000,-385691.000,-404483.000,-433241.000,-439692.000,-444458.000
NotesPayableCurrent,,,,404761.000,598001.000,646040.000,667003.000,680795.000,549747.000,861296.000,1135813.000,,
NotesPayableRelatedPartiesClassifiedCurrent,749453.000,618494.000,623742.000,539909.000,550059.000,553378.000,499547.000,601348.000,578835.000,721075.000,730320.000,738837.000,747430.000
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,673697.000,652407.000,721075.000,,738837.000,
NotesPayableRelatedPartiesNoncurrent,,,,,,,,,73572.000,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,126924.000,120240.000,113556.000,106873.000,100189.000,93302.000,72639.000,65548.000,58456.000,51365.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,26735.000,20051.000,13367.000,6684.000,27550.000,20663.000,28366.000,,14183.000,7092.000
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,15054.000,15054.000,15054.000,15054.000,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,29219.000,29219.000,29219.000,29219.000,15054.000,15054.000,,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,28366.000,28366.000,28366.000,28366.000,29219.000,29219.000,15054.000,15054.000,15054.000,15054.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,27550.000,27550.000,27550.000,27550.000,28366.000,28366.000,29219.000,29219.000,29219.000,29219.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,,,,,,21275.000,,
OperatingLossCarryforwards,,,,,,,,20715000.000,,20952000.000,,,
OtherAssetsNoncurrent,40280.000,26558.000,1597494.000,107500.000,95000.000,82500.000,70000.000,57500.000,40408.000,170000.000,170000.000,720000.000,720000.000
OtherEmployeeRelatedLiabilitiesCurrent,,,,,,,,,,,768629.000,,
OtherInventoryCapitalizedCosts,,13910.000,4637.000,0.000,,,,,,,,,
OtherLiabilities,,,,,,,,,,,0.000,,
OtherPrepaidExpenseCurrent,,,50000.000,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000,37500.000,25000.000,12500.000,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,400000000.000,400000000.000,,,,400000000.000,600000000.000,600000000.000,600000000.000,600000000.000
PreferredStockSharesIssued,0.000,0.000,13859845.000,,,,,,,,,,
PreferredStockSharesOutstanding,0.000,0.000,13859845.000,,,,,,,,,,
PreferredStockSharesSubscribedButUnissuedSubscriptionsReceivable,,,,1155998.000,1154998.000,1123498.000,1113498.000,1113498.000,1108498.000,1087498.000,1087498.000,1087498.000,1087498.000
PreferredStockValue,0.000,0.000,13860.000,,,,,,,,,,
PrepaidExpenseCurrent,,76365.000,36742.000,15818.000,10256.000,20244.000,23030.000,13945.000,15855.000,90956.000,153822.000,1177.000,1568.000
PrepaidExpenseOtherNoncurrent,,,125000.000,87500.000,75000.000,62500.000,50000.000,37500.000,25000.000,0.000,,,
PropertyPlantAndEquipmentGross,,,,,,,,,,,,,90693.000
PropertyPlantAndEquipmentNet,9486.000,7914.000,19809.000,7401.000,6105.000,4930.000,4235.000,3540.000,2844.000,25827.000,27286.000,23722.000,20750.000
RetainedEarningsAccumulatedDeficit,-11260118.000,-11587976.000,-13802580.000,-18812108.000,-19559460.000,-20185822.000,-20570624.000,-21096462.000,-20620224.000,-21926354.000,-22483357.000,-22820162.000,-23140963.000
SecurityDeposit,4521.000,4521.000,21038.000,20000.000,20000.000,20000.000,20000.000,20000.000,15408.000,20000.000,20000.000,20000.000,20000.000
ShortTermBorrowings,,,,,,,,,,,,385800.000,580400.000
StockholdersEquity,-3368808.000,-3263508.000,-2121061.000,-3927034.000,-4229037.000,-4525581.000,-4391778.000,-4629700.000,-3673768.000,-4449080.000,-5006083.000,-5342888.000,-5663689.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-3617079.000,-3520780.000,-2394456.000,-4285649.000,-4593673.000,-4897445.000,-4768101.000,-5012479.000,-4059459.000,-4853563.000,-5439324.000,-5782580.000,-6108147.000
