,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,140589.000,161242.000,134499.000,,,,,,,,,341000.000,319000.000,383000.000,723000.000,964000.000,1013000.000
AccruedLiabilitiesCurrent,,,,132633.000,132633.000,129883.000,125807.000,112269.000,110269.000,110269.000,111604.000,,,,,,
AccruedProfessionalFeesCurrent,,,,,,,,,,,435.000,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,0.000,-1000.000,-2000.000,-7000.000,-12000.000,-17000.000
AdditionalPaidInCapital,7788103.000,7788103.000,7788103.000,7788103.000,7788103.000,7788103.000,7793659.000,7811903.000,7812185.000,7812467.000,7812749.000,10741000.000,11692000.000,14031000.000,13411000.000,13987000.000,15112000.000
Assets,266293.000,257911.000,253454.000,644.000,55.000,20.000,620.000,1232.000,563.000,113.000,513.000,1094000.000,1069000.000,863000.000,787000.000,1224000.000,887000.000
AssetsCurrent,16293.000,7911.000,3454.000,644.000,55.000,20.000,620.000,1232.000,563.000,113.000,513.000,1092000.000,1033000.000,748000.000,574000.000,633000.000,301000.000
Cash,3984.000,217.000,376.000,644.000,55.000,20.000,620.000,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,644.000,55.000,20.000,620.000,1232.000,563.000,113.000,513.000,730000.000,693000.000,580000.000,460000.000,442000.000,132000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,0.970,0.970,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,,,,,,,3771875.000
ClassOfWarrantOrRightOutstanding,,,,,,,,,,,,1850000.000,2025000.000,2321875.000,2421875.000,3271875.000,
CommonStockParOrStatedValuePerShare,,,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,,,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000
CommonStockSharesIssued,,,,27821030.000,27821030.000,27821030.000,28265474.000,28950404.000,28950404.000,28950404.000,28950404.000,28649497.000,33423026.000,33640214.000,33902089.000,33282089.000,33282089.000
CommonStockSharesOutstanding,,,,27821030.000,27821030.000,27821030.000,27821030.000,28950404.000,28950404.000,28950404.000,28950404.000,28649497.000,33423026.000,33640214.000,33902089.000,33282089.000,33282089.000
CommonStockValue,,,,278210.000,278210.000,278210.000,282654.000,289504.000,289504.000,289504.000,289504.000,286000.000,334000.000,337000.000,339000.000,333000.000,333000.000
DeferredIncomeTaxAssetsNet,,,,,,,3207.000,,,,530007.000,,,,,,
DeferredTaxAssetsGross,,,,,,,,,,,,773000.000,,,,2239000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,,,,,,,0.000,,,,,
DeferredTaxAssetsNet,,,,,,,0.000,,,,0.000,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,1549433.000,,,,1558843.000,342000.000,,,,1196000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,,,,,,431000.000,,,,1043000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,1549433.000,,,,1558843.000,773000.000,,,,2239000.000,
DepositsAssetsNoncurrent,,,,,,,,,,,,,,,,50000.000,50000.000
DueFromRelatedPartiesCurrent,,,,,,,,,,,,61000.000,,,,,
DueToOfficersOrStockholdersCurrent,95452.000,114837.000,134384.000,,,,,,,,,,,,,,
DueToRelatedPartiesCurrent,1527.000,1519.000,991.000,140875.000,141375.000,145925.000,142051.000,135551.000,138951.000,139401.000,140701.000,62000.000,92000.000,92000.000,42000.000,78000.000,178000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,,,,,,,,2900000.000,313000.000,258000.000,228000.000,225000.000,599000.000
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,,,,1.000,1.000,1.000,1.000,1.000
IntangibleAssetsNetExcludingGoodwill,250000.000,250000.000,250000.000,,,,,,,,,,,,,,
Liabilities,245595.000,283024.000,271259.000,273508.000,274008.000,275808.000,267858.000,247820.000,249220.000,249670.000,252305.000,403000.000,411000.000,475000.000,765000.000,1042000.000,1191000.000
LiabilitiesAndStockholdersEquity,266293.000,257911.000,253454.000,644.000,55.000,20.000,620.000,1232.000,563.000,113.000,513.000,1094000.000,1069000.000,863000.000,787000.000,1224000.000,887000.000
LiabilitiesCurrent,,,,273508.000,274008.000,275808.000,267858.000,247820.000,249220.000,249670.000,252305.000,403000.000,411000.000,475000.000,765000.000,1042000.000,1191000.000
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,,,,,,,,,,,,150000.000,150000.000
MinorityInterest,,,,,,,,,,,,-98000.000,-165000.000,-342000.000,-310000.000,-320000.000,-411000.000
NotesPayableCurrent,8027.000,5426.000,1385.000,0.000,0.000,0.000,0.000,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,1523000.000,1523000.000,1523000.000,1523000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,,,121000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,217000.000,217000.000,217000.000,220000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,213000.000,213000.000,213000.000,216000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,210000.000,210000.000,210000.000,213000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,139000.000,139000.000,139000.000,210000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,744000.000,744000.000,744000.000,543000.000,
OperatingLeasesOfLessorContingentRentalsBasisSpreadOnVariableRate,,,,,,,,,,,,,,,,0.015,
OperatingLossCarryforwards,,,,,,,,,,,,900000.000,,,,3100000.000,
OperatingLossCarryforwardsValuationAllowance,,,,,,,526807.000,,,,3199.000,,,,,,
OtherNotesPayableCurrent,,,,0.000,0.000,0.000,0.000,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000
PreferredStockSharesIssued,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
PreferredStockSharesOutstanding,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
PreferredStockValue,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
PrepaidExpenseCurrent,12309.000,7694.000,3078.000,0.000,0.000,0.000,0.000,,,,,301000.000,340000.000,168000.000,114000.000,91000.000,69000.000
PropertyPlantAndEquipmentGross,,,,,,,,,,,,2000.000,37000.000,117000.000,220000.000,553000.000,553000.000
PropertyPlantAndEquipmentNet,,,,,,,,,,,,2000.000,36000.000,115000.000,213000.000,541000.000,536000.000
RestrictedCashAndCashEquivalents,,,,,,,,,,,,,,,,100000.000,100000.000
RetainedEarningsAccumulatedDeficit,-7976232.000,-8022043.000,-8014735.000,-8269794.000,-8270883.000,-8272718.000,-8274168.000,-8278612.000,-8280963.000,-8282145.000,-8284662.000,-10169000.000,-11134000.000,-13569000.000,-13349000.000,-13749000.000,-15269000.000
SaleOfStockPricePerShare,,,,,,,,,,,,,,,,1.080,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingIntrinsicValue,,,,,,,,4500.000,4500.000,4500.000,4500.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,,,,,,,,,0.090,0.090,0.990,1.030,1.100
SharePrice,,,,,,,0.022,0.036,0.036,,0.036,,,,,,
SharesOutstanding,,,,,,,,,,,,,,,,,32235525.000
StockholdersEquity,20698.000,-25113.000,-17805.000,-272864.000,-273953.000,-275788.000,-267238.000,-246588.000,-248657.000,-249557.000,-251792.000,789000.000,823000.000,730000.000,332000.000,502000.000,107000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,20698.000,-25113.000,-17805.000,-272864.000,-273953.000,-275788.000,-267238.000,-246588.000,-248657.000,-249557.000,-251792.000,691000.000,658000.000,388000.000,22000.000,182000.000,-304000.000
TreasuryStockShares,798918.000,798918.000,798918.000,,,798918.000,798918.000,,,,798918.000,714750.000,714750.000,714750.000,714750.000,714750.000,714750.000
TreasuryStockValue,69383.000,69383.000,69383.000,69383.000,69383.000,69383.000,69383.000,69383.000,69383.000,69383.000,69383.000,69000.000,69000.000,69000.000,69000.000,69000.000,69000.000
