,2012-03-31,2012-06-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccretionExpense,,,,,600000.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,291998.000,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,55000.000,,
AmortizationOfFinancingCosts,,,,,,,20000.000,,
AmortizationOfFinancingCostsAndDiscounts,,,44421.000,48606.000,,,75096.000,,
AssetImpairmentCharges,,,,,,,57032.000,420336.000,13010.000
AssetRetirementObligationAccretionExpense,,,15137.000,30735.000,,,29808.000,,
AssetRetirementObligationLiabilitiesIncurred,,,0.000,62524.000,,,36155.000,,
AssetRetirementObligationLiabilitiesSettled,,,0.000,0.000,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,-5558894.000,,-18371445.000,,-1479501.000
BusinessAcquisitionsProFormaRevenue,,,,,1473343.000,,1610421.000,,1806834.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,868929.000,,0.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,75419.000,,,,-533378.000,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,0.000,,,,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,0.000,,,,,,
DepreciationAmortizationAndAccretionNet,244666.000,247167.000,386055.000,387184.000,763529.000,958298.000,1050315.000,1121205.000,1153208.000
DerivativeGainLossOnDerivativeNet,,,,,,,,16717853.000,2716702.000
DerivativeGainOnDerivative,,,,,65087.000,,,,
DerivativeLossOnDerivative,,,,,,,14702680.000,,
DirectCostsOfLeasedAndRentedPropertyOrEquipment,,,,,,,,749722.000,693633.000
DividendsPreferredStock,,,34606.000,56287.000,76216.000,1481677.000,2860711.000,1802698.000,1637235.000
DividendsPreferredStockStock,,,,,,,-152460.000,,
ExtinguishmentOfDebtAmount,,,,,155000.000,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,0.575,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,0.008,,
ForeignCurrencyTransactionGainLossRealized,6661.000,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,0.000,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,78000.000,,,,0.000
GainsLossesOnSalesOfAssets,8121.000,,0.000,0.000,0.000,0.000,,,
GeneralAndAdministrativeExpense,2113490.000,1776179.000,1727022.000,1199293.000,1726509.000,1723571.000,1837971.000,1913380.000,2041300.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,960781.000,308287.000,,,,,,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.080,-0.090,-0.090,-0.070,-0.170,-0.160,-0.710,0.350,-0.130
IncomeTaxesPaid,,,0.000,,,,0.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-193828.000,,,,-520922.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,66502.000,,,,0.000,,
IncreaseDecreaseInAccountsReceivable,,,-99206.000,,,,130469.000,,
IncreaseDecreaseInAccountsReceivableRelatedParties,,,8000.000,,,,8000.000,,
IncreaseDecreaseInDeferredLiabilities,,,39799.000,,,,66769.000,,
IncreaseDecreaseInDeferredRevenue,,,-133876.000,,,,191520.000,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,,,154093.000
