,2011-08-31,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2014-02-28,2014-05-31
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,,,,,125032.000,49025.000,
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebtSubsequentAdjustments,,,,,,,49025.000,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,86100.000,,,,
AmortizationOfDebtDiscountPremium,,,,19405.000,,50000.000,37000.000,
AmortizationOfDeferredCharges,,548.000,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,186547.000,,1171.000,1058.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-52143.000,,,,-8082.000,-930.000,
CostsAndExpenses,197388.000,,,,,,,
DebtConversionConvertedInstrumentAmount1,,,,,,,21805.000,
DebtConversionConvertedInstrumentSharesIssued1,,,,,,338299477.000,55488046.000,
DebtInstrumentConvertibleConversionRatio,,,,,,,0.500,
DebtInstrumentConvertibleEffectiveInterestRate,,,,,,,0.080,
DebtInstrumentConvertibleIfConvertedValueInExcessOfPrincipal,,,,,,14739.000,80310.000,
DebtInstrumentConvertibleInterestExpense,,,,,,,2000.000,
DepreciationAmortizationAndAccretionNet,,,,,,,5228.000,
DepreciationDepletionAndAmortization,,7068.000,7067.000,7067.000,7068.000,7068.000,5228.000,
DerivativeGainLossOnDerivativeNet,,,,,,14739.000,24512.000,
DerivativeLossOnDerivative,,,,6.945,,48458.000,96441.000,293472.000
EarningsPerShareBasic,-0.010,,,0.000,,0.000,0.000,0.000
EarningsPerShareBasicAndDiluted,,0.000,0.000,,,,,
FairValueAssumptionsExpectedDividendRate,,,,0.000,,0.000,0.000,
FairValueAssumptionsExpectedVolatilityRate,,,,,,8.370,25.830,
FairValueAssumptionsRiskFreeInterestRate,,,,0.001,,0.011,0.015,
FairValueAssumptionsWeightedAverageVolatilityRate,,,,1.730,,,,
FairValueOptionChangesInFairValueGainLoss1,,,,-48123.000,,,,
GainsLossesOnExtinguishmentOfDebt,3072147.000,,,,,54961.000,31091.000,
GeneralAndAdministrativeExpense,192232.000,234487.000,380819.000,281752.000,112507.000,68753.000,69748.000,69031.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,-225823.000,,,,-176772.000,-203566.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,4514.000,,,,9093.000,-877.000,
IncreaseDecreaseInAccountsPayableRelatedParties,,15550.000,,,,48000.000,48000.000,
IncreaseDecreaseInDerivativeLiabilities,,,,-81677.000,,64739.000,37000.000,
IncreaseDecreaseInOtherCurrentAssets,,,,,,-61.000,-1500.000,
InterestExpense,,,,,,2970.000,,
InterestExpenseDebt,897816.000,1287.000,45999.000,134284.000,122132.000,58559.000,32149.000,33214.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,66000.000,,,,39726443.000,,
NetCashProvidedByUsedInFinancingActivities,,80000.000,,,,,23195.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,80000.000,,,,,23195.000,
NetCashProvidedByUsedInOperatingActivities,,-132143.000,,,,-8082.000,-24125.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-132143.000,,,,-8082.000,-24125.000,
NetIncomeLoss,-315303.000,-225823.000,-393182.000,-400246.000,-233632.000,-176772.000,-203566.000,-395717.000
NonoperatingIncomeExpense,-118755.000,,,,,,,
OperatingCostsAndExpenses,5156.000,,,,,,,
OperatingExpenses,,241555.000,387886.000,288819.000,144575.000,75821.000,74976.000,69031.000
OperatingIncomeLoss,-196548.000,-224536.000,-347183.000,-272907.000,-116241.000,-69755.000,-74976.000,-69031.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,,33719.000,16131.000,
OtherNoncashIncomeExpense,,-1287.000,-45999.000,-127339.000,-117391.000,-107017.000,-128590.000,-326686.000
PaymentsOfDebtIssuanceCosts,,,,,,,505.000,
ProceedsFromConvertibleDebt,,,,,,,23700.000,
ProceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,,,,212007.000,,,,
ProfessionalFees,,,,50000.000,,,,
Revenues,840.000,17019.000,40703.000,15912.000,28334.000,6066.000,,
SalesRevenueNet,840.000,17019.000,40703.000,15912.000,28334.000,6066.000,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,,,23805.000,
UnrealizedGainLossOnDerivatives,-2293086.000,,,6945.000,,48458.000,96441.000,
WeightedAverageNumberOfSharesOutstandingBasic,186523767.000,200784568.000,204937339.000,223047954.000,-393053112.000,575443855.000,133054210.000,165680611.000
