,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AllocatedShareBasedCompensationExpense,,,,,,,,,,4250.000,,4250.000,4250.000,4250.000
AmortizationOfDebtDiscountPremium,,,5748658.000,,219398.000,,,3756944.000,,,,773920.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,123121119.000,,,171022597.000,,,,290158353.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,17881.000,,-75694.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,-141944.000,,,,30226.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,-25929226.000,19949629.000,-19079391.000,16748185.000,-253234.000,-31314705.000,36237105.000
ConcentrationRiskPercentage1,,,,,,,,0.450,,,,,,
CostOfGoodsAndServicesSold,20829.000,11013.000,,,,,,,,,,,,
CostOfGoodsSold,,,,,,,,115679.000,1728552.000,1488293.000,159146.000,362266.000,86827.000,111513.000
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,,4051870.000,,,,,,
DebtConversionOriginalDebtAmount1,,,,,96319.000,,,191184.000,,,,,,
DebtInstrumentConvertibleInterestExpense,,,,145854.000,,,,,,,,,,
DepreciationAndAmortization,,,,,,,,19784.000,20251.000,20964.000,20930.000,19629.000,19811.000,20218.000
EarningsPerShareBasic,,0.030,,,-0.850,1.640,-0.450,-0.290,0.220,-0.200,0.180,-0.000,,0.100
EarningsPerShareBasicAndDiluted,-0.030,,-57.760,1.480,,,,,,,,,-0.270,
EarningsPerShareDiluted,,0.000,,,,,,,,,,,,0.000
EffectOfExchangeRateOnCash,,,,,,,,-5928.000,,,,6491.000,,
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersOutOfLevel3,,,,,-1262932.000,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,,,,1790287.000,,,,,,,,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,,,,,,,,-21752944.000,22862151.000,-16556422.000,18531330.000,1171320.000,-28814582.000,37132403.000
GainLossOnDerivativeInstrumentsNetPretax,953310.000,2205286.000,-11305883.000,5514096.000,-1790287.000,7775011.000,5116.000,,,,,,,
GeneralAndAdministrativeExpense,72282.000,198517.000,90843.000,429768.000,596787.000,586656.000,611847.000,,,,,,,
GrossProfit,8518.000,24118.000,424.000,,,,,668929.000,865445.000,833877.000,406974.000,428040.000,245866.000,160192.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-17160300.000,2639728.000,-2626213.000,6356400.000,-1803959.000,-25922129.000,19960770.000,-19092527.000,16761665.000,-270034.000,-31303288.000,36233359.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2307029.000,1888173.000,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,23640.000,,51298.000,,,-55835.000,,,,481228.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,-75032.000,,,,371145.000,,
IncreaseDecreaseInDeferredRevenue,,,,,,,,-336334.000,,,,-97294.000,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,,,,,,-1139486.000,,
IncreaseDecreaseInInventories,,,,,,,,10580.000,,,,-4934.000,,
IncreaseDecreaseInOtherOperatingAssets,,,,,,,,7000.000,,,,934.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,291830.000,,,,-9735.000,,
InterestExpense,,127390.000,5763998.000,2444600.000,243353.000,836384.000,1197228.000,3784885.000,1686014.000,1883300.000,972603.000,852906.000,1828444.000,687899.000
InterestIncomeOperating,,,,,,,,,,,,,,-37190422.000
InterestPaid,,,,,,,,334.000,,,,17475.000,,
LeaseAndRentalExpense,,,,,,,,37283.000,25057.000,26178.000,10325.000,20458.000,13403.000,8460.000
NetCashProvidedByUsedInFinancingActivities,,,100000.000,,,,,729365.000,,,,542907.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,100000.000,,,,,729365.000,,,,542907.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,-3748.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,-3748.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-82119.000,,-75694.000,,,-861633.000,,,,-519172.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-82119.000,,-75694.000,,,-861633.000,,,,-519172.000,,
NetIncomeLoss,,,-17160300.000,2639728.000,-2626213.000,6356400.000,-1803959.000,-25922129.000,19960770.000,-19092527.000,16732665.000,-270034.000,-31303288.000,36233359.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,25922129.000,-19960770.000,19092527.000,-16732665.000,-270034.000,31303288.000,-36233359.000
NetIncomeLossAttributableToNonredeemableNoncontrollingInterest,,,,,,6356400.000,,,,,,,,
NetIncomeLossAvailableToCommonStockholdersBasic,,1846923.000,-17165700.000,2637853.000,-2628088.000,6354525.000,-1805834.000,-25924004.000,19958895.000,-19094402.000,16730790.000,-271909.000,-31305163.000,36231484.000
OperatingExpenses,99476.000,220652.000,90843.000,429768.000,,,,1208358.000,2080812.000,1507661.000,1356114.000,1016488.000,928785.000,429356.000
OperatingIncomeLoss,-90958.000,-196534.000,-90419.000,-429768.000,-596787.000,-586656.000,-611847.000,-539429.000,-1215367.000,-673784.000,-949140.000,-588448.000,-682919.000,-269164.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,-7097.000,-11141.000,13136.000,15520.000,16800.000,-11417.000,3746.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,,,,,,,,,,,,1800.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,3748.000,,,,,,
PreferredStockDividendsIncomeStatementImpact,,41250.000,5400.000,1875.000,1875.000,1875.000,1875.000,1875.000,1875.000,1875.000,1875.000,1875.000,1875.000,1875.000
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,,,,,,,472000.000,,,,,,
ProceedsFromRepaymentsOfNotesPayable,,,,,,,,300000.000,,,,640650.000,,
ProfitLoss,-2307029.000,1888173.000,,,,,,,,,,,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,,,,,,0.000,0.000,0.000,0.000,,,
RepaymentsOfDebt,,,,,,,,3735.000,,,,3543.000,,
RepaymentsOfNotesPayable,,,,,,,,,,,,92400.000,,
RepaymentsOfRelatedPartyDebt,,,,,,,,38900.000,,,,,,
Revenues,29347.000,35131.000,424.000,,,,,784608.000,2593997.000,2322170.000,566120.000,790306.000,332693.000,271705.000
SalesRevenueNet,29347.000,35131.000,424.000,,,,,784608.000,2593997.000,2322170.000,566120.000,790306.000,332693.000,271705.000
SellingExpense,27194.000,22135.000,,,,,,,,,,,,
SellingGeneralAndAdministrativeExpense,,,,,,,,1188574.000,2060561.000,1486697.000,1335184.000,996859.000,908974.000,409138.000
ShareBasedCompensation,,,,,493750.000,,,312500.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsExercised,,,,,,,,8700000.000,,,,,,
StockIssued1,,,2600000.000,,,,,,,,,,,
StockIssuedDuringPeriodValueShareBasedCompensationGross,,,,,,,,,,,,102109.000,,
UnrealizedGainLossOnDerivatives,,,-11305883.000,,-1790287.000,,,21752944.000,,,,1171320.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,,,,,,,,500000000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,297166.000,1781038.000,3079630.000,3879121.000,4019694.000,89934196.000,92334401.000,96085012.000,-184014492.000,98381445.000,114109046.000,
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,,,,,,,,353913823.000
