,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,,,,,,,,,,107720.000
AmortizationOfFinancingCosts,,,,,,,,,,,308434.000,297242.000,,294857.000,271748.000,250100.000,259928.000,578140.000
AmortizationOfFinancingCostsAndDiscounts,,34792.000,,,,,,,,319936.000,,,,294857.000,,,,578140.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,359001.000,529001.000,1629001.000,2778998.000,5605867.000,5972535.000,5754535.000,-4236467.000,13990471.000,,13984016.000,,12887016.000,2758553.000,2912069.000,-14739558.000,3619331.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,4000000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-48183.000,,,,588578.000,,,,-1140368.000,,,,509170.000,,,,-929431.000
CostOfRevenue,78025.000,104957.000,300729.000,671412.000,1249246.000,372615.000,204305.000,489416.000,1725612.000,2242475.000,5158443.000,3296144.000,3710301.000,3180562.000,6262807.000,6986834.000,6796792.000,3279120.000
Depreciation,,1500.000,,,,2785.000,,,,4779.000,,,,,,,,3234.000
EarningsPerShareBasic,,,,,,,,,,,0.020,,,,0.060,,,
EarningsPerShareBasicAndDiluted,-0.020,-0.030,-0.020,-0.060,-0.010,-0.030,-0.040,-0.040,-0.090,-0.080,,-0.020,,-0.080,,-0.400,,-0.260
EarningsPerShareDiluted,,,,,,,,,,,0.010,,,,0.060,,,
GoodwillImpairmentLoss,,,,,,,,,,,,,,,670000.000,,,0.000
GrossProfit,164774.000,66495.000,194480.000,181926.000,644108.000,181062.000,72629.000,173728.000,1900976.000,1778809.000,5603130.000,4094094.000,4410769.000,2288773.000,2986603.000,2544008.000,4716668.000,2047043.000
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,,,,,,,,,,,,468751.000
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,,,,,,,,,,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-316682.000,-377162.000,-277714.000,-829616.000,-262948.000,-687810.000,-880112.000,-917750.000,-1925891.000,-2054461.000,415591.000,-658540.000,-426499.000,-2401655.000,1873201.000,-2375846.000,-1343933.000,-2026359.000
IncomeTaxExpenseBenefit,0.000,0.000,,,,,,,,,,,,,,,,
IncomeTaxesPaid,,0.000,,,,,,,,,,,,20000.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,110614.000,,,,-542606.000,,,,303164.000,,,,-930265.000,,,,-195150.000
IncreaseDecreaseInAccountsReceivable,,39882.000,,,,-317606.000,,,,208216.000,,,,-2051072.000,,,,-1840549.000
IncreaseDecreaseInDeferredRevenue,,,,,,,,,,-17200.000,,,,1970.000,,,,
IncreaseDecreaseInOtherCurrentAssets,,0.000,,,,2000.000,,,,-4993.000,,,,-25413.000,,,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,804.000,,,,4390.000,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,0.000,,,,-17623.000,,,,-45008.000,,,,-5758.000,,,,-2071.000
InterestExpense,,39280.000,126625.000,147148.000,-588.000,,,,,,,,,,,,,711446.000
InterestExpenseDebt,,,,,,,,,,,,,,,,,,133306.000
InterestIncomeExpenseNet,,,,,,533.000,461.000,271.000,-674612.000,-923270.000,,,,-885327.000,-762307.000,-1067964.000,,
InterestIncomeExpenseNonoperatingNet,,,,,,,,,,,-934787.000,-1000898.000,,,,,,
InterestPaid,,3765.000,,,,,,,,221669.000,,,,325828.000,,,,550695.000
NetCashProvidedByUsedInFinancingActivities,,174651.000,,,,1256870.000,,,,-308880.000,,,,633945.000,,,,-176927.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,174651.000,,,,1256870.000,,,,-308880.000,,,,633945.000,,,,-176927.000
NetCashProvidedByUsedInInvestingActivities,,,,,,-6856.000,,,,,,,,,,,,-141062.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,-6856.000,,,,,,,,,,,,-141062.000
NetCashProvidedByUsedInOperatingActivities,,-222834.000,,,,-661436.000,,,,-831488.000,,,,-124775.000,,,,-611442.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-222834.000,,,,-661436.000,,,,-831488.000,,,,-124775.000,,,,-611442.000
NetIncomeLoss,-316682.000,-377162.000,-277714.000,-829616.000,-262948.000,-687810.000,-880112.000,-917750.000,-1925891.000,-2054461.000,415591.000,-658540.000,-426499.000,-2401655.000,1873201.000,-2375846.000,-1343933.000,-2026359.000
NonoperatingIncomeExpense,,,,,,,,,,,,,,,2982189.000,-1067964.000,,1183117.000
OperatingExpenses,481456.000,404377.000,345569.000,864394.000,907644.000,869405.000,953202.000,1091749.000,3152255.000,2910000.000,4252752.000,3751736.000,3920278.000,3805101.000,,,,5256519.000
OperatingIncomeLoss,,-337882.000,-151089.000,-682468.000,-263536.000,-688343.000,-880573.000,-918021.000,-1251279.000,-1131191.000,1350378.000,342358.000,490491.000,-1516328.000,-1108988.000,-1307882.000,-849455.000,-3209476.000
OperatingLeasesRentExpenseNet,,,,,,,,,,38302.000,37719.000,42322.000,80390.000,61986.000,76409.000,73385.000,-56596.000,40212.000
OtherDepreciationAndAmortization,,,,,,,,,,,,,,99360.000,,,,
PaidInKindInterest,,,,,,,,,,88667.000,,,,120284.000,121166.000,,,
PaymentsOfDebtIssuanceCosts,,25983.000,,,,,,,,,,,,,,,,
PaymentsOfStockIssuanceCosts,,,,,,16291.000,,,,,,,,,,,,
PaymentsToAcquireMachineryAndEquipment,,,,,,6856.000,,,,,,,,,,,,5821.000
PaymentsToDevelopSoftware,,,,,,,,,,,,,,,,,,135241.000
ProceedsFromIssuanceOfCommonStock,,0.000,,,,1273161.000,,,,,,,,500000.000,,,,3820001.000
ProceedsFromIssuanceOfWarrants,,,,,,,,,,6921.000,,,,,,,,
ProceedsFromLongTermLinesOfCredit,,300000.000,,,,,,,,,,,,,,,,
ProceedsFromNotesPayable,,257850.000,,,,,,,,,,,,2100000.000,,,,
ProvisionForDoubtfulAccounts,,,,,,,,,,7207.000,,,,5330.000,,,,-8277.000
RepaymentsOfNotesPayable,,57216.000,,,,,,,,315801.000,,,,366055.000,,,,3996928.000
RestrictedStockExpense,,,,,,55980.000,55477.000,57665.000,59294.000,186020.000,117822.000,,,,,2671.000,,
RestructuringCosts,,,,,,,,,,,,,,,,,,377961.000
