,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,16742.000,8027.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,0.000,,,,,,
AccountsPayableCurrent,26170.000,22232.000,10885.000,2648.000,2886.000,7288.000,4772.000,7740.000,17413.000,,
AdditionalPaidInCapital,9500.000,9500.000,9500.000,9500.000,9500.000,9500.000,9500.000,9500.000,9500.000,9500.000,9500.000
Assets,4052.000,49.000,2510.000,2049.000,1520.000,1494.000,1784.000,2392.000,3041.000,3238.000,3878.000
AssetsCurrent,4052.000,49.000,2510.000,2049.000,1520.000,1494.000,1784.000,2392.000,3041.000,3238.000,3878.000
Cash,4052.000,49.000,2510000.000,2049.000,1520.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,1494.000,1784.000,2392.000,3041.000,3238.000,3878.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockSharesOutstanding,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockValue,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000,500.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,32118.000,41483.000,50560.000,58063.000,66280.000,,,,,,
DueToRelatedPartiesCurrent,,,,,7000.000,,,,12000.000,5000.000,3400.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,3400.000
LiabilitiesAndStockholdersEquity,4052.000,49.000,2510.000,2049.000,1520.000,1494.000,1784.000,2392.000,3041.000,3238.000,3878.000
LiabilitiesCurrent,26170.000,31532.000,43070.000,50112.000,57800.000,69202.000,79336.000,89304.000,99630.000,110959.000,122244.000
NotesPayableRelatedPartiesClassifiedCurrent,,5900.000,28785.000,44064.000,51514.000,58514.000,71164.000,78164.000,78817.000,90817.000,110817.000
OperatingLossCarryforwards,32000.000,41000.000,41000.000,58000.000,66000.000,78000.000,88000.000,97000.000,107000.000,118000.000,128000.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
RetainedEarningsAccumulatedDeficit,,,,,,-77708.000,-87552.000,-96912.000,-106589.000,-117721.000,-128366.000
StockholdersEquity,-22118.000,-31483.000,-40560.000,-48063.000,-56280.000,-67708.000,-77552.000,-86912.000,-96589.000,-107721.000,-118366.000
