,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableCurrent,3393000.000,4255000.000,5407000.000,4676000.000,5558000.000,6987000.000,8545000.000,8158000.000,9388000.000
AccruedBonusesCurrent,,,8611000.000,,,,7167000.000,,
AccruedVacationCurrent,,,1052000.000,,,,1632000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,17115000.000,,,,22399000.000,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,11000.000,-69000.000,-24000.000,22000.000,1000.000,33000.000,8000.000,-24000.000,-153000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,-97000.000,-397000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,-121000.000,-550000.000
AdditionalPaidInCapitalCommonStock,196850000.000,202608000.000,213402000.000,221354000.000,231315000.000,243772000.000,255610000.000,277729000.000,287775000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,300000.000,200000.000,100000.000,100000.000,200000.000,100000.000,100000.000
AssetRetirementObligation,,,100000.000,200000.000,200000.000,200000.000,200000.000,200000.000,200000.000
AssetRetirementObligationsNoncurrent,127000.000,123000.000,,,,,,,
Assets,243392000.000,263572000.000,283927000.000,292673000.000,307482000.000,327780000.000,364674000.000,387273000.000,404122000.000
AssetsCurrent,182879000.000,196579000.000,196901000.000,204884000.000,233937000.000,243103000.000,278863000.000,295455000.000,302279000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,98446000.000,100841000.000,104373000.000,105170000.000,107755000.000,108183000.000,108940000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,40764000.000,,44989000.000,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,40764000.000,,44989000.000,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,0.000,,0.000,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,10876000.000,20506000.000,19814000.000,27072000.000,36361000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,10869000.000,20503000.000,19815000.000,27024000.000,36199000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,98446000.000,100841000.000,104373000.000,105170000.000,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,68901000.000,,93497000.000,84664000.000,87941000.000,81111000.000,72579000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,93519000.000,84714000.000,87962000.000,81119000.000,72530000.000
AvailableForSaleSecuritiesDebtSecurities,,,98407000.000,100876000.000,104388000.000,105217000.000,,,
AvailableForSaleSecuritiesDebtSecuritiesCurrent,95048000.000,77850000.000,68858000.000,72772000.000,93519000.000,84714000.000,87962000.000,81119000.000,72530000.000
AvailableForSaleSecuritiesDebtSecuritiesNoncurrent,11292000.000,14962000.000,29549000.000,28104000.000,10869000.000,20503000.000,19815000.000,27024000.000,36199000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,98407000.000,100876000.000,104388000.000,105217000.000,107777000.000,108143000.000,108729000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,66000.000,15000.000,30000.000,12000.000,22000.000,67000.000,215000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses1,,,0.000,,0.000,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses1,,,66000.000,,30000.000,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses1,,,66000.000,,30000.000,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,27000.000,50000.000,45000.000,59000.000,44000.000,27000.000,4000.000
BusinessAcquisitionContingentConsiderationAtFairValue,,,0.000,,,,,,
CashAndCashEquivalentsAtCarryingValue,38990000.000,51313000.000,59407000.000,77389000.000,77537000.000,83288000.000,96178000.000,124775000.000,128720000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,8536635.000,9750490.000,9750490.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,240000000.000,240000000.000,240000000.000,240000000.000,240000000.000,240000000.000,240000000.000,240000000.000,240000000.000
CommonStockSharesIssued,28675857.000,28809331.000,29041530.000,29502236.000,29911841.000,30107980.000,30346395.000,31104462.000,31492976.000
CommonStockSharesOutstanding,28675857.000,28809331.000,29041530.000,29502236.000,29911841.000,30107980.000,30346395.000,31104462.000,31492976.000
CommonStockValue,28000.000,28000.000,28000.000,29000.000,29000.000,29000.000,30000.000,30000.000,31000.000
CostMethodInvestments,,,,,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000
DeferredRentCreditCurrent,,,244000.000,,,,425000.000,,
DeferredRevenueCurrent,37546000.000,45403000.000,50606000.000,50916000.000,52465000.000,55796000.000,65763000.000,66224000.000,69073000.000
DeferredRevenueNoncurrent,8640000.000,8358000.000,10964000.000,14397000.000,14761000.000,15851000.000,24478000.000,24312000.000,25000000.000
DeferredTaxAssetsDeferredIncome,,,4236000.000,,,,4209000.000,,
DeferredTaxAssetsGross,,,15089000.000,,,,17091000.000,,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,810000.000,,,,731000.000,,
DeferredTaxAssetsInventory,,,1568000.000,,,,1397000.000,,
DeferredTaxAssetsLiabilitiesNet,,,11339000.000,,,,13023000.000,,
DeferredTaxAssetsNetCurrent,7005000.000,5622000.000,1719000.000,1695000.000,1699000.000,1261000.000,1374000.000,12912000.000,12392000.000
DeferredTaxAssetsNetNoncurrent,3561000.000,3558000.000,9620000.000,9624000.000,9621000.000,9626000.000,11649000.000,11635000.000,11635000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,822000.000,,,,202000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,2100000.000,,,,300000.000,,
DeferredTaxAssetsOther,,,680000.000,,,,370000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,5670000.000,,,,7155000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,790000.000,,,,1974000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,117000.000,,,,65000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,310000.000,,,,314000.000,,
DeferredTaxLiabilities,,,3750000.000,,,,4068000.000,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,2044000.000,,,,1579000.000,,
DeferredTaxLiabilitiesOther,,,0.000,,,,8000.000,,
DeferredTaxLiabilityNotRecognizedCumulativeAmountOfTemporaryDifference,,,1100000.000,,,,2100000.000,,
DueToRelatedPartiesCurrent,,,174000.000,,,,0.000,,
EmployeeRelatedLiabilitiesCurrent,6792000.000,9299000.000,10618000.000,9717000.000,10822000.000,10445000.000,10369000.000,9599000.000,11313000.000
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInEntitysCountryOfDomicile,,,11504000.000,,,,13195000.000,,
EntityWideDisclosureOnGeographicAreasLongLivedAssetsInForeignCountries,,,729000.000,,,,2243000.000,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,2374000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,1400000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,400000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,1400000.000,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,1400000.000,,
FiniteLivedIntangibleAssetsGross,,,,,,,6830000.000,,
FiniteLivedIntangibleAssetsNet,,,,,,,4456000.000,,
Goodwill,15135000.000,15135000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000
IntangibleAssetsNetExcludingGoodwill,6326000.000,6074000.000,5822000.000,5481000.000,5139000.000,4798000.000,4456000.000,4115000.000,3773000.000
InventoryFinishedGoods,,,2062000.000,2040000.000,1848000.000,1174000.000,1612000.000,1705000.000,1209000.000
InventoryNet,3523000.000,4568000.000,4285000.000,5293000.000,5868000.000,6136000.000,6880000.000,7247000.000,7107000.000
Liabilities,68181000.000,80688000.000,86070000.000,86750000.000,90506000.000,97100000.000,119548000.000,120183000.000,125197000.000
LiabilitiesAndStockholdersEquity,243392000.000,263572000.000,283927000.000,292673000.000,307482000.000,327780000.000,364674000.000,387273000.000,404122000.000
LiabilitiesCurrent,59414000.000,72207000.000,74415000.000,71542000.000,74988000.000,80453000.000,94345000.000,94301000.000,98659000.000
LiabilityForUncertainTaxPositionsCurrent,,,,,,,,600000.000,600000.000
OperatingLeasesFutureMinimumPaymentsDue,,,6861000.000,,,,5898000.000,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,1945000.000,,,,2382000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,282000.000,,,,118000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,830000.000,,,,290000.000,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,1725000.000,,,,973000.000,,
