,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2016-03-31
AccretionExpense,,0.000,4000.000,4000.000,12000.000,4000.000,,
AdvertisingExpense,90000.000,,,,,,,
AllocatedShareBasedCompensationExpense,350000.000,1040000.000,1343000.000,1257000.000,-3345000.000,2391000.000,2807000.000,3012000.000
AmortizationOfIntangibleAssets,129000.000,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,0.000,,
CapitalLeaseObligationsIncurred,,,,,,,,52000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-6838000.000,,,,-8473000.000,,-11830000.000
ComprehensiveIncomeNetOfTax,-7000000.000,-3547000.000,-2524000.000,-4179000.000,-4425000.000,-6944000.000,-5025000.000,-7212000.000
CostOfGoodsSold,4093000.000,5256000.000,5857000.000,6462000.000,6843000.000,6443000.000,6825000.000,7186000.000
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,,,,,4000.000,,4000.000
DeferredIncomeTaxExpenseBenefit,,92000.000,,,,0.000,,-1630000.000
Depreciation,881000.000,,,,,,,
DepreciationDepletionAndAmortization,,959000.000,,,,1442000.000,,1659000.000
EarningsPerShareBasicAndDiluted,-1.680,-0.150,-0.090,-0.080,-0.110,-0.120,-0.220,-0.260
EffectOfExchangeRateOnCashAndCashEquivalents,,-44000.000,,,,-329000.000,,-339000.000
EffectiveIncomeTaxRateContinuingOperations,-0.039,-0.047,-0.210,-0.864,0.971,-0.224,0.053,0.167
FairValueAdjustmentOfWarrants,4739000.000,0.000,0.000,0.000,0.000,,,
ForeignCurrencyTransactionGainLossUnrealized,,53000.000,,,,2514000.000,,271000.000
GainLossOnDispositionOfAssets1,,-105000.000,,,,-8000.000,,-368000.000
GeneralAndAdministrativeExpense,4725000.000,6522000.000,6893000.000,7238000.000,7067000.000,8536000.000,9544000.000,11034000.000
GrossProfit,23102000.000,25812000.000,28895000.000,29439000.000,32690000.000,32672000.000,34684000.000,35205000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-7681000.000,-3342000.000,-1924000.000,-1083000.000,-3198000.000,-2601000.000,-6149000.000,-9176000.000
IncomeTaxExpenseBenefit,303000.000,157000.000,404000.000,936000.000,-67000.000,583000.000,-324000.000,-1536000.000
IncomeTaxesPaid,,403000.000,,,,373000.000,,779000.000
IncreaseDecreaseInAccountsPayable,,1819000.000,,,,421000.000,,-1959000.000
