,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,34333000.000,32712000.000,39891000.000,45079000.000,38029000.000,47123000.000,49609000.000,52299000.000,45435000.000,46982000.000,58248000.000,60601000.000,52886000.000,65539000.000,73528000.000,65521000.000,71553000.000,69378000.000,76303000.000,82693000.000,77108000.000,91188000.000,102470000.000,101388000.000,77106000.000
AccountsReceivableNet,,,,14262000.000,,,,19881000.000,,,,32025000.000,,,,31946000.000,,,,46774000.000,,,,,
AccruedIncomeTaxes,,,,,,,,,,,,671000.000,,,,672000.000,,,,2223000.000,,,,1695000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,8847000.000,,,,10223000.000,,,,12805000.000,,,,15183000.000,,,,19609000.000,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-4678000.000,-6436000.000,-7819000.000,-7936000.000,-8142000.000,-11525000.000,-14956000.000,-14273000.000,-12759000.000,5108000.000,3146000.000,10156000.000,7528000.000,2073000.000,3735000.000,-1484000.000,-7800000.000,-1819000.000,-20812000.000,-6352000.000,-35939000.000,-53845000.000,-41094000.000,16770000.000,22816000.000
AdditionalPaidInCapitalCommonStock,1161184000.000,1278939000.000,1281378000.000,1290021000.000,1294572000.000,1527332000.000,1531975000.000,1740037000.000,1742569000.000,1765577000.000,1766691000.000,1973159000.000,1976597000.000,1981186000.000,1982612000.000,1995484000.000,1998240000.000,2416894000.000,2401886000.000,2431754000.000,2506551000.000,2510744000.000,2562134000.000,2566120000.000,2567228000.000
Assets,2253117000.000,2310857000.000,2374228000.000,2516250000.000,2523136000.000,2708343000.000,3012922000.000,3223477000.000,3229096000.000,3432616000.000,3518239000.000,3977140000.000,4123491000.000,4208890000.000,4225895000.000,4402107000.000,4464145000.000,4833750000.000,6002836000.000,6071407000.000,6291419000.000,6458998000.000,6742056000.000,7091446000.000,7034357000.000
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,,,,,563107000.000,15621000.000,50826000.000,160885000.000,413778000.000,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityEquityInterestsIssuedAndIssuable,,,,,,,,429000.000,,6130000.000,102039000.000,119216000.000,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityLiabilitiesIncurred,,,,-4850000.000,,,,8584000.000,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,,,761648000.000,23404000.000,71756000.000,278424000.000,704449000.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,,,,,16570000.000,450000.000,974000.000,4344000.000,11800000.000,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,,8033000.000,,,,5510000.000,,,,5184000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,,,3324000.000,4754000.000,5127000.000,7554000.000,902000.000,4047000.000,4166000.000,23780000.000,,,,,
