,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2014-03-31,2014-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,98444.000,181334.000,131725.000,75321.000,4325.000,7497.000,201848.000,217316.000
AccountsPayableRelatedPartiesCurrent,,,,,,,116763.000,133652.000
AccountsPayableTradeCurrent,,160312.000,85532.000,,,,,
AccountsReceivableGrossCurrent,,,,,,,34200.000,
AccountsReceivableNetCurrent,1128.000,,,,,,,
AccruedLiabilitiesCurrent,,,,,18119.000,24254.000,38160.000,53188.000
AccruedProfessionalFeesCurrent,,5377.000,15841.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,701.000,5244.000,8349.000,-11454.000,-14559.000,-17664.000,,
AdditionalPaidInCapital,-300917.000,228619.000,1090360.000,1172889.000,1230495.000,1308137.000,2832365.000,3112315.000
Assets,63267.000,149726.000,396285.000,166761.000,146154.000,110231.000,35991.000,30255.000
AssetsCurrent,29491.000,84387.000,333993.000,108021.000,106347.000,73975.000,35991.000,30255.000
AssetsNoncurrent,,,,153794.000,,103167.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,58740.000,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,95054.000,90652.000,66911.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,58740.000,39807.000,36256.000,,
BankOverdrafts,,,,2633.000,,,,
CapitalizedComputerSoftwareGross,,,,3255.000,3255.000,3255.000,,
Cash,11367.000,26496.000,226738.000,,7051.000,2742.000,1791.000,30255.000
CashAndCashEquivalentsAtCarryingValue,-9376.000,26496.000,226738.000,0.000,7051.000,2742.000,1791.000,30255.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,200000000.000,200000000.000,200000000.000,200000000.000,100000000.000,100000000.000
CommonStockSharesIssued,30008585.000,31819917.000,46003671.000,46092421.000,46160602.000,19950602.000,43950602.000,44450602.000
CommonStockSharesOutstanding,30008585.000,31819917.000,46003671.000,46092421.000,46160602.000,19950602.000,43950602.000,44450602.000
CommonStockValue,3001.000,3182.000,4600.000,4609.000,4616.000,1995.000,4395.000,4445.000
ConvertibleNotesPayableCurrent,417938.000,133821.000,133821.000,133821.000,285956.000,344809.000,344809.000,488078.000
CreditCardReceivables,,,61828.000,,,,,
CustomerDepositsCurrent,,15645.000,30352.000,,,,,
DebtInstrumentConvertibleConversionPrice1,,0.200,0.100,,,,,
DebtInstrumentUnamortizedDiscount,,,265288.000,,,,,
DeferredCompensationEquity,,,56500.000,22600.000,,,,
DeferredCompensationLiabilityClassifiedNoncurrent,,-90400.000,,,,,,
DepositsAssetsCurrent,,,,17947.000,2565.000,2565.000,,
DepositsAssetsNoncurrent,12210.000,17442.000,17947.000,,,,,
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,,,,4353.000,,,,
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilitiesCurrent,,,,147157.000,177051.000,186832.000,,
DisposalGroupIncludingDiscontinuedOperationAccruedLiabilitiesCurrent,,,,8976.000,-726.000,6581.000,,
DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,,,,9226.000,8780.000,8334.000,,
DisposalGroupIncludingDiscontinuedOperationInventory,,,,23741.000,23741.000,,,
DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssetsCurrent,,,,66960.000,66911.000,66911.000,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,,,,31567.000,28462.000,25357.000,,
FairValueAssumptionsExercisePrice,,,0.100,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,1488.000,2380.000,2827.000,,,,,
FurnitureAndFixturesGross,,,,6343.000,6343.000,6343.000,,
IntangibleAssetsNetExcludingGoodwill,11012.000,10120.000,9673.000,,,,,
InterestAndDividendsPayableCurrent,10227.000,17571.000,11430.000,13578.000,21078.000,30205.000,61279.000,71139.000
InventoryFinishedGoods,16996.000,,,,,,,
InventoryNet,,23655.000,24701.000,,,,,
LeaseholdImprovementsGross,,,,8000.000,8000.000,8000.000,,
Liabilities,526609.000,568587.000,509547.000,550219.000,829808.000,918048.000,854205.000,1010185.000
LiabilitiesAndStockholdersEquity,63267.000,149726.000,396285.000,166761.000,146154.000,110231.000,35991.000,30255.000
LiabilitiesCurrent,526609.000,568587.000,509547.000,550219.000,829808.000,918048.000,854205.000,1010185.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,224866.000,418449.000,435537.000,,
OtherAssetsCurrent,,34236.000,82554.000,12967.000,8644.000,4322.000,,
OtherShortTermBorrowings,,235861.000,197859.000,100000.000,100000.000,100000.000,129506.000,100000.000
PreferredStockParOrStatedValuePerShare,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,,,,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,,,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,,20726.000,,,,,
PropertyPlantAndEquipmentGross,,,,43021.000,43021.000,43021.000,,
PropertyPlantAndEquipmentNet,10554.000,37777.000,34672.000,31567.000,28462.000,25357.000,,
RentalProperties,,,,25423.000,25423.000,25423.000,,
RetainedEarningsAccumulatedDeficit,-165426.000,-828762.000,-1151722.000,-1538356.000,-1918765.000,-2117949.000,-3654974.000,-4096690.000
SharesOutstanding,0.000,,46003671.000,,,,,
ShortTermBorrowings,,,34712.000,,,,,
StockholdersEquity,,,,-383458.000,-683654.000,-807817.000,-818214.000,-979930.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-463342.000,-418861.000,-113262.000,-383458.000,-683654.000,-807817.000,-818214.000,-979930.000
