,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,6597359.000,6572963.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,1848737.000,
AdvertisingExpense,,,2936000.000
AllocatedShareBasedCompensationExpense,,6597359.000,6572963.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,4027235.000,3353042.000
CashPeriodIncreaseDecrease,,32832542.000,-44270655.000
ComprehensiveIncomeNetOfTax,,-29166284.000,-39470083.000
CostOfGoodsSold,,,662747.000
Depreciation,,49881.000,277231.000
EarningsPerShareBasicAndDiluted,,-2.080,-2.430
EffectiveIncomeTaxRateContinuingOperations,,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.341,-0.392
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,,-0.002,0.000
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,-0.063,-0.026
EffectiveIncomeTaxRateReconciliationOtherReconcilingItemsPercent,,0.004,-0.001
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.034,0.050
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,,0.018,0.019
GeneralAndAdministrativeExpense,,16464279.000,19855987.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-29213658.000,
IncreaseDecreaseInAccountsPayable,,621393.000,309437.000
IncreaseDecreaseInAccountsReceivable,,,12181.000
IncreaseDecreaseInAccruedLiabilities,,1570216.000,746879.000
IncreaseDecreaseInDeferredLiabilities,,-18881.000,-9475.000
IncreaseDecreaseInDeferredRevenue,,,88344.000
IncreaseDecreaseInInventories,,,454132.000
IncreaseDecreaseInOtherNoncurrentAssets,,-100103.000,64800.000
IncreaseDecreaseInOtherNoncurrentLiabilities,,0.000,-15442.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,538178.000,17409.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,,27.000,-240.000
InterestIncomeOperating,,72028.000,393109.000
InventoryWriteDown,,,282000.000
InvestmentIncomeAmortizationOfPremium,,9523.000,16161.000
NetCashProvidedByUsedInFinancingActivities,,80843751.000,22098.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,80843751.000,22098.000
NetCashProvidedByUsedInInvestingActivities,,-27265091.000,-12240880.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-27265091.000,-12240880.000
NetCashProvidedByUsedInOperatingActivities,,-20746118.000,-32051873.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-20746118.000,-32051873.000
NetIncomeLoss,,-29141630.000,-39493123.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-29141630.000,-39493123.000
OperatingExpenses,,29213658.000,40896895.000
OperatingIncomeLoss,,,-39886232.000
OperatingLeasesRentExpenseNet,,253000.000,337000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,-24654.000,23040.000
OtherComprehensiveIncomeLossNetOfTax,,-24654.000,23040.000
OtherNoncashExpense,,4123.000,3434.000
OtherSalesRevenueNet,,,20745.000
PaymentsToAcquireMarketableSecurities,,39397769.000,38682081.000
PaymentsToAcquirePropertyPlantAndEquipment,,265617.000,559378.000
ProceedsFromIssuanceInitialPublicOffering,,80435430.000,0.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,,12398295.000,26995324.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,5255.000
ProceedsFromStockOptionsExercised,,408321.000,22098.000
ResearchAndDevelopmentExpense,,12749379.000,20378161.000
Revenues,,,1010663.000
RoyaltyExpense,,,20000.000
SalesRevenueGoodsNet,,,989918.000
SalesRevenueNet,,,1010663.000
ShareBasedCompensation,,6597359.000,6572963.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,149386.000,64302.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,49327.000,423527.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,994748.000,763320.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,8.550,6.350
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,8.630,2.590
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,10.690,9.860
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,13.070,10.030
ShippingHandlingAndTransportationCosts,,,170000.000
StockIssuedDuringPeriodSharesEmployeeStockPurchasePlans,,0.000,0.000
StockIssuedDuringPeriodSharesStockOptionsExercised,,47280.000,8516.000
StockIssuedDuringPeriodValueNewIssues,,79860185.000,
StockIssuedDuringPeriodValueRestrictedStockAwardGross,,0.000,0.000
StockIssuedDuringPeriodValueStockOptionsExercised,,408321.000,22098.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,9900000.000,15400000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,14032916.000,16233985.000
